,Neighborhood,geometry,geoid20,housing_units_count,OBJECTID,ShapeSTArea,ShapeSTLength,Year,total_jobs_count,jobsperunithousing
0,Adams-Normandie,"POLYGON ((-118.305408 34.025711999124255, -118.30889981161444 34.02561500435715, -118.30900800000012 34.025611999124216, -118.30900800000012 34.03086669927529, -118.30900800000012 34.03702356855896, -118.30900800000012 34.03741099912408, -118.30040800000013 34.0373119991241, -118.30028519566221 34.03730510000399, -118.2921617461469 34.03684872643569, -118.2915610169813 34.03681497760616, -118.29150800000001 34.03681199912407, -118.29147221165225 34.03276791582259, -118.29143351996424 34.028395755073305, -118.29140800000012 34.025511999124234, -118.29591503718369 34.02557638536972, -118.305408 34.025711999124255))",66409439227,11696.0,8278.0,51940881.244140625,107582.92466302177,2013,1499.32,0.12819083447332422
1,Arleta,"POLYGON ((-118.43578622489046 34.22987350463448, -118.435815 34.22990299912176, -118.43826803254811 34.233189405454866, -118.44081600000001 34.23660299912161, -118.44325010755801 34.24011020786105, -118.44811567391018 34.24712080884151, -118.45011600000011 34.25000299912159, -118.450119552364 34.250006549395856, -118.45065847093463 34.25054515095555, -118.451816 34.25170199912146, -118.44791600000002 34.25740199912136, -118.44258822870054 34.26413286403773, -118.44230000000013 34.26449699912131, -118.44104100000013 34.262545999121336, -118.43981600000009 34.26120199912132, -118.43502183884395 34.25667614841089, -118.42559825714136 34.24777996771225, -118.42235900000016 34.244721999121644, -118.41601153631687 34.23887075758883, -118.410514 34.23380299912176, -118.40984056724972 34.23346586959767, -118.40969899999999 34.233394999121735, -118.40972264756091 34.23337796308302, -118.41011062474634 34.23309845880892, -118.41384588092764 34.23040752721091, -118.41705664590492 34.228094446524665, -118.41934512282211 34.22644579525448, -118.42038854328176 34.225694100337556, -118.420515 34.225602999121904, -118.42201500000009 34.22410299912182, -118.42281500000016 34.221702999121845, -118.4278150000001 34.221702999121845, -118.43269091276865 34.22670080970963, -118.43578622489046 34.22987350463448))",84519667245,14411.0,2078.0,197786564.0029297,226887.73909083224,2013,2202.11,0.15280757754493096
2,Arlington Heights,"POLYGON ((-118.33380900000002 34.03501099912416, -118.332709 34.03671099912401, -118.33101489474502 34.039871989949745, -118.3285916305966 34.04439350106542, -118.32843225060383 34.044690884414855, -118.32675092814728 34.04782802412011, -118.3239289227968 34.053093536990026, -118.32300900000001 34.05480999912394, -118.32291789736657 34.054775192558985, -118.319609 34.05351099912386, -118.3163837478896 34.05272647834023, -118.315909 34.05261099912384, -118.313409 34.05271099912387, -118.31310900000013 34.04961099912397, -118.31308349500615 34.04718676207653, -118.31304531551785 34.04355782061849, -118.31300800000001 34.04001099912405, -118.31340800000001 34.04001099912401, -118.31340800000001 34.03992771952818, -118.31340800000001 34.03751099912417, -118.31500800000013 34.03741099912408, -118.31530800000002 34.037210999124255, -118.31769770305732 34.036956829473276, -118.320009 34.03671099912401, -118.32360900000002 34.036110999124155, -118.32839337045029 34.03571230158666, -118.32840900000011 34.03571099912418, -118.331409 34.03521099912408, -118.33380900000002 34.03501099912416))",78483820162,15999.0,9240.0,74722636.34960938,137728.45772935008,2013,2508.86,0.15681355084692794
3,Atwater Village,"POLYGON ((-118.27050800000009 34.121507999123104, -118.273308 34.128907999122994, -118.275708 34.13710699912297, -118.27640800000009 34.14090699912273, -118.27770900000013 34.14540699912274, -118.27786270686795 34.14663203830537, -118.27818667837485 34.14921408161701, -118.2786879996695 34.153209597482615, -118.2787399593247 34.15362371439506, -118.27851200000002 34.15346999912281, -118.27840675070468 34.15320986523929, -118.2783389109576 34.15304219269757, -118.27832473089677 34.15300714529624, -118.27728643006988 34.15321274629998, -118.277068 34.15325599912271, -118.275613 34.1532609991228, -118.27556658442559 34.153170865292346, -118.27226943933715 34.14676817998447, -118.26981012399783 34.14199246591421, -118.26810806752665 34.13868726348338, -118.263206 34.129167999123055, -118.26199999999999 34.12712899912304, -118.260356 34.124826999123094, -118.258424 34.12258499912305, -118.25727040348605 34.12147081118567, -118.25617 34.12040799912307, -118.2542668626629 34.11876863343591, -118.254258 34.118760999123246, -118.25414859778776 34.118850727904785, -118.25241382276556 34.117280049976586, -118.24780700000015 34.11310899912321, -118.24719387453419 34.11276837386439, -118.246007 34.112108999123265, -118.24645411219034 34.111763503339816, -118.24820700000001 34.11040899912321, -118.24910700000015 34.10860899912322, -118.25640699999998 34.1085089991233, -118.25880800000017 34.109008999123176, -118.261208 34.11010899912324, -118.26126713026983 34.1101568431175, -118.262172 34.11088899912317, -118.263208 34.11140899912329, -118.26543948153754 34.113640480660706, -118.265708 34.11390899912315, -118.26582777660794 34.11409862046557, -118.26888099571758 34.11893224796841, -118.27050800000009 34.121507999123104))",72447729825,18305.0,11452.0,372051620.45410156,286349.7334818541,2013,8028.72,0.43860803059273423
4,Baldwin Hills/Crenshaw,"POLYGON ((-118.36503589102983 34.005560907333766, -118.36622998609164 34.00635200244764, -118.36684299051299 34.00707600371883, -118.36685136402274 34.007076308115124, -118.36717298965303 34.00708799994492, -118.3671727560258 34.00709239145965, -118.36671898321352 34.01562200503545, -118.36673144139236 34.01562246091663, -118.37264897701603 34.01583900084288, -118.37285799549113 34.011921003115674, -118.37309299594297 34.01191300272927, -118.37309520855337 34.01191819289936, -118.37314993806197 34.012046573141475, -118.37340368407594 34.01264179088668, -118.373926 34.013866999124446, -118.37407000000013 34.015133999124416, -118.37373600000001 34.01637599912448, -118.3731341161685 34.01751301141207, -118.37269783576076 34.01833718404884, -118.372627 34.018470999124396, -118.37280608657885 34.018367013368945, -118.372813 34.01836299912441, -118.37589100000011 34.01851999912437, -118.375832 34.01804999912445, -118.375952531649 34.018048197623855, -118.3779664830531 34.018018096528515, -118.377973 34.01801799912436, -118.37797475466496 34.018020194225805, -118.37900726555303 34.01931187451346, -118.37921200000014 34.01956799912443, -118.380483 34.020835999124316, -118.37833499999999 34.02118099912438, -118.37861800213535 34.02177155297791, -118.37875000000001 34.0220469991244, -118.37700582458476 34.02369602225196, -118.37669699999998 34.02398799912436, -118.37636900000001 34.025848999124314, -118.37669299999999 34.026036999124294, -118.37658651599973 34.02659466904215, -118.37654816091965 34.026795539354126, -118.37608604802755 34.02675090379342, -118.35626100000015 34.0248359991243, -118.35518445076484 34.024728516173475, -118.355009 34.02471099912427, -118.35490900000012 34.02491099912423, -118.3521180000001 34.02469199912432, -118.34604620205599 34.02405894207435, -118.34270899999999 34.023710999124305, -118.33620900000017 34.022711999124354, -118.33528898072991 34.02271199912424, -118.33511022275786 34.02271199912422, -118.33510900000002 34.02271199912422, -118.33510878197127 34.02268060298498, -118.33507784819962 34.01822613986356, -118.33503281307037 34.01174108124626, -118.33502717608908 34.010929355941, -118.3350090000001 34.00831199912449, -118.33567141630905 34.00802810642058, -118.33568798231353 34.00825800203967, -118.33569961606386 34.00825319327336, -118.33661698558494 34.00787400208213, -118.33737271498254 34.00713655705287, -118.33819191103184 34.006337180905156, -118.33822898634968 34.00630100259989, -118.33830995952592 34.00626617597242, -118.3391716538467 34.005895560560006, -118.33972398572236 34.00565800218119, -118.3404509144949 34.005212359001845, -118.34094003248967 34.00491250555471, -118.34104198642595 34.004850002764854, -118.34113921266749 34.0048186103117, -118.34182291327919 34.00459785674675, -118.34190298615597 34.00457200277982, -118.34194623313346 34.00457133621653, -118.34618061579089 34.004506071909155, -118.34624998592786 34.00450500271104, -118.34631753797612 34.004514670507874, -118.34761648437353 34.00470057086459, -118.34955498624818 34.00497800201242, -118.3512009858471 34.00462600223201, -118.35184598553964 34.00423100229119, -118.3540799862373 34.00205000247107, -118.3542329799832 34.00193220716662, -118.35468137495582 34.001586971993746, -118.35593598608554 34.000621002442976, -118.35646898608596 33.9996770024423, -118.35664644134185 33.998804471729315, -118.35680428039312 33.998028392039565, -118.3568179860865 33.997961002441265, -118.35686765927662 33.99789788506164, -118.35712390636229 33.99757228397697, -118.35716898665845 33.99751500257107, -118.35724248860285 33.99747224184717, -118.35758688265356 33.99727188607379, -118.3578049856828 33.997145001764935, -118.35780658812816 33.997153823510736, -118.35808342135417 33.99867783951177, -118.358158433087 33.999090792403116, -118.35819098608725 33.99927000244224, -118.3582211932042 33.99933278445492, -118.35887549395726 34.00069267319411, -118.35903298608747 34.001020002443525, -118.35912298608753 34.00163100244381, -118.3575892847585 34.00690821388031, -118.35754121614868 34.007073609979756, -118.35749198608548 34.00724300244727, -118.35749414815236 34.00732364026475, -118.3575167163895 34.00816535955176, -118.35754298269566 34.00914500436614, -118.35755622901674 34.00914391694699, -118.35861498591085 34.00905700130354, -118.36143597689441 34.00833200489529, -118.36143881083876 34.00818050436441, -118.36144740913244 34.00772084605942, -118.36144798608804 34.007690002447895, -118.36147304772842 34.007680287455386, -118.36193358583222 34.00750176265981, -118.36198197493407 34.007483004918704, -118.36199110105711 34.00742167188404, -118.36205311911857 34.00700487321777, -118.36206098608874 34.006952002447626, -118.36210134917134 34.006908858465835, -118.36239710567105 34.006592725202076, -118.36265599492432 34.00631599923097, -118.36502698221526 34.00555500519087, -118.36503589102983 34.005560907333766))",126784467665,34478.0,24429.0,271578788.86621094,350832.1240015164,2013,6211.4,0.1801554614536806
5,Bel-Air,"POLYGON ((-118.45899013432465 34.07444218629898, -118.459142 34.074453999123776, -118.46111300000001 34.073207999123724, -118.46241200000011 34.07329599912366, -118.463376 34.07401599912372, -118.464019 34.07417299912364, -118.465995 34.07322299912365, -118.46832500000014 34.07607599912354, -118.46897699999998 34.077366999123626, -118.46988500000002 34.07803099912362, -118.47238800000011 34.08068899912367, -118.47447047062212 34.0837273736177, -118.47456 34.08385799912344, -118.47513600000012 34.08609199912342, -118.47579276716472 34.092090472561246, -118.475826 34.092393999123495, -118.4757942328957 34.09285669390364, -118.475596 34.095743999123385, -118.47594500000001 34.09636699912333, -118.47730100000015 34.0966799991235, -118.477906 34.09890299912347, -118.47785200000011 34.100127999123366, -118.4771660000001 34.102919999123365, -118.47720100000011 34.10400799912322, -118.47764900000016 34.10503999912328, -118.48200500000016 34.110963999123186, -118.482018 34.11783699912312, -118.4815700000001 34.11864099912314, -118.47781500000002 34.12330599912307, -118.47636616405269 34.12560709150989, -118.476115 34.126005999122974, -118.4760159874618 34.12602884817024, -118.47481500000002 34.126305999122934, -118.47474452679951 34.126438136373885, -118.473215 34.1293059991229, -118.47161500000001 34.13090599912296, -118.47027466407198 34.130184279777126, -118.46901500000001 34.12950599912302, -118.4682168749429 34.12935635067477, -118.46741500000002 34.12920599912294, -118.4664140000001 34.129705999123, -118.46551400000001 34.12990599912287, -118.464114 34.12980599912294, -118.463114 34.13080599912306, -118.46133578542715 34.130602774600426, -118.46012469151945 34.13046436386811, -118.45961400000002 34.13040599912302, -118.45852433444145 34.129316333564354, -118.458514 34.1293059991229, -118.458414 34.12740599912311, -118.45934499713795 34.12675430112642, -118.45941400000001 34.12670599912297, -118.45841400000013 34.125905999123084, -118.45761400000002 34.12620599912294, -118.45711400000013 34.12590699912301, -118.45568466705862 34.12438237731878, -118.45561400000012 34.12430699912305, -118.455814 34.11910699912304, -118.45564953948812 34.118723257928714, -118.45559455053524 34.11859495037197, -118.45551400000001 34.11840699912314, -118.4555204535718 34.11838548721717, -118.455634 34.118006999123175, -118.45561322140765 34.11800699912317, -118.45531400000016 34.11800699912312, -118.45671400000002 34.11580699912312, -118.45611400000001 34.11420699912311, -118.45701400000011 34.113806999123206, -118.45656907680802 34.11336207593116, -118.45617694980866 34.11296994893183, -118.456014 34.11280699912317, -118.457314 34.111306999123144, -118.45581400000015 34.11020699912312, -118.45521400000013 34.10950699912325, -118.45681400000001 34.10920699912326, -118.45521400000013 34.10770699912314, -118.45383743888075 34.10617160402855, -118.45261400000012 34.10480699912331, -118.45198285276852 34.10528035954692, -118.451014 34.106006999123174, -118.4504089004007 34.10498653134177, -118.449413 34.10330699912332, -118.449713 34.102706999123235, -118.44969422540963 34.102701634954556, -118.4492072072535 34.102562486909925, -118.44901300000001 34.10250699912321, -118.44771300000001 34.10170699912329, -118.44701300000001 34.100906999123346, -118.44691300000012 34.100406999123386, -118.44701300000015 34.09970699912333, -118.44682427618761 34.09966506049831, -118.44611300000001 34.09950699912327, -118.44604332350258 34.09947852677273, -118.44406564462717 34.09867037526871, -118.44405921173329 34.09866774655435, -118.443913 34.09860799912334, -118.44392053014425 34.09866063483167, -118.4440130000001 34.09930699912333, -118.443613 34.099706999123356, -118.4435422708818 34.099636324412174, -118.442313 34.09840799912337, -118.44112599221914 34.09682532208211, -118.44111300000012 34.096807999123406, -118.44110823752608 34.09677823366072, -118.440713 34.09430799912329, -118.44033126616577 34.093980798694005, -118.440013 34.0937079991234, -118.43993824836261 34.0935987467303, -118.438713 34.0918079991234, -118.43821300000002 34.09020799912341, -118.43816138216152 34.09014423591114, -118.43677871594619 34.08843623646856, -118.43651300000012 34.0881079991234, -118.43541300000012 34.08530799912362, -118.43481300000013 34.082407999123454, -118.43484787465755 34.082282450356765, -118.4349910056997 34.08176717860507, -118.43521647551513 34.08095548726958, -118.43531300000014 34.080607999123615, -118.43765129508095 34.079485617484806, -118.43781300000012 34.07940799912361, -118.44051300000001 34.077607999123586, -118.44281300000014 34.07750799912367, -118.444013 34.07700799912366, -118.444513 34.076607999123546, -118.44529065733568 34.07378899128219, -118.4453130000001 34.07370799912367, -118.4454540553011 34.07369993882075, -118.44709284017351 34.07360629397088, -118.44754175364804 34.07358064177233, -118.44869716996719 34.07351461798265, -118.44881300000013 34.07350799912363, -118.44888594216732 34.07359777409864, -118.44948958310265 34.074340716788335, -118.45011300000013 34.07510799912376, -118.45391300000014 34.076907999123584, -118.45453634451857 34.076658661316145, -118.4547170622661 34.076586374217115, -118.45491299999999 34.076507999123535, -118.45752722489429 34.07433546058632, -118.45753499999998 34.07432899912359, -118.45754889017176 34.07433007956632, -118.45838557175169 34.0743951605854, -118.45899013432465 34.07444218629898))",60372389024,12763.0,8149.0,569612496.3212891,415235.7977391378,2013,2679.97,0.20997962861396222
6,Beverly Crest,"POLYGON ((-118.43181200000001 34.08220799912358, -118.434213 34.082707999123656, -118.43471084649299 34.08245907587705, -118.43481300000013 34.082407999123454, -118.43541300000012 34.08530799912362, -118.43651300000012 34.0881079991234, -118.43677871594619 34.08843623646856, -118.43816138216152 34.09014423591114, -118.43821300000002 34.09020799912341, -118.438713 34.0918079991234, -118.43993824836261 34.0935987467303, -118.440013 34.0937079991234, -118.44033126616577 34.093980798694005, -118.440713 34.09430799912329, -118.44110823752608 34.09677823366072, -118.44111300000012 34.096807999123406, -118.44112599221914 34.09682532208211, -118.442313 34.09840799912337, -118.4435422708818 34.099636324412174, -118.443613 34.099706999123356, -118.4440130000001 34.09930699912333, -118.44392053014425 34.09866063483167, -118.443913 34.09860799912334, -118.44405921173329 34.09866774655435, -118.44406564462717 34.09867037526871, -118.44604332350258 34.09947852677273, -118.44611300000001 34.09950699912327, -118.44682427618761 34.09966506049831, -118.44701300000015 34.09970699912333, -118.44691300000012 34.100406999123386, -118.44701300000001 34.100906999123346, -118.44771300000001 34.10170699912329, -118.44901300000001 34.10250699912321, -118.4492072072535 34.102562486909925, -118.44969422540963 34.102701634954556, -118.449713 34.102706999123235, -118.449413 34.10330699912332, -118.4504089004007 34.10498653134177, -118.451014 34.106006999123174, -118.45198285276852 34.10528035954692, -118.45261400000012 34.10480699912331, -118.45383743888075 34.10617160402855, -118.45521400000013 34.10770699912314, -118.45681400000001 34.10920699912326, -118.45521400000013 34.10950699912325, -118.45581400000015 34.11020699912312, -118.457314 34.111306999123144, -118.456014 34.11280699912317, -118.45617694980866 34.11296994893183, -118.45656907680802 34.11336207593116, -118.45701400000011 34.113806999123206, -118.45611400000001 34.11420699912311, -118.45671400000002 34.11580699912312, -118.45531400000016 34.11800699912312, -118.45561322140765 34.11800699912317, -118.455634 34.118006999123175, -118.4555204535718 34.11838548721717, -118.45551400000001 34.11840699912314, -118.45559455053524 34.11859495037197, -118.45564953948812 34.118723257928714, -118.455814 34.11910699912304, -118.45561400000012 34.12430699912305, -118.45568466705862 34.12438237731878, -118.45711400000013 34.12590699912301, -118.45761400000002 34.12620599912294, -118.45841400000013 34.125905999123084, -118.45941400000001 34.12670599912297, -118.45934499713795 34.12675430112642, -118.458414 34.12740599912311, -118.458514 34.1293059991229, -118.45852433444145 34.129316333564354, -118.45961400000002 34.13040599912302, -118.45957315765457 34.13043028376085, -118.45948848195184 34.13048063147599, -118.45799812843936 34.131366787618475, -118.4566806159511 34.13215017342225, -118.45609731160506 34.13249700303337, -118.455914 34.13260599912286, -118.454914 34.132905999123004, -118.45321400000013 34.13180599912284, -118.45121400000014 34.131505999122986, -118.44981400000012 34.13190599912297, -118.44811400000012 34.130705999122924, -118.443414 34.130005999123064, -118.44251400000019 34.13050599912295, -118.44242434029259 34.13059565883052, -118.44201400000001 34.131005999123, -118.44061400000018 34.131505999122936, -118.44017544356042 34.13137105867993, -118.439314 34.13110599912288, -118.438414 34.13150599912304, -118.43752343517842 34.1311797555434, -118.43541400000015 34.130406999123096, -118.43391300000012 34.13070699912293, -118.432713 34.13170699912294, -118.43158393744298 34.1319186983524, -118.43111300000014 34.132006999122936, -118.43054470587519 34.131886085479344, -118.42969809844783 34.1317059562395, -118.42821544685192 34.13139049845317, -118.42722983182459 34.13118079312823, -118.42641300000011 34.131006999123045, -118.42638327438894 34.13099567508069, -118.424313 34.13020699912291, -118.423713 34.13030699912297, -118.4234027030122 34.13024493972542, -118.42321299999999 34.13020699912299, -118.422413 34.12970699912293, -118.42121300000011 34.129606999122984, -118.42100057495864 34.12902283025895, -118.42081617749972 34.12851573724696, -118.42081300000012 34.12850699912306, -118.42080346712174 34.12850064387081, -118.41980847603014 34.12783731647629, -118.41961300000017 34.12770699912296, -118.41952174473182 34.127653766883085, -118.41938864581556 34.127576125848606, -118.41841300000014 34.12700699912298, -118.41725575468057 34.127199873342924, -118.417213 34.12720699912302, -118.41721000487621 34.12720512717065, -118.41561300000012 34.12620699912292, -118.41542751310051 34.12641567188497, -118.41453621246582 34.127418385098906, -118.414013 34.12800699912292, -118.41406057193701 34.12824485880805, -118.41410230193995 34.12845350882269, -118.4141825266086 34.128854632165975, -118.414213 34.12900699912305, -118.41405009577008 34.128974418277046, -118.41321300000016 34.12880699912298, -118.41201300000002 34.1294069991229, -118.40911300000015 34.1294069991229, -118.40702291976322 34.12893198088743, -118.40691299999999 34.12890699912307, -118.40687604158417 34.1288377020934, -118.40622053553142 34.12760862824416, -118.40611300000015 34.12740699912298, -118.4039354205257 34.127901678694684, -118.403912 34.127906999123056, -118.4035120000001 34.12720699912302, -118.40304621072958 34.125343842040884, -118.40301200000012 34.125206999122994, -118.39995849447052 34.12304720252903, -118.39988161902292 34.12299282721243, -118.3989491513769 34.122333276926256, -118.39891199999998 34.122306999123076, -118.39864855738979 34.121704844585366, -118.39821994856719 34.12072516727636, -118.3982120000001 34.12070699912301, -118.39820561365606 34.1206367493386, -118.39816286601052 34.12016652523829, -118.39816084252244 34.12014426686938, -118.39812393933646 34.11973833182401, -118.398112 34.11960699912314, -118.3977951977504 34.11938071180197, -118.39741200000002 34.1191069991231, -118.39565823928459 34.119488251452566, -118.395112 34.11960699912314, -118.394412 34.11990699912323, -118.39351200000013 34.12000699912309, -118.39343877078998 34.120076741228004, -118.39309265640668 34.12040637397402, -118.39141200000016 34.122006999123165, -118.39091319993604 34.122190767567844, -118.39038079706239 34.12238691599497, -118.38774876086116 34.12335661354279, -118.38761200000015 34.12340699912316, -118.38758097921844 34.123336094479264, -118.386912 34.12180699912304, -118.38871200000001 34.12090699912319, -118.39001200000001 34.121106999123114, -118.392112 34.120406999123105, -118.39091200000013 34.11990699912309, -118.39091200000001 34.11920699912309, -118.388812 34.11870699912312, -118.39031200000018 34.118306999123234, -118.39061200000009 34.11760699912322, -118.39061200000009 34.11710699912318, -118.39171199999998 34.11700699912314, -118.39101199999999 34.115206999123146, -118.39165100000001 34.11419499912319, -118.39209600000001 34.11448699912313, -118.39192000000013 34.11421499912314, -118.39168668168277 34.11298879900509, -118.39158049843317 34.11243075489325, -118.3915795891219 34.1124259760246, -118.395856 34.11241399912317, -118.396006 34.1112029991234, -118.39636500000002 34.111615999123224, -118.397202 34.11161899912329, -118.39770211506568 34.11158600802452, -118.39910263594003 34.11149361984094, -118.39920299999999 34.11148699912335, -118.39929949607705 34.11142577402617, -118.40003725618531 34.11095767795745, -118.40007299999999 34.11093499912331, -118.40000825817103 34.11082884626551, -118.39874444094986 34.10875664948182, -118.39865500000002 34.108609999123296, -118.401038 34.10873299912325, -118.40091149641397 34.096302756760984, -118.40089968035196 34.095141710507086, -118.400888 34.09399399912349, -118.40106906190364 34.093939432522376, -118.40125581350675 34.09388315121731, -118.40129974596042 34.09386991129977, -118.40139364087878 34.093841614201075, -118.401399 34.093839999123446, -118.4014013055444 34.09384302618714, -118.40147519887273 34.093940044406004, -118.401677 34.09420499912348, -118.40196705183888 34.09389471110974, -118.40201290943585 34.09384565414553, -118.40206400000001 34.09379099912339, -118.40212149218374 34.09377091734654, -118.40228600364479 34.09371345418831, -118.4023187914347 34.09370200155183, -118.40241677228336 34.0936677772554, -118.40241899999998 34.09366699912339, -118.4024212482152 34.09366903964415, -118.40532 34.09629999912352, -118.40514399999999 34.097155999123395, -118.40529900000013 34.097998999123426, -118.40541 34.101460999123354, -118.40542213778804 34.10146117373715, -118.40567953268003 34.10146487661104, -118.40719698617423 34.10148670664379, -118.40826 34.10150199912341, -118.40817100000001 34.10128999912336, -118.40872300000001 34.10065999912341, -118.40860599999999 34.1004579991234, -118.409058 34.100155999123395, -118.4090528362419 34.10004346816856, -118.40901131085722 34.09913852818202, -118.409005 34.09900099912345, -118.40893520966047 34.09882684050343, -118.40879721857434 34.09848249002027, -118.408785 34.09845199912338, -118.4088168231964 34.09835066142702, -118.40893516806585 34.09797380436049, -118.409067 34.0975539991234, -118.40903922003227 34.09752745816832, -118.40867029379052 34.09717498638339, -118.408641 34.09714699912344, -118.40889200000001 34.09711899912351, -118.40905399999998 34.09656999912338, -118.40921079859473 34.096420327737526, -118.40941725109116 34.096223259445544, -118.4094940000001 34.09614999912339, -118.40919 34.095537999123465, -118.40944000000002 34.094858999123446, -118.40953266808054 34.094796809761675, -118.41068520737714 34.09402334296641, -118.411471 34.093495999123526, -118.41169982839664 34.09280062739388, -118.41188119354774 34.09224948863369, -118.411883 34.09224399912341, -118.41188494650119 34.09224931805109, -118.41191087179953 34.092320160436095, -118.41194701307576 34.09241891857466, -118.41196900000001 34.09247899912348, -118.41199695872463 34.092498133375635, -118.41231228655224 34.09271393585762, -118.412609 34.0929169991234, -118.41289136287992 34.09320490270889, -118.41319619812081 34.09351571962244, -118.41393400000013 34.09426799912353, -118.41394427770922 34.09426805397844, -118.41426437047376 34.09426976239996, -118.42269834028137 34.09431477677428, -118.42274 34.09431499912345, -118.42272467786404 34.09318716974036, -118.42269017991461 34.09064785008594, -118.4226890000001 34.09056099912354, -118.42331800000001 34.09053499912346, -118.424032 34.09011099912351, -118.42455300000016 34.09032199912355, -118.42450000000012 34.09063799912348, -118.42704100000002 34.090630999123505, -118.42696205191199 34.08304898464529, -118.426962 34.083043999123625, -118.42279009917362 34.08309285742683, -118.42277800000001 34.08309299912365, -118.422647 34.080008999123606, -118.42280209349961 34.079987308071786, -118.42305874050088 34.079951413960046, -118.4231857014799 34.07993365746359, -118.42323128335458 34.079927282478124, -118.4232445403459 34.07993180666831, -118.425812 34.08080799912359, -118.4275675483976 34.08062320455541, -118.42771200000013 34.080607999123565, -118.42889437012755 34.07924372589955, -118.42901200000013 34.07910799912349, -118.429912 34.07930799912365, -118.42998608588616 34.079421077581465, -118.43047182375103 34.080162466954164, -118.43181200000001 34.08220799912358))",78484738412,19603.0,12029.0,645927543.9833984,544937.9571663319,2013,1530.34,0.07806662245574657
7,Beverly Grove,"POLYGON ((-118.377403 34.069708999123826, -118.37741477038867 34.06970895260055, -118.383728 34.069683999123676, -118.38372807230265 34.06968889561912, -118.38376400000001 34.072121999123745, -118.3837761902704 34.072121930619346, -118.38391024074187 34.072121177309775, -118.38675669439677 34.07210518138865, -118.39017601113837 34.07208596620811, -118.390704 34.07208299912372, -118.39070401578667 34.07208798094675, -118.390718 34.07650099912364, -118.3896960460434 34.07648910803705, -118.38863314094947 34.076476740457835, -118.38773685802042 34.076466311633865, -118.38373374962502 34.07641973291254, -118.38367566126794 34.076419057017425, -118.3821718061883 34.07640155870368, -118.381694 34.0763959991237, -118.38169299999988 34.0767109991237, -118.380517 34.07669399912379, -118.38027732070141 34.076598818484854, -118.37984934285492 34.0764288613583, -118.379754 34.07639099912363, -118.3795113548066 34.076399333540905, -118.37879343524523 34.076423992760844, -118.37719200000001 34.07647899912375, -118.37719395013205 34.076596982112775, -118.37721770319243 34.078034042266275, -118.37722 34.07817299912363, -118.37756700000001 34.07874199912361, -118.37757435241005 34.07873888310221, -118.37777700000001 34.078652999123676, -118.37799099999998 34.078942999123704, -118.37730200000021 34.07922699912362, -118.37690624335242 34.07897445026048, -118.37689300000012 34.07896599912369, -118.377248 34.080206999123625, -118.37696529746489 34.080200159546166, -118.3754528522293 34.08016356812918, -118.37526400000014 34.08015899912364, -118.37524999999998 34.08201099912358, -118.37421417843053 34.08201890615845, -118.37420200000011 34.08201899912357, -118.37420898162267 34.080165876990314, -118.374209 34.0801609991236, -118.370294 34.08016899912358, -118.37029400832537 34.08017210864885, -118.37030200000012 34.08315699912354, -118.37031409796458 34.08315678883356, -118.3765848174479 34.083047789549724, -118.37689768586841 34.08304235118913, -118.37703300000011 34.08303999912355, -118.37703293187384 34.08304464334096, -118.37695099999999 34.088629999123555, -118.376284 34.08898899912352, -118.37625093352526 34.08899454078577, -118.37577021223774 34.08907510561864, -118.3753830000001 34.0891399991235, -118.37518600000001 34.089417999123484, -118.37475700000013 34.0894249991235, -118.37475700000013 34.08969899912348, -118.374328 34.08970599912346, -118.37432378230832 34.08971134579322, -118.37424264293047 34.0898142042975, -118.37412999999998 34.089956999123565, -118.37409972187277 34.089962546403, -118.3737132125105 34.09003335908638, -118.37360983780385 34.09005229844745, -118.37321589460795 34.09012447308932, -118.3725101916928 34.09025376547384, -118.372498 34.09025599912344, -118.372486 34.08575499912359, -118.37248501586387 34.0854430279738, -118.372485 34.085437999123606, -118.37240308593515 34.08544421078883, -118.37099321093348 34.08555112370465, -118.37023 34.085608999123515, -118.370233 34.08708399912362, -118.36697316307023 34.08713114375449, -118.36643 34.08713899912364, -118.366443 34.088923999123544, -118.3632811584737 34.088970819083116, -118.36326900000002 34.088970999123525, -118.36326705234212 34.08878305014065, -118.36326699999998 34.08877799912356, -118.36272417501799 34.08878680169078, -118.362712 34.088786999123506, -118.36270103467331 34.08719602990303, -118.36270100000002 34.08719099912351, -118.36171638616871 34.08720063095923, -118.36159405286803 34.08017048730427, -118.36152336943478 34.076108513278804, -118.36148599999999 34.07396099912366, -118.36156030732529 34.06907649099709, -118.36161000000016 34.06580999912373, -118.36151000000001 34.0630099991238, -118.37055474418545 34.06401497069999, -118.37223126490078 34.06420125077948, -118.37203 34.06418199912384, -118.37203309972404 34.06418580861246, -118.37301700000002 34.06539499912382, -118.37586399999999 34.07029899912369, -118.37586487802383 34.070282849756744, -118.37587720413713 34.07005613731577, -118.37589200000001 34.06978399912366, -118.37604832775413 34.069785014238974, -118.37635400000015 34.06978699912375, -118.37631738258798 34.06934066256104, -118.376317 34.06933599912372, -118.37737499999999 34.069323999123775, -118.377375362595 34.06932898480529, -118.377403 34.069708999123826))",90560590916,31109.0,17623.0,103737946.7578125,187940.86800519808,2013,30249.2,0.9723616959722267
