name,year,total_jobs_count
Baldwin Park,2015,20167.97
Montebello,2015,24671.29
Leimert Park,2015,2179.46
Santa Clarita,2015,59007.88
Elysian Park,2015,4236.93
Wilmington,2015,12988.35
Jefferson Park,2015,2814.15
Downtown,2015,305766.17
Encino,2015,26987.96
West Adams,2015,4303.24
Hawaiian Gardens,2015,2164.77
Agoura Hills,2015,11624.97
Baldwin Hills/Crenshaw,2015,6747.05
Lake View Terrace,2015,2278.44
Adams-Normandie,2015,1460.55
El Monte,2015,30238.11
Rancho Dominguez,2015,13288.06
Acton,2015,628.92
Studio City,2015,23849.83
La Puente,2015,4267.99
North Hollywood,2015,21659.9
Rosemead,2015,15194.76
San Marino,2015,3692.04
East San Gabriel,2015,3891.31
South Park,2015,2534.1
Burbank,2015,201789.89
Woodland Hills,2015,58881.13
Angeles Crest,2015,878.32
East Compton,2015,548.02
Chatsworth,2015,35407.81
Mayflower Village,2015,2164.53
Koreatown,2015,44367.61
South Gate,2015,21602.27
Elysian Valley,2015,1278.38
Claremont,2015,16219.93
Avocado Heights,2015,6863.96
South San Gabriel,2015,2447.65
Northwest Antelope Valley,2015,1737.41
Echo Park,2015,6770.84
Lynwood,2015,12445.48
Unincorporated Santa Susana Mountains,2015,15469.44
Shadow Hills,2015,6068.63
La Habra Heights,2015,1234.76
Covina,2015,19969.61
Northwest Palmdale,2015,1267.57
Sawtelle,2015,32320.88
Rancho Park,2015,3049.8
East Los Angeles,2015,20728.15
Beverlywood,2015,2054.31
Bellflower,2015,21231.01
Azusa,2015,14537.02
Del Rey,2015,9835.21
Mid-Wilshire,2015,21701.74
North Whittier,2015,5465.72
Beverly Crest,2015,1617.54
Cerritos,2015,37808.15
West Hills,2015,9413.1
Vincent,2015,2343.84
Sun Village,2015,381.86
Playa del Rey,2015,9368.18
Valinda,2015,1708.02
Tujunga,2015,4386.47
Exposition Park,2015,5997.01
Eagle Rock,2015,8789.45
Harbor City,2015,7075.19
Southeast Antelope Valley,2015,1286.01
Reseda,2015,12718.39
Willowbrook,2015,7467.42
Highland Park,2015,5350.32
Temple City,2015,7504.18
Westlake Village,2015,5296.41
Pico-Robertson,2015,5494.89
Monrovia,2015,17190.73
Broadway-Manchester,2015,1677.1
Sunland,2015,1851.31
Agua Dulce,2015,660.09
Malibu,2015,3680.71
Topanga,2015,1029.85
Northeast Antelope Valley,2015,3194.79
Arleta,2015,2293.93
Van Nuys,2015,47410.83
Mar Vista,2015,4753.72
Valley Glen,2015,11550.89
Arcadia,2015,27621.88
Windsor Square,2015,4820.11
West Puente Valley,2015,3091.57
Central-Alameda,2015,8951.63
Arlington Heights,2015,2650.04
Harvard Heights,2015,2781.16
Harvard Park,2015,1357.02
East Hollywood,2015,26258.43
Lennox,2015,2317.27
Larchmont,2015,1512.14
Tarzana,2015,14013.52
Rolling Hills,2015,536.81
Mid-City,2015,12963.4
Westchester,2015,67676.21
Manchester Square,2015,934.03
Rowland Heights,2015,14307.59
Ridge Route,2015,1111.26
South San Jose Hills,2015,2078.81
Vermont-Slauson,2015,3031.4
Athens,2015,2110.34
Mount Washington,2015,1362.9
West Compton,2015,9873.97
Los Feliz,2015,8150.24
Chinatown,2015,10443.3
Century City,2015,51520.02
Florence-Firestone,2015,7222.52
University Park,2015,7987.34
Hollywood Hills West,2015,2645.72
Unincorporated Santa Monica Mountains,2015,18337.55
West Los Angeles,2015,18595.05
Hancock Park,2015,8716.29
Canoga Park,2015,20127.63
Chesterfield Square,2015,1749.22
Hidden Hills,2015,1183.64
Norwalk,2015,25602.11
North El Monte,2015,761.97
Monterey Park,2015,29157.94
Hollywood,2015,54498.5
Fairfax,2015,11535.06
Glassell Park,2015,6267.6
Watts,2015,3100.14
La Verne,2015,11980.75
Rancho Palos Verdes,2015,7343.23
Green Meadows,2015,2560.84
Del Aire,2015,3519.2
Vermont Knolls,2015,1794.4
Castaic,2015,1223.83
Westwood,2015,68412.99
Venice,2015,12629.09
South Diamond Bar,2015,1007.74
Universal City,2015,4758.42
Pacific Palisades,2015,5713.02
Bel-Air,2015,2659.16
East Pasadena,2015,2666.65
Cudahy,2015,3206.11
Palos Verdes Estates,2015,2261.76
Ladera Heights,2015,27111.57
Walnut Park,2015,1011.76
La Crescenta-Montrose,2015,3163.93
Gardena,2015,25646.85
Duarte,2015,11265.42
La Mirada,2015,19244.21
Maywood,2015,4297.21
Alondra Park,2015,2584.56
Beverly Grove,2015,32615.01
Vermont Vista,2015,1792.93
Lawndale,2015,5677.35
Hyde Park,2015,5139.08
Lomita,2015,3279.29
South Pasadena,2015,7347.77
Westmont,2015,2118.47
San Pasqual,2015,107.99
West Hollywood,2015,28374.12
Artesia,2015,5092.47
Manhattan Beach,2015,19329.84
West Carson,2015,5836.08
Hermosa Beach,2015,6751.36
Carthay,2015,6536.1
Beverly Hills,2015,56946.78
El Segundo,2015,67437.49
View Park-Windsor Hills,2015,1680.63
Sierra Madre,2015,2495.12
Gramercy Park,2015,1244.21
