OBJECTID,SRA,HAZ_CODE,HAZ_CLASS,INCORP,VH_REC,ShapeSTArea,ShapeSTLength
801,LRA,3,Very High, , ,9019.265625,543.044772917125
802,LRA,3,Very High, , ,359.1484375,219.936926651949
803,LRA,3,Very High, , ,232.59765625,215.490795046842
804,LRA,3,Very High, , ,127.3671875,346.905206426203
805,LRA,3,Very High, , ,15684.958984375,3370.35686456296
806,LRA,3,Very High, , ,4.849609375,90.4323539239502
807,LRA,3,Very High, , ,94.2490234375,2173.48739512703
808,LRA,3,Very High, , ,0.0849609375,6.8911818786184
809,LRA,3,Very High, , ,6389.6484375,565.987803787106
810,LRA,3,Very High, , ,902.486328125,1003.74190515552
811,LRA,3,Very High, , ,84.0947265625,1517.82550042439
812,LRA,3,Very High, , ,2.3359375,126.707933406016
813,LRA,3,Very High, , ,0.130859375,4.1448361076075
814,LRA,3,Very High, , ,0.3505859375,6.27828355748153
815,LRA,3,Very High, , ,2.388671875,100.796244278193
816,LRA,3,Very High, , ,27.7841796875,46.0570387482076
817,LRA,3,Very High, , ,23.1474609375,769.082262027855
818,LRA,3,Very High, , ,602.2744140625,99.3129344527202
819,LRA,3,Very High, , ,286797.067382812,2259.09453591323
820,LRA,3,Very High, , ,805.4501953125,183.535072123247
821,LRA,3,Very High, , ,647.833984375,207.621594596445
822,LRA,3,Very High, , ,5.212890625,217.271438770738
823,LRA,3,Very High, , ,1080.71484375,158.929379328446
824,LRA,3,Very High, , ,1640.77734375,204.090663717938
825,LRA,3,Very High, , ,13403.7841796875,900.437913089319
826,LRA,3,Very High, , ,4.8076171875,72.0999274162002
827,LRA,3,Very High, , ,1.169921875,13.8665636821109
828,LRA,3,Very High, , ,176.8818359375,398.167167063447
829,LRA,3,Very High, , ,18430.39453125,732.059088072187
830,LRA,3,Very High, , ,0.07421875,3.68857243637182
831,LRA,3,Very High, , ,0.0732421875,3.66246539969228
832,LRA,3,Very High, , ,0.0244140625,1.57997061288619
833,LRA,3,Very High, , ,0.0283203125,2.08438770068869
834,LRA,3,Very High, , ,0.0263671875,2.10571319610213
835,LRA,3,Very High, , ,0.0244140625,2.10872602281639
836,LRA,3,Very High, , ,0.0498046875,3.15201137829473
837,LRA,3,Very High, , ,77978.4052734375,2626.08715544292
838,LRA,3,Very High, , ,0.0439453125,3.14954153505022
839,LRA,3,Very High, , ,31.51171875,54.5305270948578
840,LRA,3,Very High, , ,0.7880859375,41.8708255329355
841,LRA,3,Very High, , ,2.421875,58.8210803894966
842,LRA,3,Very High, , ,14.009765625,33.3819390968395
843,LRA,3,Very High, , ,270.2568359375,168.037657649838
844,LRA,3,Very High, , ,3516.7060546875,266.536220178014
845,LRA,3,Very High, , ,0.0341796875,2.28045510823698
846,LRA,3,Very High, , ,0.0859375,2.93341913788202
847,LRA,3,Very High, , ,0.0263671875,2.18269385238091
848,LRA,3,Very High, , ,0.04296875,2.26871976993986
849,LRA,3,Very High, , ,0.03125,2.30942272882255
850,LRA,3,Very High, , ,0.0830078125,2.95350014060712
851,LRA,3,Very High, , ,1.0888671875,39.5360947705229
852,LRA,3,Very High, , ,9870584.46582031,15764.4902001772
853,LRA,3,Very High, , ,16.19921875,117.548374688271
854,LRA,3,Very High, , ,411.53125,509.952003236549
855,LRA,3,Very High, , ,1.2734375,43.9212469692713
856,LRA,3,Very High, , ,0.017578125,1.32475286726201
857,LRA,3,Very High, , ,1751.60546875,326.171415084468
858,LRA,3,Very High, , ,0.95703125,10.6658788235672
859,LRA,3,Very High, , ,59.5927734375,34.9407011679726
860,LRA,3,Very High, , ,27.3271484375,42.7218394031257
861,LRA,3,Very High, , ,19.8623046875,140.514466030003
862,LRA,3,Very High, , ,119.2529296875,1372.74450372618
863,LRA,3,Very High, , ,2.1953125,118.018939456972
864,LRA,3,Very High, , ,57.109375,37.2853631591566
865,LRA,3,Very High, , ,349.6171875,144.178301254612
866,LRA,3,Very High, , ,0.0283203125,1.56487795222826
867,LRA,3,Very High, , ,0.0537109375,2.40882539698828
868,LRA,3,Very High, , ,0.0263671875,1.6627195866177
869,LRA,3,Very High, , ,0.0234375,1.66024992230294
870,LRA,3,Very High, , ,0.0205078125,1.51792453223205
871,LRA,3,Very High, , ,478953.618164062,3665.7833080576
872,LRA,3,Very High, , ,4743.7080078125,465.264265314855
873,LRA,3,Very High, , ,21131.0673828125,871.397337592735
874,LRA,3,Very High, , ,15.56640625,777.232901089716
875,LRA,3,Very High, , ,143.22265625,49.2848692315094
876,LRA,3,Very High, , ,18.4736328125,508.730004575045
877,LRA,3,Very High, , ,4.53515625,130.884991494889
878,LRA,3,Very High, , ,1.103515625,53.1366323358677
879,LRA,3,Very High, , ,0.11328125,7.30939916734022
880,LRA,3,Very High, , ,335502.258789062,2980.33723623628
881,LRA,3,Very High, , ,15.2880859375,534.598084146862
882,LRA,3,Very High, , ,13184.1748046875,707.046153104367
883,LRA,3,Very High, , ,33.6484375,89.4602072347711
884,LRA,3,Very High, , ,41.2666015625,324.247589355636
885,LRA,3,Very High, , ,37.8427734375,110.084531140509
886,LRA,3,Very High, , ,0.232421875,3.62390452697811
887,LRA,3,Very High, , ,9.42578125,197.397732473836
888,LRA,3,Very High, , ,919.962890625,153.34561706483
889,LRA,3,Very High, , ,2118.2216796875,275.87285370023
890,LRA,3,Very High, , ,5490.041015625,307.543941316299
891,LRA,3,Very High, , ,0.87109375,5.10272973787205
892,LRA,3,Very High, , ,10400.9814453125,566.551614442552
893,LRA,3,Very High, , ,223.3994140625,1776.63386581128
894,LRA,3,Very High, , ,1135.177734375,171.866253912647
895,LRA,3,Very High, , ,37.42578125,1005.3687376396
896,LRA,3,Very High, , ,206.4814453125,64.500676604435
897,LRA,3,Very High, , ,2299.1640625,269.786716366915
898,LRA,3,Very High, , ,3798.3251953125,375.974144459268
899,LRA,3,Very High, , ,55810.3193359375,940.39855258157
900,LRA,3,Very High, , ,2208.56640625,215.361251367965
901,LRA,3,Very High, , ,75.0703125,159.984180959701
902,LRA,3,Very High, , ,4332.294921875,480.208811396405
903,LRA,3,Very High, , ,3.400390625,130.315102467917
904,LRA,3,Very High, , ,159135.108398438,2202.81080025015
905,LRA,3,Very High, , ,1069.7255859375,806.459022647097
906,LRA,3,Very High, , ,40.517578125,1140.670561307
907,LRA,3,Very High, , ,59.224609375,470.32750304865
908,LRA,3,Very High, , ,14.4091796875,385.4788016943
909,LRA,3,Very High, , ,131.4619140625,1205.28940110103
910,LRA,3,Very High, , ,4.0771484375,216.390853572267
911,LRA,3,Very High, , ,0.9931640625,28.5167838671213
912,LRA,3,Very High, , ,22.978515625,422.896597093868
913,LRA,3,Very High, , ,66.9951171875,193.597888727931
914,LRA,3,Very High, , ,64.4580078125,1323.35182259273
915,LRA,3,Very High, , ,2322.935546875,415.159205822711
916,LRA,3,Very High, , ,597.951171875,364.035468406977
917,LRA,3,Very High, , ,4.06640625,123.768165323576
918,LRA,3,Very High, , ,3.62109375,101.921416932448
919,LRA,3,Very High, , ,16.3447265625,413.714110738308
920,LRA,3,Very High, , ,0.8173828125,28.1113049231798
921,LRA,3,Very High, , ,36.2958984375,323.446341329408
922,LRA,3,Very High, , ,25.4677734375,379.044265353616
923,LRA,3,Very High, , ,3.4033203125,131.280924910876
924,LRA,3,Very High, , ,1.177734375,9.30108772829707
925,LRA,3,Very High, , ,7.3779296875,106.458717043782
926,LRA,3,Very High, , ,1.986328125,61.0621458525922
927,LRA,3,Very High, , ,21.427734375,193.813090464153
928,LRA,3,Very High, , ,2.8837890625,54.4293002433864
929,LRA,3,Very High, , ,0.701171875,9.6007486815365
930,LRA,3,Very High, , ,0.3203125,2.84398660355749
931,LRA,3,Very High, , ,89.599609375,88.5986417088936
932,LRA,3,Very High, , ,93.6474609375,88.0865022189138
933,LRA,3,Very High, , ,226.11328125,1201.97933957255
934,LRA,3,Very High, , ,65.1318359375,131.913441733852
935,LRA,3,Very High, , ,594.72265625,1534.79853443847
936,LRA,3,Very High, , ,40.9267578125,130.761433007317
937,LRA,3,Very High, , ,6166.8203125,2019.59474890264
938,LRA,3,Very High, , ,1087818.79199219,7688.83769713435
939,LRA,3,Very High, , ,31.009765625,217.533844226032
940,LRA,3,Very High, , ,291288.791992188,4677.23201875667
