Geo_QNAME,Geo_NAME,Geo_FIPS,Geo_NATION,Geo_STATE,Geo_COUNTY,Geo_CS,Geo_CT,Geo_BG,Geo_PLACE,Geo_CD,Geo_SLDUC,Geo_SLDLC,Geo_MSAMSA,Geo_CSA,SE_T028_000,SE_T028_001,SE_T028_002,SE_T028_003,SE_T028_004,SE_T028_005,SE_T028_006,SE_T028_007,SE_T028_008,SE_T028_009,SE_T029_000,SE_T029_001,SE_T029_002,SE_T029_003,SE_T029_004,SE_T029_005,SE_T029_006,SE_T029_007,SE_T029_008,SE_T029_009,SE_T030_000,SE_T030_001,SE_T030_002,SE_T030_003,SE_T030_004,SE_T030_005,SE_T030_006,SE_T030_007,SE_T030_008,SE_T030_009,SE_T031_000,SE_T031_001,SE_T031_002,SE_T031_003,SE_T031_004,SE_T031_005,SE_T031_006,SE_T031_007,SE_T031_008,SE_T031_009,SE_T032_000,SE_T032_001,SE_T032_002,SE_T032_003,SE_T032_004,SE_T032_005,SE_T032_006,SE_T032_007,SE_T032_008,SE_T032_009
"Census Tract 5033.01, Los Angeles County, California","Census Tract 5033.01","06037503301","00","06","037",,"503301",,,,,,,,3488,2441,1047,835,22,14,101,0,21,54,3394,2124,1270,1134,12,7,73,1,6,37,94,317,-223,-299,10,7,28,-1,15,17,2.76959340011785,14.924670433145,-17.5590551181102,-26.3668430335097,83.3333333333333,100,38.3561643835616,-100,250,45.945945945946,-6.21724893790088E-15,7.40177282630438,-7.40177282630438,-9.47268317538236,0.277168830045466,0.195129829758938,0.744787752807166,-0.0294637595757219,0.425281662729155,0.45800603331297
"Census Tract 5033.02, Los Angeles County, California","Census Tract 5033.02","06037503302","00","06","037",,"503302",,,,,,,,6295,4907,1388,889,78,6,276,6,44,89,6271,4581,1690,1225,97,16,284,6,9,53,24,326,-302,-336,-19,-10,-8,0,35,36,0.382714080688885,7.11635014189042,-17.8698224852071,-27.4285714285714,-19.5876288659794,-62.5,-2.8169014084507,0,388.888888888889,67.9245283018868,5.32907051820075E-15,4.90020441562578,-4.90020441562577,-5.41204523412929,-0.307724108947867,-0.15982897939492,-0.144351199192318,-0.000364779107884562,0.555449654213471,0.56866023093304
"Census Tract 5034.01, Los Angeles County, California","Census Tract 5034.01","06037503401","00","06","037",,"503401",,,,,,,,7036,3953,3083,2169,93,14,583,12,33,179,6529,3172,3357,2842,68,11,338,6,6,86,507,781,-274,-673,25,3,245,6,27,93,7.76535457190994,24.6216897856242,-8.16204944891272,-23.6805066854328,36.7647058823529,27.2727272727273,72.4852071005917,100,450,108.139534883721,0,7.59924606280581,-7.59924606280581,-12.7016966590915,0.280266613005987,0.0304975980257235,3.10905488270245,0.0786537624457846,0.377118799398599,1.22685894070718
"Census Tract 5034.02, Los Angeles County, California","Census Tract 5034.02","06037503402","00","06","037",,"503402",,,,,,,,4631,2891,1740,1220,46,19,315,15,20,105,4273,2309,1964,1682,17,8,209,3,3,42,358,582,-224,-462,29,11,106,12,17,63,8.3781886262579,25.2057167605024,-11.4052953156823,-27.4673008323424,170.588235294118,137.5,50.7177033492823,400,566.666666666667,150,1.06581410364015E-14,8.39014520880383,-8.39014520880382,-13.019242770323,0.595459035489876,0.223056465340086,1.91080945305811,0.253695839801604,0.361663881261332,1.28441288656816
"Census Tract 5035.01, Los Angeles County, California","Census Tract 5035.01","06037503501","00","06","037",,"503501",,,,,,,,6485,4849,1636,1085,88,26,278,2,31,126,6481,4429,2052,1618,72,27,252,2,8,73,4,420,-416,-533,16,-1,26,0,23,53,0.061718870544669,9.48295326258749,-20.2729044834308,-32.9419035846724,22.2222222222222,-3.7037037037037,10.3174603174603,0,287.5,72.6027397260274,6.21724893790088E-15,6.43433263259178,-6.43433263259177,-8.2343656333911,0.246037970905287,-0.0156771641487597,0.398526884290323,-1.90343471224888E-05,0.354588473251448,0.816575870848148
"Census Tract 5035.02, Los Angeles County, California","Census Tract 5035.02","06037503502","00","06","037",,"503502",,,,,,,,4297,2902,1395,998,47,15,212,6,18,99,4130,2500,1630,1291,42,9,213,10,7,58,167,402,-235,-293,5,6,-1,-4,11,41,4.04358353510896,16.08,-14.4171779141104,-22.6955848179706,11.9047619047619,66.6666666666667,-0.469483568075117,-40,157.142857142857,70.6896551724138,6.21724893790088E-15,7.00280222532642,-7.00280222532642,-8.03357373605438,0.0768372100361703,0.131163078469635,-0.223710331156204,-0.102498448999555,0.249405379393586,0.899574622984333
"Census Tract 5036.01, Los Angeles County, California","Census Tract 5036.01","06037503601","00","06","037",,"503601",,,,,,,,4189,2145,2044,1309,98,15,450,10,18,144,4168,1942,2226,1756,147,16,217,8,3,79,21,203,-182,-447,-49,-1,233,2,15,65,0.50383877159309,10.4531410916581,-8.17610062893082,-25.4555808656036,-33.3333333333333,-6.25,107.373271889401,25,500,82.2784810126582,5.32907051820075E-15,4.61244810350113,-4.61244810350113,-10.8820102370297,-1.18741090938749,-0.0257964717941011,5.536086652319,0.0467818786887695,0.357719857647463,1.54218112605494
"Census Tract 5036.02, Los Angeles County, California","Census Tract 5036.02","06037503602","00","06","037",,"503602",,,,,,,,3838,1729,2109,1305,39,9,635,0,14,107,3793,1389,2404,1851,52,8,427,0,8,58,45,340,-295,-546,-13,1,208,0,6,49,1.18639599261798,24.4780417566595,-12.2712146422629,-29.4975688816856,-25,12.5,48.711943793911,,75,84.4827586206897,5.32907051820075E-15,8.42941531168672,-8.42941531168672,-14.798337410718,-0.354792233354907,0.0235822907918333,5.28749580801254,0,0.153858476305121,1.25877775727675
"Census Tract 5037.01, Los Angeles County, California","Census Tract 5037.01","06037503701","00","06","037",,"503701",,,,,,,,4941,3035,1906,1390,92,25,235,10,26,128,4717,2440,2277,1865,78,12,224,7,2,89,224,595,-371,-475,14,13,11,3,24,39,4.74878100487598,24.3852459016393,-16.2933684672815,-25.4691689008043,17.9487179487179,108.333333333333,4.91071428571429,42.8571428571429,1200,43.8202247191011,5.32907051820075E-15,9.69701970210537,-9.69701970210536,-11.4058847549269,0.208377875251907,0.251571468921572,0.00734123758505956,0.0539887741278826,0.48380943897799,0.703776257957102
"Census Tract 5037.02, Los Angeles County, California","Census Tract 5037.02","06037503702","00","06","037",,"503702",,,,,,,,5453,2899,2554,1724,89,17,491,22,43,168,5040,2467,2573,2181,82,9,220,4,9,68,413,432,-19,-457,7,8,271,18,34,100,8.19444444444444,17.5111471422781,-0.738437621453556,-20.9536909674461,8.53658536585366,88.8888888888889,123.181818181818,450,377.777777777778,147.058823529412,6.21724893790088E-15,4.2149835972044,-4.21498359720439,-11.6581850968886,0.00514497626179257,0.133183568677792,4.63913849664813,0.324082564133912,0.6099853291766,1.73166656478595
"Census Tract 5037.04, Los Angeles County, California","Census Tract 5037.04","06037503704","00","06","037",,"503704",,,,,,,,4598,736,3862,771,88,14,2877,0,18,94,4536,710,3827,1227,80,9,2437,0,5,69,62,26,35,-456,8,5,440,0,13,25,1.3668430335097,3.66197183098592,0.914554481316958,-37.1638141809291,10,55.5555555555556,18.0549856380796,,260,36.231884057971,-0.0220458553791908,0.354402228405418,-0.376448083784608,-10.2821044806691,0.150207167751027,0.10606751037373,8.84493334652824,0,0.281245277258036,0.52320309497343
"Census Tract 5037.05, Los Angeles County, California","Census Tract 5037.05","06037503705","00","06","037",,"503705",,,,,,,,3222,1036,2186,914,60,7,1121,3,21,60,3337,897,2440,1210,59,5,1090,0,6,70,-115,139,-254,-296,1,2,31,3,15,-10,-3.4462091699131,15.4960981047938,-10.4098360655738,-24.4628099173554,1.69491525423729,40,2.84403669724771,,250,-14.2857142857143,0,5.27351012582621,-5.27351012582621,-7.89264025586752,0.0941422535769315,0.0674211812071898,2.12798510093273,0.0931098696461825,0.471966869962594,-0.235495145284321
"Census Tract 5038.01, Los Angeles County, California","Census Tract 5038.01","06037503801","00","06","037",,"503801",,,,,,,,4085,1843,2242,1228,121,16,697,6,22,152,4080,1680,2400,1550,61,16,656,17,20,80,5,163,-158,-322,60,0,41,-11,2,72,0.122549019607843,9.70238095238095,-6.58333333333333,-20.7741935483871,98.3606557377049,0,6.25,-64.7058823529412,10,90,0,3.93980848153215,-3.93980848153215,-7.92899656802745,1.46695826433389,-0.000479996160030697,0.983992128062974,-0.269787841697266,0.048359613123095,1.76014591883265
"Census Tract 5038.02, Los Angeles County, California","Census Tract 5038.02","06037503802","00","06","037",,"503802",,,,,,,,5139,2010,3129,1369,68,15,1459,18,32,168,5054,2000,3054,1671,62,15,1186,14,9,97,85,10,75,-302,6,0,273,4,23,71,1.6818361693708,0.5,2.45579567779961,-18.0730101735488,9.67741935483871,0,23.0185497470489,28.5714285714286,255.555555555556,73.1958762886598,-5.55111512312578E-15,-0.459947915692077,0.459947915692072,-6.42349644658856,0.096463544950187,-0.00490903727195209,4.92417635787629,0.0732543867734596,0.444612468277031,1.34984664167562
"Census Tract 5039.01, Los Angeles County, California","Census Tract 5039.01","06037503901","00","06","037",,"503901",,,,,,,,2799,1293,1506,762,58,9,555,1,16,105,2702,1152,1550,1033,51,14,379,8,4,61,97,141,-44,-271,7,-5,176,-7,12,44,3.5899333826795,12.2395833333333,-2.83870967741936,-26.2342691190707,13.7254901960784,-35.7142857142857,46.4379947229551,-87.5,300,72.1311475409836,0,3.55998454560672,-3.55998454560672,-11.0069314699207,0.184677884059788,-0.196591306665778,5.8018632540066,-0.260349934641456,0.42359423596616,1.49375279158862
"Census Tract 5039.02, Los Angeles County, California","Census Tract 5039.02","06037503902","00","06","037",,"503902",,,,,,,,4663,2252,2411,1378,99,19,709,8,31,167,4636,2074,2562,1850,101,7,496,13,7,88,27,178,-151,-472,-2,12,213,-5,24,79,0.582398619499569,8.5824493731919,-5.89383294301327,-25.5135135135135,-1.98019801980198,171.428571428571,42.9435483870968,-38.4615384615385,342.857142857143,89.7727272727273,-1.11022302462516E-14,3.55824689323566,-3.55824689323567,-10.3532999026537,-0.0555055244626759,0.256470771963007,4.50592543099468,-0.108850778909177,0.513815828793374,1.68319728103882
"Census Tract 5040.01, Los Angeles County, California","Census Tract 5040.01","06037504001","00","06","037",,"504001",,,,,,,,5053,1667,3386,2073,180,5,843,11,19,255,5709,1629,4080,3019,208,14,632,12,19,176,-656,38,-694,-946,-28,-9,211,-1,0,79,-11.4906288316693,2.33271945979128,-17.0098039215686,-31.3348790990394,-13.4615384615385,-64.2857142857143,33.3860759493671,-8.33333333333333,0,44.8863636363636,6.21724893790088E-15,4.45640893860861,-4.4564089386086,-11.8562817251515,-0.0811298640436942,-0.146275716674575,5.6129185477172,0.0074980300771881,0.043206401702299,1.96365538776446
