Geo_FIPS,Geo_QName,Geo_FILEID,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_PUMA5,Geo_PUMA1,Geo_GEOID,Geo_NAME,Geo_BTTR,Geo_BTBG,Geo_PLACESE,SE_B18002_001,SE_B18002_002,SE_B18002_003,Percent_Rent_Burden,Percent_Severe_Burden
06037137402,"Census Tract 1374.02, Los Angeles County, California",ACSSF,ca,140,0,4539,,,,,6,37,,,137402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06037137402,Census Tract 1374.02,,,,640,283,197,44%,31%
06037137501,"Census Tract 1375.01, Los Angeles County, California",ACSSF,ca,140,0,4540,,,,,6,37,,,137501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06037137501,Census Tract 1375.01,,,,1266,202,483,16%,38%
06037137502,"Census Tract 1375.02, Los Angeles County, California",ACSSF,ca,140,0,4541,,,,,6,37,,,137502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06037137502,Census Tract 1375.02,,,,465,142,203,31%,44%
06037137504,"Census Tract 1375.04, Los Angeles County, California",ACSSF,ca,140,0,4542,,,,,6,37,,,137504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06037137504,Census Tract 1375.04,,,,72,0,24,0%,33%
06037138000,"Census Tract 1380, Los Angeles County, California",ACSSF,ca,140,0,4543,,,,,6,37,,,138000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06037138000,Census Tract 1380,,,,319,76,76,24%,24%
06037139001,"Census Tract 1390.01, Los Angeles County, California",ACSSF,ca,140,0,4544,,,,,6,37,,,139001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06037139001,Census Tract 1390.01,,,,1094,307,170,28%,16%
06037139200,"Census Tract 1392, Los Angeles County, California",ACSSF,ca,140,0,4545,,,,,6,37,,,139200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06037139200,Census Tract 1392,,,,1010,333,328,33%,32%
06037139301,"Census Tract 1393.01, Los Angeles County, California",ACSSF,ca,140,0,4546,,,,,6,37,,,139301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06037139301,Census Tract 1393.01,,,,184,73,71,40%,39%
06037139302,"Census Tract 1393.02, Los Angeles County, California",ACSSF,ca,140,0,4547,,,,,6,37,,,139302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06037139302,Census Tract 1393.02,,,,1497,389,456,26%,30%
06037139303,"Census Tract 1393.03, Los Angeles County, California",ACSSF,ca,140,0,4548,,,,,6,37,,,139303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06037139303,Census Tract 1393.03,,,,1583,452,598,29%,38%
06037139401,"Census Tract 1394.01, Los Angeles County, California",ACSSF,ca,140,0,4549,,,,,6,37,,,139401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06037139401,Census Tract 1394.01,,,,808,212,338,26%,42%
06037139402,"Census Tract 1394.02, Los Angeles County, California",ACSSF,ca,140,0,4550,,,,,6,37,,,139402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06037139402,Census Tract 1394.02,,,,112,5,46,4%,41%
06037139502,"Census Tract 1395.02, Los Angeles County, California",ACSSF,ca,140,0,4551,,,,,6,37,,,139502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06037139502,Census Tract 1395.02,,,,433,190,95,44%,22%
06037139504,"Census Tract 1395.04, Los Angeles County, California",ACSSF,ca,140,0,4552,,,,,6,37,,,139504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06037139504,Census Tract 1395.04,,,,1314,327,482,25%,37%
06037139505,"Census Tract 1395.05, Los Angeles County, California",ACSSF,ca,140,0,4553,,,,,6,37,,,139505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06037139505,Census Tract 1395.05,,,,1185,238,636,20%,54%
06037139506,"Census Tract 1395.06, Los Angeles County, California",ACSSF,ca,140,0,4554,,,,,6,37,,,139506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06037139506,Census Tract 1395.06,,,,717,231,227,32%,32%
06037139600,"Census Tract 1396, Los Angeles County, California",ACSSF,ca,140,0,4555,,,,,6,37,,,139600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06037139600,Census Tract 1396,,,,815,166,167,20%,20%
06037139701,"Census Tract 1397.01, Los Angeles County, California",ACSSF,ca,140,0,4556,,,,,6,37,,,139701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06037139701,Census Tract 1397.01,,,,523,228,59,44%,11%
06037139703,"Census Tract 1397.03, Los Angeles County, California",ACSSF,ca,140,0,4557,,,,,6,37,,,139703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06037139703,Census Tract 1397.03,,,,86,15,31,17%,36%
06037139704,"Census Tract 1397.04, Los Angeles County, California",ACSSF,ca,140,0,4558,,,,,6,37,,,139704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06037139704,Census Tract 1397.04,,,,181,112,28,62%,15%
06037139705,"Census Tract 1397.05, Los Angeles County, California",ACSSF,ca,140,0,4559,,,,,6,37,,,139705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06037139705,Census Tract 1397.05,,,,32,0,0,0%,0%
06037139801,"Census Tract 1398.01, Los Angeles County, California",ACSSF,ca,140,0,4560,,,,,6,37,,,139801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06037139801,Census Tract 1398.01,,,,43,33,0,77%,0%
06037139802,"Census Tract 1398.02, Los Angeles County, California",ACSSF,ca,140,0,4561,,,,,6,37,,,139802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06037139802,Census Tract 1398.02,,,,123,0,55,0%,45%
06037141101,"Census Tract 1411.01, Los Angeles County, California",ACSSF,ca,140,0,4562,,,,,6,37,,,141101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06037141101,Census Tract 1411.01,,,,1655,428,580,26%,35%
06037141102,"Census Tract 1411.02, Los Angeles County, California",ACSSF,ca,140,0,4563,,,,,6,37,,,141102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06037141102,Census Tract 1411.02,,,,889,69,384,8%,43%
06037141201,"Census Tract 1412.01, Los Angeles County, California",ACSSF,ca,140,0,4564,,,,,6,37,,,141201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06037141201,Census Tract 1412.01,,,,1721,539,378,31%,22%
06037141202,"Census Tract 1412.02, Los Angeles County, California",ACSSF,ca,140,0,4565,,,,,6,37,,,141202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06037141202,Census Tract 1412.02,,,,780,217,192,28%,25%
06037141303,"Census Tract 1413.03, Los Angeles County, California",ACSSF,ca,140,0,4566,,,,,6,37,,,141303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06037141303,Census Tract 1413.03,,,,1393,404,352,29%,25%
06037141304,"Census Tract 1413.04, Los Angeles County, California",ACSSF,ca,140,0,4567,,,,,6,37,,,141304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06037141304,Census Tract 1413.04,,,,800,146,274,18%,34%
06037141305,"Census Tract 1413.05, Los Angeles County, California",ACSSF,ca,140,0,4568,,,,,6,37,,,141305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06037141305,Census Tract 1413.05,,,,891,265,263,30%,30%
06037141306,"Census Tract 1413.06, Los Angeles County, California",ACSSF,ca,140,0,4569,,,,,6,37,,,141306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06037141306,Census Tract 1413.06,,,,1180,335,292,28%,25%
06037141400,"Census Tract 1414, Los Angeles County, California",ACSSF,ca,140,0,4570,,,,,6,37,,,141400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06037141400,Census Tract 1414,,,,979,278,381,28%,39%
06037141500,"Census Tract 1415, Los Angeles County, California",ACSSF,ca,140,0,4571,,,,,6,37,,,141500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06037141500,Census Tract 1415,,,,31,0,0,0%,0%
06037141600,"Census Tract 1416, Los Angeles County, California",ACSSF,ca,140,0,4572,,,,,6,37,,,141600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06037141600,Census Tract 1416,,,,229,50,51,22%,22%
06037141700,"Census Tract 1417, Los Angeles County, California",ACSSF,ca,140,0,4573,,,,,6,37,,,141700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06037141700,Census Tract 1417,,,,76,0,12,0%,16%
06037143101,"Census Tract 1431.01, Los Angeles County, California",ACSSF,ca,140,0,4574,,,,,6,37,,,143101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06037143101,Census Tract 1431.01,,,,402,80,96,20%,24%
06037143102,"Census Tract 1431.02, Los Angeles County, California",ACSSF,ca,140,0,4575,,,,,6,37,,,143102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06037143102,Census Tract 1431.02,,,,972,315,254,32%,26%
06037143200,"Census Tract 1432, Los Angeles County, California",ACSSF,ca,140,0,4576,,,,,6,37,,,143200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06037143200,Census Tract 1432,,,,1424,252,712,18%,50%
06037143301,"Census Tract 1433.01, Los Angeles County, California",ACSSF,ca,140,0,4577,,,,,6,37,,,143301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06037143301,Census Tract 1433.01,,,,1220,199,424,16%,35%
06037143302,"Census Tract 1433.02, Los Angeles County, California",ACSSF,ca,140,0,4578,,,,,6,37,,,143302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06037143302,Census Tract 1433.02,,,,878,171,239,19%,27%
06037143401,"Census Tract 1434.01, Los Angeles County, California",ACSSF,ca,140,0,4579,,,,,6,37,,,143401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06037143401,Census Tract 1434.01,,,,1248,446,211,36%,17%
06037143402,"Census Tract 1434.02, Los Angeles County, California",ACSSF,ca,140,0,4580,,,,,6,37,,,143402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06037143402,Census Tract 1434.02,,,,445,35,164,8%,37%
06037143500,"Census Tract 1435, Los Angeles County, California",ACSSF,ca,140,0,4581,,,,,6,37,,,143500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06037143500,Census Tract 1435,,,,1173,409,152,35%,13%
06037143602,"Census Tract 1436.02, Los Angeles County, California",ACSSF,ca,140,0,4582,,,,,6,37,,,143602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06037143602,Census Tract 1436.02,,,,1100,405,204,37%,19%
06037143603,"Census Tract 1436.03, Los Angeles County, California",ACSSF,ca,140,0,4583,,,,,6,37,,,143603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06037143603,Census Tract 1436.03,,,,909,278,220,31%,24%
06037143605,"Census Tract 1436.05, Los Angeles County, California",ACSSF,ca,140,0,4584,,,,,6,37,,,143605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06037143605,Census Tract 1436.05,,,,843,237,268,28%,32%
06037143606,"Census Tract 1436.06, Los Angeles County, California",ACSSF,ca,140,0,4585,,,,,6,37,,,143606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06037143606,Census Tract 1436.06,,,,939,83,264,9%,28%
06037143700,"Census Tract 1437, Los Angeles County, California",ACSSF,ca,140,0,4586,,,,,6,37,,,143700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06037143700,Census Tract 1437,,,,513,176,159,34%,31%
06037143801,"Census Tract 1438.01, Los Angeles County, California",ACSSF,ca,140,0,4587,,,,,6,37,,,143801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06037143801,Census Tract 1438.01,,,,553,90,42,16%,8%
06037143802,"Census Tract 1438.02, Los Angeles County, California",ACSSF,ca,140,0,4588,,,,,6,37,,,143802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06037143802,Census Tract 1438.02,,,,652,156,110,24%,17%
06037143901,"Census Tract 1439.01, Los Angeles County, California",ACSSF,ca,140,0,4589,,,,,6,37,,,143901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06037143901,Census Tract 1439.01,,,,165,8,90,5%,55%
06037143902,"Census Tract 1439.02, Los Angeles County, California",ACSSF,ca,140,0,4590,,,,,6,37,,,143902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06037143902,Census Tract 1439.02,,,,621,103,226,17%,36%
06037181000,"Census Tract 1810, Los Angeles County, California",ACSSF,ca,140,0,4591,,,,,6,37,,,181000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06037181000,Census Tract 1810,,,,722,180,259,25%,36%
06037181300,"Census Tract 1813, Los Angeles County, California",ACSSF,ca,140,0,4592,,,,,6,37,,,181300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06037181300,Census Tract 1813,,,,415,69,118,17%,28%
06037181400,"Census Tract 1814, Los Angeles County, California",ACSSF,ca,140,0,4593,,,,,6,37,,,181400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06037181400,Census Tract 1814,,,,1119,152,220,14%,20%
06037181500,"Census Tract 1815, Los Angeles County, California",ACSSF,ca,140,0,4594,,,,,6,37,,,181500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06037181500,Census Tract 1815,,,,400,40,163,10%,41%
06037181600,"Census Tract 1816, Los Angeles County, California",ACSSF,ca,140,0,4595,,,,,6,37,,,181600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06037181600,Census Tract 1816,,,,585,233,20,40%,3%
06037183101,"Census Tract 1831.01, Los Angeles County, California",ACSSF,ca,140,0,4596,,,,,6,37,,,183101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06037183101,Census Tract 1831.01,,,,484,116,122,24%,25%
06037183103,"Census Tract 1831.03, Los Angeles County, California",ACSSF,ca,140,0,4597,,,,,6,37,,,183103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06037183103,Census Tract 1831.03,,,,1285,325,170,25%,13%
06037183104,"Census Tract 1831.04, Los Angeles County, California",ACSSF,ca,140,0,4598,,,,,6,37,,,183104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06037183104,Census Tract 1831.04,,,,247,27,52,11%,21%
06037183220,"Census Tract 1832.20, Los Angeles County, California",ACSSF,ca,140,0,4599,,,,,6,37,,,183220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06037183220,Census Tract 1832.20,,,,486,104,94,21%,19%
06037183221,"Census Tract 1832.21, Los Angeles County, California",ACSSF,ca,140,0,4600,,,,,6,37,,,183221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06037183221,Census Tract 1832.21,,,,508,161,126,32%,25%
06037183222,"Census Tract 1832.22, Los Angeles County, California",ACSSF,ca,140,0,4601,,,,,6,37,,,183222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06037183222,Census Tract 1832.22,,,,629,65,179,10%,28%
06037183300,"Census Tract 1833, Los Angeles County, California",ACSSF,ca,140,0,4602,,,,,6,37,,,183300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06037183300,Census Tract 1833,,,,650,141,148,22%,23%
06037183401,"Census Tract 1834.01, Los Angeles County, California",ACSSF,ca,140,0,4603,,,,,6,37,,,183401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06037183401,Census Tract 1834.01,,,,406,157,97,39%,24%
06037183402,"Census Tract 1834.02, Los Angeles County, California",ACSSF,ca,140,0,4604,,,,,6,37,,,183402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06037183402,Census Tract 1834.02,,,,827,159,226,19%,27%
06037183510,"Census Tract 1835.10, Los Angeles County, California",ACSSF,ca,140,0,4605,,,,,6,37,,,183510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06037183510,Census Tract 1835.10,,,,198,43,82,22%,41%
06037183520,"Census Tract 1835.20, Los Angeles County, California",ACSSF,ca,140,0,4606,,,,,6,37,,,183520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06037183520,Census Tract 1835.20,,,,784,202,178,26%,23%
06037183610,"Census Tract 1836.10, Los Angeles County, California",ACSSF,ca,140,0,4607,,,,,6,37,,,183610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06037183610,Census Tract 1836.10,,,,667,232,214,35%,32%
06037183620,"Census Tract 1836.20, Los Angeles County, California",ACSSF,ca,140,0,4608,,,,,6,37,,,183620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06037183620,Census Tract 1836.20,,,,551,107,126,19%,23%
06037183701,"Census Tract 1837.01, Los Angeles County, California",ACSSF,ca,140,0,4609,,,,,6,37,,,183701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06037183701,Census Tract 1837.01,,,,852,222,285,26%,33%
06037183702,"Census Tract 1837.02, Los Angeles County, California",ACSSF,ca,140,0,4610,,,,,6,37,,,183702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06037183702,Census Tract 1837.02,,,,574,64,116,11%,20%
06037183810,"Census Tract 1838.10, Los Angeles County, California",ACSSF,ca,140,0,4611,,,,,6,37,,,183810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06037183810,Census Tract 1838.10,,,,1196,290,210,24%,18%
06037183820,"Census Tract 1838.20, Los Angeles County, California",ACSSF,ca,140,0,4612,,,,,6,37,,,183820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06037183820,Census Tract 1838.20,,,,1041,165,185,16%,18%
06037185101,"Census Tract 1851.01, Los Angeles County, California",ACSSF,ca,140,0,4613,,,,,6,37,,,185101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06037185101,Census Tract 1851.01,,,,692,133,126,19%,18%
06037185102,"Census Tract 1851.02, Los Angeles County, California",ACSSF,ca,140,0,4614,,,,,6,37,,,185102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06037185102,Census Tract 1851.02,,,,320,160,71,50%,22%
06037185202,"Census Tract 1852.02, Los Angeles County, California",ACSSF,ca,140,0,4615,,,,,6,37,,,185202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06037185202,Census Tract 1852.02,,,,712,112,234,16%,33%
06037185203,"Census Tract 1852.03, Los Angeles County, California",ACSSF,ca,140,0,4616,,,,,6,37,,,185203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06037185203,Census Tract 1852.03,,,,568,84,152,15%,27%
06037185204,"Census Tract 1852.04, Los Angeles County, California",ACSSF,ca,140,0,4617,,,,,6,37,,,185204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06037185204,Census Tract 1852.04,,,,206,57,29,28%,14%
06037185310,"Census Tract 1853.10, Los Angeles County, California",ACSSF,ca,140,0,4618,,,,,6,37,,,185310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06037185310,Census Tract 1853.10,,,,566,75,144,13%,25%
06037185320,"Census Tract 1853.20, Los Angeles County, California",ACSSF,ca,140,0,4619,,,,,6,37,,,185320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06037185320,Census Tract 1853.20,,,,532,89,256,17%,48%
06037186100,"Census Tract 1861, Los Angeles County, California",ACSSF,ca,140,0,4620,,,,,6,37,,,186100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06037186100,Census Tract 1861,,,,774,224,108,29%,14%
06037186201,"Census Tract 1862.01, Los Angeles County, California",ACSSF,ca,140,0,4621,,,,,6,37,,,186201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06037186201,Census Tract 1862.01,,,,773,201,118,26%,15%
06037186202,"Census Tract 1862.02, Los Angeles County, California",ACSSF,ca,140,0,4622,,,,,6,37,,,186202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06037186202,Census Tract 1862.02,,,,381,163,37,43%,10%
06037186203,"Census Tract 1862.03, Los Angeles County, California",ACSSF,ca,140,0,4623,,,,,6,37,,,186203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06037186203,Census Tract 1862.03,,,,228,112,12,49%,5%
06037186301,"Census Tract 1863.01, Los Angeles County, California",ACSSF,ca,140,0,4624,,,,,6,37,,,186301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06037186301,Census Tract 1863.01,,,,587,193,157,33%,27%
06037186302,"Census Tract 1863.02, Los Angeles County, California",ACSSF,ca,140,0,4625,,,,,6,37,,,186302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06037186302,Census Tract 1863.02,,,,700,202,184,29%,26%
06037186401,"Census Tract 1864.01, Los Angeles County, California",ACSSF,ca,140,0,4626,,,,,6,37,,,186401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06037186401,Census Tract 1864.01,,,,750,189,198,25%,26%
06037186403,"Census Tract 1864.03, Los Angeles County, California",ACSSF,ca,140,0,4627,,,,,6,37,,,186403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06037186403,Census Tract 1864.03,,,,469,137,74,29%,16%
06037186404,"Census Tract 1864.04, Los Angeles County, California",ACSSF,ca,140,0,4628,,,,,6,37,,,186404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06037186404,Census Tract 1864.04,,,,561,157,155,28%,28%
06037187101,"Census Tract 1871.01, Los Angeles County, California",ACSSF,ca,140,0,4629,,,,,6,37,,,187101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06037187101,Census Tract 1871.01,,,,600,163,123,27%,21%
06037187102,"Census Tract 1871.02, Los Angeles County, California",ACSSF,ca,140,0,4630,,,,,6,37,,,187102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06037187102,Census Tract 1871.02,,,,969,345,323,36%,33%
06037187200,"Census Tract 1872, Los Angeles County, California",ACSSF,ca,140,0,4631,,,,,6,37,,,187200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06037187200,Census Tract 1872,,,,635,228,122,36%,19%
06037187300,"Census Tract 1873, Los Angeles County, California",ACSSF,ca,140,0,4632,,,,,6,37,,,187300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06037187300,Census Tract 1873,,,,935,293,129,31%,14%
06037188100,"Census Tract 1881, Los Angeles County, California",ACSSF,ca,140,0,4633,,,,,6,37,,,188100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06037188100,Census Tract 1881,,,,1408,347,522,25%,37%
06037188201,"Census Tract 1882.01, Los Angeles County, California",ACSSF,ca,140,0,4634,,,,,6,37,,,188201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06037188201,Census Tract 1882.01,,,,1229,181,335,15%,27%
06037188202,"Census Tract 1882.02, Los Angeles County, California",ACSSF,ca,140,0,4635,,,,,6,37,,,188202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06037188202,Census Tract 1882.02,,,,500,147,178,29%,36%
06037188300,"Census Tract 1883, Los Angeles County, California",ACSSF,ca,140,0,4636,,,,,6,37,,,188300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06037188300,Census Tract 1883,,,,795,180,40,23%,5%
06037189101,"Census Tract 1891.01, Los Angeles County, California",ACSSF,ca,140,0,4637,,,,,6,37,,,189101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06037189101,Census Tract 1891.01,,,,949,207,215,22%,23%
06037189102,"Census Tract 1891.02, Los Angeles County, California",ACSSF,ca,140,0,4638,,,,,6,37,,,189102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06037189102,Census Tract 1891.02,,,,1509,371,203,25%,13%
06037189201,"Census Tract 1892.01, Los Angeles County, California",ACSSF,ca,140,0,4639,,,,,6,37,,,189201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06037189201,Census Tract 1892.01,,,,1592,315,492,20%,31%
06037189202,"Census Tract 1892.02, Los Angeles County, California",ACSSF,ca,140,0,4640,,,,,6,37,,,189202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06037189202,Census Tract 1892.02,,,,767,96,232,13%,30%
06037189300,"Census Tract 1893, Los Angeles County, California",ACSSF,ca,140,0,4641,,,,,6,37,,,189300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06037189300,Census Tract 1893,,,,68,12,33,18%,49%
06037189400,"Census Tract 1894, Los Angeles County, California",ACSSF,ca,140,0,4642,,,,,6,37,,,189400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06037189400,Census Tract 1894,,,,710,52,222,7%,31%
06037189501,"Census Tract 1895.01, Los Angeles County, California",ACSSF,ca,140,0,4643,,,,,6,37,,,189501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06037189501,Census Tract 1895.01,,,,1179,188,352,16%,30%
06037189502,"Census Tract 1895.02, Los Angeles County, California",ACSSF,ca,140,0,4644,,,,,6,37,,,189502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06037189502,Census Tract 1895.02,,,,1177,242,379,21%,32%
06037189600,"Census Tract 1896, Los Angeles County, California",ACSSF,ca,140,0,4645,,,,,6,37,,,189600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06037189600,Census Tract 1896,,,,1286,311,306,24%,24%
06037189702,"Census Tract 1897.02, Los Angeles County, California",ACSSF,ca,140,0,4646,,,,,6,37,,,189702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06037189702,Census Tract 1897.02,,,,737,217,185,29%,25%
