Geo_FIPS,Geo_QName,Geo_FILEID,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_PUMA5,Geo_PUMA1,Geo_GEOID,Geo_NAME,Geo_BTTR,Geo_BTBG,Geo_PLACESE,SE_A10001_001
"06037403000","Census Tract 4030, Los Angeles County, California","ACSSF","ca","140","00","0005439",,,,,"06","037",,,"403000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037403000","Census Tract 4030",,,,1657
"06037403305","Census Tract 4033.05, Los Angeles County, California","ACSSF","ca","140","00","0005440",,,,,"06","037",,,"403305",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037403305","Census Tract 4033.05",,,,693
"06037403316","Census Tract 4033.16, Los Angeles County, California","ACSSF","ca","140","00","0005441",,,,,"06","037",,,"403316",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037403316","Census Tract 4033.16",,,,2665
"06037403317","Census Tract 4033.17, Los Angeles County, California","ACSSF","ca","140","00","0005442",,,,,"06","037",,,"403317",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037403317","Census Tract 4033.17",,,,1729
"06037403318","Census Tract 4033.18, Los Angeles County, California","ACSSF","ca","140","00","0005443",,,,,"06","037",,,"403318",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037403318","Census Tract 4033.18",,,,2188
"06037403319","Census Tract 4033.19, Los Angeles County, California","ACSSF","ca","140","00","0005444",,,,,"06","037",,,"403319",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037403319","Census Tract 4033.19",,,,1735
"06037403320","Census Tract 4033.20, Los Angeles County, California","ACSSF","ca","140","00","0005445",,,,,"06","037",,,"403320",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037403320","Census Tract 4033.20",,,,1756
"06037403321","Census Tract 4033.21, Los Angeles County, California","ACSSF","ca","140","00","0005446",,,,,"06","037",,,"403321",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037403321","Census Tract 4033.21",,,,1755
"06037403323","Census Tract 4033.23, Los Angeles County, California","ACSSF","ca","140","00","0005447",,,,,"06","037",,,"403323",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037403323","Census Tract 4033.23",,,,1795
"06037403324","Census Tract 4033.24, Los Angeles County, California","ACSSF","ca","140","00","0005448",,,,,"06","037",,,"403324",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037403324","Census Tract 4033.24",,,,2314
"06037403325","Census Tract 4033.25, Los Angeles County, California","ACSSF","ca","140","00","0005449",,,,,"06","037",,,"403325",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037403325","Census Tract 4033.25",,,,1603
"06037403326","Census Tract 4033.26, Los Angeles County, California","ACSSF","ca","140","00","0005450",,,,,"06","037",,,"403326",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037403326","Census Tract 4033.26",,,,750
"06037403327","Census Tract 4033.27, Los Angeles County, California","ACSSF","ca","140","00","0005451",,,,,"06","037",,,"403327",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037403327","Census Tract 4033.27",,,,862
"06037403328","Census Tract 4033.28, Los Angeles County, California","ACSSF","ca","140","00","0005452",,,,,"06","037",,,"403328",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037403328","Census Tract 4033.28",,,,1719
"06037403401","Census Tract 4034.01, Los Angeles County, California","ACSSF","ca","140","00","0005453",,,,,"06","037",,,"403401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037403401","Census Tract 4034.01",,,,1475
"06037403402","Census Tract 4034.02, Los Angeles County, California","ACSSF","ca","140","00","0005454",,,,,"06","037",,,"403402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037403402","Census Tract 4034.02",,,,1076
"06037403403","Census Tract 4034.03, Los Angeles County, California","ACSSF","ca","140","00","0005455",,,,,"06","037",,,"403403",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037403403","Census Tract 4034.03",,,,1721
"06037403404","Census Tract 4034.04, Los Angeles County, California","ACSSF","ca","140","00","0005456",,,,,"06","037",,,"403404",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037403404","Census Tract 4034.04",,,,709
"06037403407","Census Tract 4034.07, Los Angeles County, California","ACSSF","ca","140","00","0005457",,,,,"06","037",,,"403407",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037403407","Census Tract 4034.07",,,,776
"06037403408","Census Tract 4034.08, Los Angeles County, California","ACSSF","ca","140","00","0005458",,,,,"06","037",,,"403408",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037403408","Census Tract 4034.08",,,,2064
"06037403409","Census Tract 4034.09, Los Angeles County, California","ACSSF","ca","140","00","0005459",,,,,"06","037",,,"403409",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037403409","Census Tract 4034.09",,,,1401
"06037403500","Census Tract 4035, Los Angeles County, California","ACSSF","ca","140","00","0005460",,,,,"06","037",,,"403500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037403500","Census Tract 4035",,,,647
"06037403601","Census Tract 4036.01, Los Angeles County, California","ACSSF","ca","140","00","0005461",,,,,"06","037",,,"403601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037403601","Census Tract 4036.01",,,,2333
"06037403702","Census Tract 4037.02, Los Angeles County, California","ACSSF","ca","140","00","0005462",,,,,"06","037",,,"403702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037403702","Census Tract 4037.02",,,,1274
"06037403703","Census Tract 4037.03, Los Angeles County, California","ACSSF","ca","140","00","0005463",,,,,"06","037",,,"403703",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037403703","Census Tract 4037.03",,,,1643
"06037403721","Census Tract 4037.21, Los Angeles County, California","ACSSF","ca","140","00","0005464",,,,,"06","037",,,"403721",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037403721","Census Tract 4037.21",,,,1841
"06037403722","Census Tract 4037.22, Los Angeles County, California","ACSSF","ca","140","00","0005465",,,,,"06","037",,,"403722",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037403722","Census Tract 4037.22",,,,1744
"06037403801","Census Tract 4038.01, Los Angeles County, California","ACSSF","ca","140","00","0005466",,,,,"06","037",,,"403801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037403801","Census Tract 4038.01",,,,2163
"06037403802","Census Tract 4038.02, Los Angeles County, California","ACSSF","ca","140","00","0005467",,,,,"06","037",,,"403802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037403802","Census Tract 4038.02",,,,2187
"06037403901","Census Tract 4039.01, Los Angeles County, California","ACSSF","ca","140","00","0005468",,,,,"06","037",,,"403901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037403901","Census Tract 4039.01",,,,920
"06037403902","Census Tract 4039.02, Los Angeles County, California","ACSSF","ca","140","00","0005469",,,,,"06","037",,,"403902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037403902","Census Tract 4039.02",,,,1544
"06037404000","Census Tract 4040, Los Angeles County, California","ACSSF","ca","140","00","0005470",,,,,"06","037",,,"404000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037404000","Census Tract 4040",,,,1345
"06037404100","Census Tract 4041, Los Angeles County, California","ACSSF","ca","140","00","0005471",,,,,"06","037",,,"404100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037404100","Census Tract 4041",,,,1447
"06037404201","Census Tract 4042.01, Los Angeles County, California","ACSSF","ca","140","00","0005472",,,,,"06","037",,,"404201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037404201","Census Tract 4042.01",,,,1009
"06037404203","Census Tract 4042.03, Los Angeles County, California","ACSSF","ca","140","00","0005473",,,,,"06","037",,,"404203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037404203","Census Tract 4042.03",,,,872
"06037404301","Census Tract 4043.01, Los Angeles County, California","ACSSF","ca","140","00","0005474",,,,,"06","037",,,"404301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037404301","Census Tract 4043.01",,,,1495
"06037404302","Census Tract 4043.02, Los Angeles County, California","ACSSF","ca","140","00","0005475",,,,,"06","037",,,"404302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037404302","Census Tract 4043.02",,,,616
"06037404401","Census Tract 4044.01, Los Angeles County, California","ACSSF","ca","140","00","0005476",,,,,"06","037",,,"404401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037404401","Census Tract 4044.01",,,,1049
"06037404402","Census Tract 4044.02, Los Angeles County, California","ACSSF","ca","140","00","0005477",,,,,"06","037",,,"404402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037404402","Census Tract 4044.02",,,,1221
"06037404501","Census Tract 4045.01, Los Angeles County, California","ACSSF","ca","140","00","0005478",,,,,"06","037",,,"404501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037404501","Census Tract 4045.01",,,,716
"06037404503","Census Tract 4045.03, Los Angeles County, California","ACSSF","ca","140","00","0005479",,,,,"06","037",,,"404503",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037404503","Census Tract 4045.03",,,,859
"06037404504","Census Tract 4045.04, Los Angeles County, California","ACSSF","ca","140","00","0005480",,,,,"06","037",,,"404504",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037404504","Census Tract 4045.04",,,,1415
"06037404600","Census Tract 4046, Los Angeles County, California","ACSSF","ca","140","00","0005481",,,,,"06","037",,,"404600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037404600","Census Tract 4046",,,,434
"06037404701","Census Tract 4047.01, Los Angeles County, California","ACSSF","ca","140","00","0005482",,,,,"06","037",,,"404701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037404701","Census Tract 4047.01",,,,1351
"06037404702","Census Tract 4047.02, Los Angeles County, California","ACSSF","ca","140","00","0005483",,,,,"06","037",,,"404702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037404702","Census Tract 4047.02",,,,1359
"06037404703","Census Tract 4047.03, Los Angeles County, California","ACSSF","ca","140","00","0005484",,,,,"06","037",,,"404703",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037404703","Census Tract 4047.03",,,,745
"06037404804","Census Tract 4048.04, Los Angeles County, California","ACSSF","ca","140","00","0005485",,,,,"06","037",,,"404804",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037404804","Census Tract 4048.04",,,,1081
"06037404805","Census Tract 4048.05, Los Angeles County, California","ACSSF","ca","140","00","0005486",,,,,"06","037",,,"404805",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037404805","Census Tract 4048.05",,,,738
"06037404806","Census Tract 4048.06, Los Angeles County, California","ACSSF","ca","140","00","0005487",,,,,"06","037",,,"404806",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037404806","Census Tract 4048.06",,,,1530
"06037404901","Census Tract 4049.01, Los Angeles County, California","ACSSF","ca","140","00","0005488",,,,,"06","037",,,"404901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037404901","Census Tract 4049.01",,,,1331
"06037404902","Census Tract 4049.02, Los Angeles County, California","ACSSF","ca","140","00","0005489",,,,,"06","037",,,"404902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037404902","Census Tract 4049.02",,,,865
"06037404903","Census Tract 4049.03, Los Angeles County, California","ACSSF","ca","140","00","0005490",,,,,"06","037",,,"404903",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037404903","Census Tract 4049.03",,,,618
"06037405001","Census Tract 4050.01, Los Angeles County, California","ACSSF","ca","140","00","0005491",,,,,"06","037",,,"405001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037405001","Census Tract 4050.01",,,,1344
"06037405002","Census Tract 4050.02, Los Angeles County, California","ACSSF","ca","140","00","0005492",,,,,"06","037",,,"405002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037405002","Census Tract 4050.02",,,,731
"06037405101","Census Tract 4051.01, Los Angeles County, California","ACSSF","ca","140","00","0005493",,,,,"06","037",,,"405101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037405101","Census Tract 4051.01",,,,1269
"06037405102","Census Tract 4051.02, Los Angeles County, California","ACSSF","ca","140","00","0005494",,,,,"06","037",,,"405102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037405102","Census Tract 4051.02",,,,1446
"06037405201","Census Tract 4052.01, Los Angeles County, California","ACSSF","ca","140","00","0005495",,,,,"06","037",,,"405201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037405201","Census Tract 4052.01",,,,1420
"06037405202","Census Tract 4052.02, Los Angeles County, California","ACSSF","ca","140","00","0005496",,,,,"06","037",,,"405202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037405202","Census Tract 4052.02",,,,1218
"06037405203","Census Tract 4052.03, Los Angeles County, California","ACSSF","ca","140","00","0005497",,,,,"06","037",,,"405203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037405203","Census Tract 4052.03",,,,730
"06037405301","Census Tract 4053.01, Los Angeles County, California","ACSSF","ca","140","00","0005498",,,,,"06","037",,,"405301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037405301","Census Tract 4053.01",,,,992
"06037405302","Census Tract 4053.02, Los Angeles County, California","ACSSF","ca","140","00","0005499",,,,,"06","037",,,"405302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037405302","Census Tract 4053.02",,,,1615
"06037405400","Census Tract 4054, Los Angeles County, California","ACSSF","ca","140","00","0005500",,,,,"06","037",,,"405400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037405400","Census Tract 4054",,,,1310
"06037405500","Census Tract 4055, Los Angeles County, California","ACSSF","ca","140","00","0005501",,,,,"06","037",,,"405500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037405500","Census Tract 4055",,,,1943
"06037405600","Census Tract 4056, Los Angeles County, California","ACSSF","ca","140","00","0005502",,,,,"06","037",,,"405600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037405600","Census Tract 4056",,,,1702
"06037405701","Census Tract 4057.01, Los Angeles County, California","ACSSF","ca","140","00","0005503",,,,,"06","037",,,"405701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037405701","Census Tract 4057.01",,,,1104
"06037405702","Census Tract 4057.02, Los Angeles County, California","ACSSF","ca","140","00","0005504",,,,,"06","037",,,"405702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037405702","Census Tract 4057.02",,,,1625
"06037405800","Census Tract 4058, Los Angeles County, California","ACSSF","ca","140","00","0005505",,,,,"06","037",,,"405800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037405800","Census Tract 4058",,,,1774
"06037405900","Census Tract 4059, Los Angeles County, California","ACSSF","ca","140","00","0005506",,,,,"06","037",,,"405900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037405900","Census Tract 4059",,,,1346
"06037406000","Census Tract 4060, Los Angeles County, California","ACSSF","ca","140","00","0005507",,,,,"06","037",,,"406000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037406000","Census Tract 4060",,,,1634
"06037406101","Census Tract 4061.01, Los Angeles County, California","ACSSF","ca","140","00","0005508",,,,,"06","037",,,"406101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037406101","Census Tract 4061.01",,,,1248
"06037406103","Census Tract 4061.03, Los Angeles County, California","ACSSF","ca","140","00","0005509",,,,,"06","037",,,"406103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037406103","Census Tract 4061.03",,,,2883
"06037406201","Census Tract 4062.01, Los Angeles County, California","ACSSF","ca","140","00","0005510",,,,,"06","037",,,"406201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037406201","Census Tract 4062.01",,,,1292
"06037406300","Census Tract 4063, Los Angeles County, California","ACSSF","ca","140","00","0005511",,,,,"06","037",,,"406300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037406300","Census Tract 4063",,,,1991
"06037406413","Census Tract 4064.13, Los Angeles County, California","ACSSF","ca","140","00","0005512",,,,,"06","037",,,"406413",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037406413","Census Tract 4064.13",,,,2133
"06037406500","Census Tract 4065, Los Angeles County, California","ACSSF","ca","140","00","0005513",,,,,"06","037",,,"406500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037406500","Census Tract 4065",,,,2072
"06037406601","Census Tract 4066.01, Los Angeles County, California","ACSSF","ca","140","00","0005514",,,,,"06","037",,,"406601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037406601","Census Tract 4066.01",,,,1496
"06037406602","Census Tract 4066.02, Los Angeles County, California","ACSSF","ca","140","00","0005515",,,,,"06","037",,,"406602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037406602","Census Tract 4066.02",,,,1274
"06037406701","Census Tract 4067.01, Los Angeles County, California","ACSSF","ca","140","00","0005516",,,,,"06","037",,,"406701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037406701","Census Tract 4067.01",,,,954
"06037406702","Census Tract 4067.02, Los Angeles County, California","ACSSF","ca","140","00","0005517",,,,,"06","037",,,"406702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037406702","Census Tract 4067.02",,,,2133
"06037406801","Census Tract 4068.01, Los Angeles County, California","ACSSF","ca","140","00","0005518",,,,,"06","037",,,"406801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037406801","Census Tract 4068.01",,,,1335
"06037406903","Census Tract 4069.03, Los Angeles County, California","ACSSF","ca","140","00","0005519",,,,,"06","037",,,"406903",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037406903","Census Tract 4069.03",,,,2156
"06037407001","Census Tract 4070.01, Los Angeles County, California","ACSSF","ca","140","00","0005520",,,,,"06","037",,,"407001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037407001","Census Tract 4070.01",,,,1298
"06037407002","Census Tract 4070.02, Los Angeles County, California","ACSSF","ca","140","00","0005521",,,,,"06","037",,,"407002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037407002","Census Tract 4070.02",,,,767
"06037407101","Census Tract 4071.01, Los Angeles County, California","ACSSF","ca","140","00","0005522",,,,,"06","037",,,"407101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037407101","Census Tract 4071.01",,,,1122
"06037407102","Census Tract 4071.02, Los Angeles County, California","ACSSF","ca","140","00","0005523",,,,,"06","037",,,"407102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037407102","Census Tract 4071.02",,,,1358
"06037407201","Census Tract 4072.01, Los Angeles County, California","ACSSF","ca","140","00","0005524",,,,,"06","037",,,"407201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037407201","Census Tract 4072.01",,,,836
"06037407202","Census Tract 4072.02, Los Angeles County, California","ACSSF","ca","140","00","0005525",,,,,"06","037",,,"407202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037407202","Census Tract 4072.02",,,,805
"06037407301","Census Tract 4073.01, Los Angeles County, California","ACSSF","ca","140","00","0005526",,,,,"06","037",,,"407301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037407301","Census Tract 4073.01",,,,973
"06037407302","Census Tract 4073.02, Los Angeles County, California","ACSSF","ca","140","00","0005527",,,,,"06","037",,,"407302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037407302","Census Tract 4073.02",,,,817
"06037407400","Census Tract 4074, Los Angeles County, California","ACSSF","ca","140","00","0005528",,,,,"06","037",,,"407400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037407400","Census Tract 4074",,,,561
"06037407501","Census Tract 4075.01, Los Angeles County, California","ACSSF","ca","140","00","0005529",,,,,"06","037",,,"407501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037407501","Census Tract 4075.01",,,,1027
"06037407502","Census Tract 4075.02, Los Angeles County, California","ACSSF","ca","140","00","0005530",,,,,"06","037",,,"407502",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037407502","Census Tract 4075.02",,,,862
"06037407601","Census Tract 4076.01, Los Angeles County, California","ACSSF","ca","140","00","0005531",,,,,"06","037",,,"407601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037407601","Census Tract 4076.01",,,,1043
"06037407602","Census Tract 4076.02, Los Angeles County, California","ACSSF","ca","140","00","0005532",,,,,"06","037",,,"407602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037407602","Census Tract 4076.02",,,,1053
"06037407701","Census Tract 4077.01, Los Angeles County, California","ACSSF","ca","140","00","0005533",,,,,"06","037",,,"407701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037407701","Census Tract 4077.01",,,,1169
"06037407702","Census Tract 4077.02, Los Angeles County, California","ACSSF","ca","140","00","0005534",,,,,"06","037",,,"407702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037407702","Census Tract 4077.02",,,,1816
"06037407801","Census Tract 4078.01, Los Angeles County, California","ACSSF","ca","140","00","0005535",,,,,"06","037",,,"407801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037407801","Census Tract 4078.01",,,,1047
"06037407802","Census Tract 4078.02, Los Angeles County, California","ACSSF","ca","140","00","0005536",,,,,"06","037",,,"407802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037407802","Census Tract 4078.02",,,,765
"06037407901","Census Tract 4079.01, Los Angeles County, California","ACSSF","ca","140","00","0005537",,,,,"06","037",,,"407901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037407901","Census Tract 4079.01",,,,915
"06037407902","Census Tract 4079.02, Los Angeles County, California","ACSSF","ca","140","00","0005538",,,,,"06","037",,,"407902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037407902","Census Tract 4079.02",,,,548
"06037408003","Census Tract 4080.03, Los Angeles County, California","ACSSF","ca","140","00","0005539",,,,,"06","037",,,"408003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037408003","Census Tract 4080.03",,,,1275
"06037408004","Census Tract 4080.04, Los Angeles County, California","ACSSF","ca","140","00","0005540",,,,,"06","037",,,"408004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037408004","Census Tract 4080.04",,,,877
"06037408005","Census Tract 4080.05, Los Angeles County, California","ACSSF","ca","140","00","0005541",,,,,"06","037",,,"408005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037408005","Census Tract 4080.05",,,,1744
"06037408006","Census Tract 4080.06, Los Angeles County, California","ACSSF","ca","140","00","0005542",,,,,"06","037",,,"408006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037408006","Census Tract 4080.06",,,,1040
"06037408133","Census Tract 4081.33, Los Angeles County, California","ACSSF","ca","140","00","0005543",,,,,"06","037",,,"408133",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037408133","Census Tract 4081.33",,,,1685
"06037408134","Census Tract 4081.34, Los Angeles County, California","ACSSF","ca","140","00","0005544",,,,,"06","037",,,"408134",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037408134","Census Tract 4081.34",,,,862
"06037408135","Census Tract 4081.35, Los Angeles County, California","ACSSF","ca","140","00","0005545",,,,,"06","037",,,"408135",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037408135","Census Tract 4081.35",,,,1381
"06037408136","Census Tract 4081.36, Los Angeles County, California","ACSSF","ca","140","00","0005546",,,,,"06","037",,,"408136",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037408136","Census Tract 4081.36",,,,1001
"06037408137","Census Tract 4081.37, Los Angeles County, California","ACSSF","ca","140","00","0005547",,,,,"06","037",,,"408137",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037408137","Census Tract 4081.37",,,,1449
"06037408138","Census Tract 4081.38, Los Angeles County, California","ACSSF","ca","140","00","0005548",,,,,"06","037",,,"408138",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037408138","Census Tract 4081.38",,,,1303
"06037408139","Census Tract 4081.39, Los Angeles County, California","ACSSF","ca","140","00","0005549",,,,,"06","037",,,"408139",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037408139","Census Tract 4081.39",,,,888
"06037408140","Census Tract 4081.40, Los Angeles County, California","ACSSF","ca","140","00","0005550",,,,,"06","037",,,"408140",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037408140","Census Tract 4081.40",,,,851
"06037408141","Census Tract 4081.41, Los Angeles County, California","ACSSF","ca","140","00","0005551",,,,,"06","037",,,"408141",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037408141","Census Tract 4081.41",,,,993
"06037408212","Census Tract 4082.12, Los Angeles County, California","ACSSF","ca","140","00","0005552",,,,,"06","037",,,"408212",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037408212","Census Tract 4082.12",,,,1392
