name,year,total_jobs_count
Chatsworth,2019,36880.95
Mayflower Village,2019,2093.94
Koreatown,2019,44337.35
South Gate,2019,18920.21
Elysian Valley,2019,1763.64
Claremont,2019,18933.33
Avocado Heights,2019,6057.5
South San Gabriel,2019,2521.82
Northwest Antelope Valley,2019,1694.03
Echo Park,2019,8937.47
Lynwood,2019,12113.52
Unincorporated Santa Susana Mountains,2019,15103.43
Shadow Hills,2019,6059.32
La Habra Heights,2019,1456.75
Covina,2019,22279.76
Northwest Palmdale,2019,1431.74
Sawtelle,2019,35838.98
Rancho Park,2019,3125.6
East Los Angeles,2019,20748.73
Beverlywood,2019,2141.86
Bellflower,2019,19492.92
Azusa,2019,14191.8
Del Rey,2019,9867.38
Mid-Wilshire,2019,43944.89
North Whittier,2019,5386.6
Beverly Crest,2019,1866.06
Cerritos,2019,41589.49
West Hills,2019,10925.4
Vincent,2019,2219.31
Sun Village,2019,419.07
Playa del Rey,2019,12103.36
Valinda,2019,2037.67
Tujunga,2019,4678.55
Exposition Park,2019,3961.13
Eagle Rock,2019,9510.62
Harbor City,2019,7570.87
Southeast Antelope Valley,2019,1384.86
Reseda,2019,13524.04
Willowbrook,2019,9794.3
Highland Park,2019,5948.24
Temple City,2019,7519.38
Westlake Village,2019,5636.26
Pico-Robertson,2019,5339.96
Monrovia,2019,19013.99
Broadway-Manchester,2019,1891.84
Sunland,2019,1965.35
Agua Dulce,2019,618.66
Malibu,2019,3584.29
Topanga,2019,1215.6
Northeast Antelope Valley,2019,3771.46
Arleta,2019,2785.19
Van Nuys,2019,49366.35
Mar Vista,2019,4676.17
Valley Glen,2019,12343.05
Arcadia,2019,27569.62
Windsor Square,2019,4044.7
West Puente Valley,2019,3164.38
Central-Alameda,2019,7813
Arlington Heights,2019,2998.04
Harvard Heights,2019,3177.22
Harvard Park,2019,1278.81
East Hollywood,2019,26769.27
Lennox,2019,2294.78
Larchmont,2019,1469.05
Tarzana,2019,15350.38
Rolling Hills,2019,625.5
Mid-City,2019,13492.8
Westchester,2019,80734.38
Manchester Square,2019,924.23
Rowland Heights,2019,14752.97
Ridge Route,2019,1036.63
South San Jose Hills,2019,1863.17
Vermont-Slauson,2019,3284.53
Athens,2019,2023.68
Mount Washington,2019,1424.69
West Compton,2019,9567.07
Los Feliz,2019,9700.02
Chinatown,2019,9253.79
Century City,2019,65122.54
Florence-Firestone,2019,8148.01
University Park,2019,9639.35
Hollywood Hills West,2019,2754.7
Unincorporated Santa Monica Mountains,2019,16421.61
West Los Angeles,2019,24877.53
Hancock Park,2019,9198.15
Canoga Park,2019,21632.47
Chesterfield Square,2019,1558.19
Hidden Hills,2019,1336.77
Norwalk,2019,26553.13
North El Monte,2019,756.54
Monterey Park,2019,29374.21
Hollywood,2019,64895.53
Fairfax,2019,12501.81
Glassell Park,2019,6356.96
Watts,2019,3557.65
La Verne,2019,12352.24
Rancho Palos Verdes,2019,7797.93
Green Meadows,2019,2856.77
Del Aire,2019,3237.67
Vermont Knolls,2019,1873.04
Castaic,2019,1270.14
Westwood,2019,87728.27
Venice,2019,15670.74
South Diamond Bar,2019,1240.42
Universal City,2019,2151.03
Pacific Palisades,2019,6004.98
Bel-Air,2019,3195.01
East Pasadena,2019,2931.27
Cudahy,2019,3634.06
Palos Verdes Estates,2019,2549.31
Ladera Heights,2019,20017.43
Walnut Park,2019,1012.95
La Crescenta-Montrose,2019,3211.76
Gardena,2019,25185.64
Duarte,2019,14626.85
La Mirada,2019,19991.03
Maywood,2019,4660.44
Alondra Park,2019,2505.95
Beverly Grove,2019,32281.72
Vermont Vista,2019,2025.92
Lawndale,2019,6316.81
Hyde Park,2019,5475.25
Lomita,2019,3753.88
South Pasadena,2019,7869.38
Westmont,2019,2237.02
San Pasqual,2019,188.23
West Hollywood,2019,33873.34
Artesia,2019,5842.3
Manhattan Beach,2019,19765.19
West Carson,2019,6365.49
Hermosa Beach,2019,7033.56
Carthay,2019,7745.71
Beverly Hills,2019,56234.9
El Segundo,2019,73704.28
View Park-Windsor Hills,2019,1623.75
Sierra Madre,2019,2770.78
Gramercy Park,2019,1358.13
