,OBJECTID,CITY,CT20,FIPS,Area Name,Occupied Housing Units,Occupied Housing Units: Owner Occupied,Occupied Housing Units: Renter Occupied,geometry
0,1,IN,101110,06037101110,Census Tract 1011.10,1494,850,644,"POLYGON ((-118.28494021134975 34.258270876280314, -118.28494621117065 34.2579788760005, -118.28497021131469 34.2569088761288, -118.28497321085726 34.256781876268384, -118.28499221086987 34.25589387632929, -118.28593621132488 34.25589987588728, -118.28696821154801 34.25590587587963, -118.28734521088782 34.25590887623749, -118.28863021202707 34.25591687571608, -118.28981321184702 34.25592387609815, -118.29023521227452 34.25592687601244, -118.29105621149368 34.25593187554362, -118.29319021220827 34.25594487567812, -118.29418821251878 34.25595087572706, -118.29435121250184 34.25595187597855, -118.29508921221034 34.255955875244915, -118.29549421245063 34.25595887572719, -118.29603121225485 34.255961875788174, -118.29639321239964 34.25596387583035, -118.29697321245719 34.25596787531194, -118.29793121345901 34.2559738750075, -118.29946321371061 34.25598287509733, -118.3002422140654 34.25672787501381, -118.30099121379307 34.25744587506315, -118.30230321433301 34.258701875683094, -118.30092421400083 34.25869487518128, -118.30090621387494 34.258697875153274, -118.3008832140736 34.25870187563066, -118.30083621423292 34.258724875182715, -118.30080821359354 34.25875787511154, -118.30079921396567 34.25877787547764, -118.30079621402122 34.25879687555882, -118.30079621418533 34.25880987568591, -118.30079821379907 34.25957287542165, -118.30076521338117 34.25961387535754, -118.30077021454787 34.26321887567125, -118.30081521412663 34.26327887638321, -118.2979312139962 34.2632268762169, -118.2969722132852 34.26322087606512, -118.29603121300083 34.26321587639494, -118.29568121331803 34.26321287583489, -118.29515521312607 34.2632098761411, -118.29435021348024 34.263204876155, -118.29420421317279 34.26289087595334, -118.29330621248681 34.262880876016126, -118.29231321313719 34.26286987634661, -118.29132121304409 34.26285887604532, -118.29008521219511 34.262843876316424, -118.28847921174776 34.26282487698424, -118.28764021142592 34.26281487653242, -118.28681721218283 34.26280487653519, -118.28649821196512 34.262801876960005, -118.28575421213597 34.262643877157835, -118.28492521136069 34.26246787720388, -118.28492221135741 34.26178187636133, -118.2849112110134 34.259483876604655, -118.28494021134975 34.258270876280314))"
1,1,IN,101122,06037101122,Census Tract 1011.22,1372,1028,344,"POLYGON ((-118.29014921311693 34.274001877709075, -118.29014721305265 34.27382487802305, -118.29023721259387 34.271004877587124, -118.28699721266871 34.27068187756735, -118.2864392128369 34.270626877397554, -118.28562821256239 34.27054587740865, -118.28554521217484 34.26955787749294, -118.28541421206208 34.26799387711039, -118.28528321179478 34.2664388774708, -118.28167821102566 34.26601587748936, -118.28122421080843 34.26610487751583, -118.27896521122557 34.26654587800961, -118.2794762103768 34.26405887769229, -118.27949521095137 34.263967877175595, -118.27949521102852 34.26376687749275, -118.27949521090058 34.263634877606854, -118.27937721103609 34.263634876795365, -118.27729720985523 34.26363487699038, -118.27729721051335 34.26196087740333, -118.2775742105363 34.26188187679851, -118.27774620975688 34.261844877345666, -118.27797321014445 34.261794877471765, -118.27845121043768 34.261521877298826, -118.27852821000066 34.26147987711644, -118.27817221071729 34.26156487724698, -118.27741620972695 34.261610877260836, -118.27741721038139 34.26155487709376, -118.27742621015008 34.26073187685737, -118.27743420965825 34.2599078772977, -118.27747420987265 34.25977087688599, -118.27752120965717 34.25962787693463, -118.27754721016022 34.25951787707419, -118.27756020967435 34.259380877226796, -118.27761420993814 34.259264876552116, -118.27766021004912 34.25914987687367, -118.2777132104749 34.25905587677562, -118.27773921023422 34.25895687648891, -118.27778620983752 34.25880887652422, -118.277826210151 34.2587038768388, -118.27783920986674 34.25857787657319, -118.27787920943307 34.25843487631528, -118.27788520997775 34.2582918765584, -118.27793221026099 34.258176876280075, -118.27795820961673 34.25804987700582, -118.27801820959654 34.257934876595435, -118.27805120968392 34.257791877026165, -118.27813721038976 34.25760687673351, -118.27817921018234 34.25577287627863, -118.27886821021696 34.25578187596442, -118.27951220953688 34.25578987667082, -118.27957920973779 34.255790875917256, -118.28100821004524 34.255807876092184, -118.2810042106021 34.2559208764382, -118.28198221032982 34.2559028759478, -118.28208021059012 34.25590187592026, -118.28315621012177 34.255882875755105, -118.28403321101412 34.25588787575468, -118.28450221068873 34.25589087642623, -118.28499221086987 34.25589387632929, -118.28497321085726 34.256781876268384, -118.28497021131469 34.2569088761288, -118.28494621117065 34.2579788760005, -118.28494021134975 34.258270876280314, -118.2849112110134 34.259483876604655, -118.28492221135741 34.26178187636133, -118.28492521136069 34.26246787720388, -118.28575421213597 34.262643877157835, -118.28649821196512 34.262801876960005, -118.28681721218283 34.26280487653519, -118.28764021142592 34.26281487653242, -118.28847921174776 34.26282487698424, -118.29008521219511 34.262843876316424, -118.29132121304409 34.26285887604532, -118.29231321313719 34.26286987634661, -118.29330621248681 34.262880876016126, -118.29420421317279 34.26289087595334, -118.29435021348024 34.263204876155, -118.29515521312607 34.2632098761411, -118.29568121331803 34.26321287583489, -118.29603121300083 34.26321587639494, -118.2969722132852 34.26322087606512, -118.2979312139962 34.2632268762169, -118.29793121415977 34.2637418759157, -118.29793121414622 34.26417287604932, -118.29793021422039 34.26460787604376, -118.29793021406891 34.26490287611083, -118.29793021375015 34.26570487654538, -118.29792921421598 34.26685387637807, -118.29792721371217 34.26723187660428, -118.29790821365853 34.2672938767936, -118.29787221451805 34.267350876521725, -118.2978202137346 34.26739787701681, -118.29745321443109 34.26761187667562, -118.29735821348929 34.26767187634877, -118.29732421380541 34.26771387668346, -118.29731521376685 34.26773487658577, -118.2973082141061 34.26778487663767, -118.29731621448937 34.26782587680142, -118.29733421388636 34.26785987633725, -118.29788721383932 34.26862487705801, -118.29794021381677 34.26866987655303, -118.29800321459776 34.268702876330636, -118.2980572139424 34.26872087687083, -118.29832921442022 34.26879687705281, -118.29842021373943 34.26883387714849, -118.29931421467595 34.269292876393195, -118.29940221489865 34.26935387660108, -118.30115021488061 34.270810876356016, -118.30142821441734 34.27111187674446, -118.30147721451354 34.27118887650285, -118.30150121459357 34.27124287634713, -118.30160921531507 34.27152387706212, -118.30164421481143 34.27157387641644, -118.30169621527949 34.27161887676457, -118.30175321556301 34.271651876928196, -118.30224021526857 34.271821877153116, -118.30276521535112 34.27200587679978, -118.30277121498915 34.272447876877564, -118.30274321536892 34.27249987707056, -118.30270321578948 34.27254587689424, -118.30264821572698 34.27258587662434, -118.3025832156465 34.27261587715948, -118.30240621490799 34.27269087714702, -118.30230521501994 34.27274487703003, -118.30221021572159 34.27282187712142, -118.30229821534807 34.27290987709114, -118.30233821517209 34.272928877125494, -118.30275621499379 34.27306487670741, -118.3028792148192 34.27311687701741, -118.30320721527225 34.2733388766255, -118.30327621563389 34.27340487734193, -118.30331821511417 34.27346687703628, -118.30334621554422 34.27354087695238, -118.3033532152037 34.27357687661465, -118.3033552151488 34.27371387687665, -118.30331421495086 34.273819877419186, -118.30326021579405 34.27389787729454, -118.30320621579322 34.27394787729423, -118.3031902155001 34.27396087691574, -118.30311321599044 34.27399787663853, -118.30305021595937 34.27401787710328, -118.3027292158415 34.27409587666426, -118.30261521536526 34.27411187717702, -118.30249821565027 34.27411387703516, -118.30237321512308 34.27411187681885, -118.30227121502689 34.274128877492956, -118.30217621478843 34.27416287707239, -118.30209821518235 34.27420787705609, -118.30207421531559 34.27422687726634, -118.30204021569516 34.2742548771902, -118.30195321524033 34.274335877061105, -118.30185121500294 34.274407877283245, -118.30173621538455 34.27446487672925, -118.30156821578026 34.27452687726376, -118.30147721550073 34.27457287747159, -118.30139421514642 34.274629877151575, -118.30131321491002 34.27470487723961, -118.30125421525993 34.27477887682884, -118.30120421547275 34.27485387724302, -118.30114121524183 34.27492287690212, -118.30105721508939 34.27498887704927, -118.30097121572696 34.2750368775664, -118.30086621474457 34.27507587744016, -118.30077721499335 34.27509687711114, -118.30066221485369 34.275106877651716, -118.30010121490317 34.27511987750673, -118.30000921453335 34.27513187772244, -118.29990021458246 34.275161877633685, -118.29979821481098 34.27520787767328, -118.29970821518357 34.27526687689715, -118.29963121480903 34.27533887736737, -118.29957621479683 34.27541187725284, -118.29953521521679 34.275490877350265, -118.299481215219 34.275645877367865, -118.29937921447379 34.27595487711833, -118.29936921493743 34.27603187753537, -118.2993742150333 34.276117877845955, -118.29939821529396 34.276201877553476, -118.29941121495317 34.27623187731687, -118.29945921522223 34.27630987745634, -118.29976121462036 34.27671087728401, -118.2984922153618 34.27736887753271, -118.29826421514547 34.27750187742584, -118.29824621448644 34.27751287810798, -118.2980702147626 34.27762887733189, -118.2978472151485 34.277795878107106, -118.29742621522523 34.278148878150816, -118.29733521438054 34.278241877610256, -118.29723921491676 34.278361877595536, -118.29717521467278 34.27846187777763, -118.29708421522258 34.27859387740748, -118.29698221479443 34.27881187784506, -118.2941162148573 34.27882487809486, -118.292681213734 34.278831878253825, -118.28991121371216 34.278950878314845, -118.28995821387177 34.27813187819617, -118.29005521354802 34.27643587769789, -118.29007521382621 34.27608887805431, -118.29007621312293 34.27604487809911, -118.29015021364134 34.274394877414906, -118.29015121361066 34.2741708780824, -118.29014921311693 34.274001877709075))"
2,1,IN,101220,06037101220,Census Tract 1012.20,1357,595,762,"POLYGON ((-118.28100821004524 34.255807876092184, -118.27957920973779 34.255790875917256, -118.27951220953688 34.25578987667082, -118.27886821021696 34.25578187596442, -118.27817921018234 34.25577287627863, -118.27823620926324 34.25329587626465, -118.27779920915472 34.2532268757876, -118.27711720933227 34.25309787609863, -118.27701720949754 34.25310387659895, -118.27692820984925 34.2530888758619, -118.27692720888449 34.251586875688204, -118.27785720886295 34.25163987607448, -118.278041208976 34.251650876022154, -118.27813820922857 34.25165687557219, -118.27823620934049 34.25166187564974, -118.27823620957335 34.2506838762297, -118.27823020960852 34.250662876164284, -118.27820420955051 34.25064487549113, -118.27811920943483 34.25063987617496, -118.27808020896502 34.25062887600476, -118.27805320889743 34.25060887619104, -118.27803720954404 34.25058287573698, -118.27803420896487 34.24961687540762, -118.27762320917753 34.24959387578973, -118.27713520915258 34.248678875910606, -118.2767612092298 34.24797787565886, -118.27604720824462 34.24664087592327, -118.27611520831842 34.246488875453885, -118.27618820822545 34.246519875842516, -118.27946020885572 34.24757087502168, -118.27976220941346 34.24766787575614, -118.28180420945587 34.24778487498416, -118.28421621029878 34.24792387505416, -118.28593621095095 34.248022875033286, -118.28593621001916 34.24896387482994, -118.2859362102752 34.250072875514654, -118.2859372108598 34.25227887595873, -118.28593621098103 34.254049875504755, -118.28593621146457 34.254670875677355, -118.28593621132488 34.25589987588728, -118.28499221086987 34.25589387632929, -118.28450221068873 34.25589087642623, -118.28403321101412 34.25588787575468, -118.28315621012177 34.255882875755105, -118.28208021059012 34.25590187592026, -118.28198221032982 34.2559028759478, -118.2810042106021 34.2559208764382, -118.28100821004524 34.255807876092184))"
3,1,IN,101221,06037101221,Census Tract 1012.21,1450,310,1140,"POLYGON ((-118.28734621135347 34.2533188751934, -118.288631211788 34.25332187556111, -118.28863121138008 34.25230387570427, -118.2898142112336 34.25231187575599, -118.29105721114489 34.25231887526031, -118.29209921140439 34.25232487497588, -118.29319021183979 34.2523318748724, -118.294351211819 34.25233887505203, -118.2947082117506 34.252340875124005, -118.29549421275034 34.2528538749076, -118.29657121247774 34.25355687484516, -118.29693721238277 34.253795875042556, -118.29721421245054 34.25398487541112, -118.29747921281124 34.2541758753914, -118.29766021237543 34.25430887560133, -118.29793121299797 34.2545158756022, -118.29946321371061 34.25598287509733, -118.29793121345901 34.2559738750075, -118.29697321245719 34.25596787531194, -118.29639321239964 34.25596387583035, -118.29603121225485 34.255961875788174, -118.29549421245063 34.25595887572719, -118.29508921221034 34.255955875244915, -118.29435121250184 34.25595187597855, -118.29418821251878 34.25595087572706, -118.29319021220827 34.25594487567812, -118.29105621149368 34.25593187554362, -118.29023521227452 34.25592687601244, -118.28981321184702 34.25592387609815, -118.28863021202707 34.25591687571608, -118.28734521088782 34.25590887623749, -118.28734621135347 34.2533188751934))"
4,1,IN,101222,06037101222,Census Tract 1012.22,935,119,816,"POLYGON ((-118.2859372108598 34.25227887595873, -118.2859362102752 34.250072875514654, -118.28593621001916 34.24896387482994, -118.28593621095095 34.248022875033286, -118.28698521048813 34.248064875128875, -118.28725921052144 34.24809487465848, -118.28752121115019 34.248153874678174, -118.28760321110167 34.2481778752525, -118.28773521067495 34.24822587477415, -118.28863221138008 34.24861887539046, -118.28969221164179 34.2490858749084, -118.2898382113952 34.24916487485696, -118.28996921067065 34.24925287542195, -118.29001021099707 34.249284875427094, -118.29011621136297 34.24936887521368, -118.29083321118316 34.24994087488086, -118.29101621126182 34.25008287478592, -118.29122721149385 34.250229875480485, -118.29144621176546 34.25036787546235, -118.29167421171614 34.250495875182374, -118.29191121154781 34.25061487529243, -118.29211921152717 34.250711875364914, -118.29219421212304 34.2507468749247, -118.29233021224428 34.25081987466765, -118.2928882119477 34.2511428753696, -118.29319121143739 34.25134487531326, -118.29372021217556 34.25169487486633, -118.2947082117506 34.252340875124005, -118.294351211819 34.25233887505203, -118.29319021183979 34.2523318748724, -118.29209921140439 34.25232487497588, -118.29105721114489 34.25231887526031, -118.2898142112336 34.25231187575599, -118.28863121138008 34.25230387570427, -118.288631211788 34.25332187556111, -118.28734621135347 34.2533188751934, -118.28734521088782 34.25590887623749, -118.28696821154801 34.25590587587963, -118.28593621132488 34.25589987588728, -118.28593621146457 34.254670875677355, -118.28593621098103 34.254049875504755, -118.2859372108598 34.25227887595873))"
5,1,IN,101300,06037101300,Census Tract 1013,1420,1178,242,"POLYGON ((-118.2652766471924 34.252384541839724, -118.26530497097538 34.2506411831622, -118.26530819151914 34.250339474090204, -118.26530920049139 34.25027034907474, -118.26587555928805 34.25048158891551, -118.26668420789247 34.25078387637101, -118.26668420798444 34.25078386196024, -118.2666845794095 34.25078400083989, -118.2667028588921 34.24780405510371, -118.26670320746452 34.247776875972946, -118.26610123470768 34.24777315453067, -118.26609553558156 34.24753074179102, -118.26609520726149 34.247499876341195, -118.26606520737705 34.24622587584594, -118.26606425151415 34.24620007173323, -118.26606313150828 34.24615243220279, -118.26604720656424 34.245464875764455, -118.26604120731068 34.245202876189886, -118.2660282071774 34.244612876148366, -118.26602720691874 34.24458787611043, -118.26601140339555 34.243905358580044, -118.266017007008 34.2431032793042, -118.26601820713933 34.24297787554862, -118.26602020644324 34.242718875821126, -118.26602020710693 34.24266287614634, -118.26602020692317 34.24264525590074, -118.26602605178574 34.241808645022246, -118.26602720670334 34.24165587545323, -118.2660282068053 34.24157387514931, -118.26602820701194 34.24153987560437, -118.26603220640823 34.24096187545795, -118.26603520645055 34.24051687537956, -118.26603620626904 34.24036087537651, -118.26636301122151 34.24056355460774, -118.26658989839606 34.240704438430015, -118.2666062063598 34.240714875080734, -118.26674504371665 34.24080077470736, -118.26674515945429 34.24080084657374, -118.26674515945605 34.24080084631612, -118.26674520640243 34.24080087536217, -118.26674551441107 34.24074899389764, -118.26674632879269 34.240630027676836, -118.26674972754955 34.24042650703706, -118.26677868370456 34.236289596468325, -118.26677820909356 34.2362445561969, -118.26678020673958 34.23598487471478, -118.26678220565346 34.235779875029955, -118.2667842056712 34.23552087526652, -118.26678520652398 34.23532387528787, -118.2667871782155 34.234997564410634, -118.26678872272417 34.23487838624017, -118.26679072119744 34.23459887568054, -118.26679182421309 34.234482765602266, -118.26679540597343 34.23398637836816, -118.2667962055998 34.23389387496852, -118.26679920616647 34.23354787497564, -118.26679920596392 34.233453746782814, -118.26680215804741 34.2330386126553, -118.26680505862154 34.23265760451586, -118.26681533781581 34.23123990359425, -118.26695820572927 34.23127187430315, -118.26772420653009 34.23144887431786, -118.26882420625749 34.23169687392159, -118.2692802060342 34.23179987464063, -118.27117420632325 34.2322258738406, -118.27248520720481 34.232531874097575, -118.2723612074074 34.23268187458181, -118.27232120696544 34.23273187442024, -118.27223420701722 34.23283687438278, -118.27221320703619 34.23286287407861, -118.27208120645761 34.2329898743024, -118.27194820682044 34.233071874752866, -118.27164420650536 34.233142874423834, -118.27127320640112 34.233203874057004, -118.27121420648116 34.2332478740319, -118.27069720708093 34.23299987456901, -118.270605206842 34.23321487438913, -118.27059420692248 34.23328487424818, -118.27056520629702 34.23346687405154, -118.27056920662558 34.233648873999265, -118.27057120701318 34.23372587405145, -118.2706222071376 34.23387287413884, -118.27054420700077 34.233887874254094, -118.2703732061778 34.233946874132364, -118.27045820655776 34.23418787429751, -118.27047320690961 34.23429687409624, -118.27048920637469 34.234444874724126, -118.27048920724403 34.234853874537855, -118.2704882072695 34.23539687428442, -118.27048820721392 34.23586187468214, -118.27048120690219 34.23665087497956, -118.27048620731449 34.23694187445593, -118.27052420690558 34.23703587451048, -118.27054920721757 34.2370928749083, -118.27058520660078 34.237171875185496, -118.27070520660314 34.23732187452347, -118.27118620708849 34.237830874825946, -118.27181620688592 34.23853587476184, -118.27192120699735 34.23867287491422, -118.27304220742452 34.24029287527643, -118.27335320790327 34.240747875284306, -118.27342120787712 34.24087587474708, -118.27352220722803 34.241088874661195, -118.27362720751121 34.241308874873724, -118.27366320808385 34.24142487499852, -118.27368320772786 34.24154487533948, -118.27368520740335 34.24164787558403, -118.27366720790039 34.24215687549247, -118.27367720739224 34.242272874897836, -118.27370120746967 34.24238787529779, -118.27374120775971 34.242499875264016, -118.27391920822414 34.242922875297204, -118.27396820753609 34.24299687499957, -118.27403720758888 34.24306987557841, -118.27433320785283 34.243297875549956, -118.27439220767255 34.24335687523116, -118.27463320812328 34.24359687505034, -118.274728208653 34.24369087517324, -118.27474320867039 34.243704875306, -118.274788208681 34.24374487518927, -118.27623720871388 34.24506687524747, -118.2763072088685 34.24515687518839, -118.27635820836534 34.2452368753831, -118.27641020851645 34.24534987572741, -118.27644220891554 34.245467875657134, -118.27645420849336 34.245572875161976, -118.27645420885209 34.245618875033195, -118.27644420854338 34.245723875199, -118.27641320881597 34.24584187565921, -118.27638520812255 34.245911875198246, -118.27611520831842 34.246488875453885, -118.27604720824462 34.24664087592327, -118.2767612092298 34.24797787565886, -118.27713520915258 34.248678875910606, -118.27762320917753 34.24959387578973, -118.27803420896487 34.24961687540762, -118.27803720954404 34.25058287573698, -118.27805320889743 34.25060887619104, -118.27808020896502 34.25062887600476, -118.27811920943483 34.25063987617496, -118.27820420955051 34.25064487549113, -118.27823020960852 34.250662876164284, -118.27823620957335 34.2506838762297, -118.27823620934049 34.25166187564974, -118.27813820922857 34.25165687557219, -118.278041208976 34.251650876022154, -118.27785720886295 34.25163987607448, -118.27692720888449 34.251586875688204, -118.27692820984925 34.2530888758619, -118.27701720949754 34.25310387659895, -118.27711720933227 34.25309787609863, -118.27779920915472 34.2532268757876, -118.27823620926324 34.25329587626465, -118.27817921018234 34.25577287627863, -118.27813721038976 34.25760687673351, -118.27805120968392 34.257791877026165, -118.27801820959654 34.257934876595435, -118.27795820961673 34.25804987700582, -118.27793221026099 34.258176876280075, -118.27788520997775 34.2582918765584, -118.27787920943307 34.25843487631528, -118.27783920986674 34.25857787657319, -118.277826210151 34.2587038768388, -118.27778620983752 34.25880887652422, -118.27773921023422 34.25895687648891, -118.2777132104749 34.25905587677562, -118.27766021004912 34.25914987687367, -118.27761420993814 34.259264876552116, -118.27756020967435 34.259380877226796, -118.27754721016022 34.25951787707419, -118.27752120965717 34.25962787693463, -118.27747420987265 34.25977087688599, -118.27743420965825 34.2599078772977, -118.27729720948552 34.25991087684571, -118.26711820856093 34.25995187768226, -118.26530220761305 34.259958877559654, -118.2652972076032 34.25736287742452, -118.26529720785398 34.25734587720444, -118.2654202077314 34.25548487732637, -118.26549920728546 34.25552587713394, -118.26545420809401 34.25547887699432, -118.2654202081128 34.25546587750386, -118.26541720768785 34.25527587685037, -118.26525020710024 34.25462187730579, -118.26527720702435 34.2542908768564, -118.26539220794957 34.25354787734837, -118.26527620764767 34.25238487639391, -118.26527621297559 34.25238453643882, -118.2652766471924 34.252384541839724))"
