,Tract,Permit Type,Permit Sub-Type,Issue Date,# of Residential Dwelling Units,AFFD,Zone,Census Tract,Latitude,Longitude,geometry
23748,TR 5609,Bldg-New,Apartment,2019-12-04,16,NOAH,R3-1,2672.0,34.0474,-118.44047,POINT (-118.44047 34.0474)
23749,L. A. CANAL AND RESERVOIR COMPANY'S RESUBDIVISION OF A PORTION OF THE HANCOCKS S,Bldg-New,Apartment,2019-12-30,16,NOAH,C1-1VL,1958.02,34.07635,-118.27539,POINT (-118.27539 34.07635)
23751,TR 5191,Bldg-New,Apartment,2018-01-23,16,NOAH,[Q]R3-1,1944.02,34.08945,-118.37446,POINT (-118.37446 34.08945)
23752,GRIDER AND DOW'S ORANGEDALE TRACT,Bldg-New,Apartment,2022-07-19,17,AH,R3-1,2264.2,34.02048,-118.25599,POINT (-118.25599 34.02048)
23753,GEO W. STIMSON'S RESUBDIVISION OF LOTS 1-2 AND 3 OF L.N. BREEDS SUBDIVISION OF L,Bldg-New,Apartment,2022-07-18,17,NOAH,R3-1-CUGU,2042.0,34.04472,-118.20794,POINT (-118.20794 34.04472)
23756,TR 6800,Bldg-New,Apartment,2021-07-09,17,AH,R3-1-O,2170.01,34.05422,-118.38609,POINT (-118.38609 34.05422)
23757,STRONG AND DICKENSON'S SOUTH HOLLYWOOD NO. 1,Bldg-New,Apartment,2018-08-01,17,NOAH,R3-1,1918.1,34.08728,-118.33077,POINT (-118.33077 34.08728)
23758,TR 1000,Bldg-New,Apartment,2019-01-09,17,NOAH,R3-1-RIO,1411.01,34.15598,-118.42268,POINT (-118.42268 34.15598)
23759,VERMONT AVENUE SQUARE,Bldg-New,Apartment,2020-02-18,17,AH,C2-1VL-CPIO,2315.0,34.00692,-118.3092,POINT (-118.3092 34.00692)
23762,STRONG AND DICKENSON'S SOUTH HOLLYWOOD NO. 1,Bldg-New,Apartment,2016-09-23,17,NOAH,R3-1,1918.1,34.08734,-118.3311,POINT (-118.3311 34.08734)
23763,PIONEER INVESTMENT AND TRUST COMPANY'S WINDERMERE PARK,Bldg-New,Apartment,2021-04-09,17,AH,R3-1,1926.1,34.08053,-118.29545,POINT (-118.29545 34.08053)
23764,TR 11364,Bldg-New,Apartment,2016-10-20,17,NOAH,[Q]R3-1,1241.04,34.18645,-118.38047,POINT (-118.38047 34.18645)
23765,MANSFIELD'S LINCOLN TRACT,Bldg-New,Apartment,2019-03-11,17,NOAH,R3-1,1909.02,34.09365,-118.31653,POINT (-118.31653 34.09365)
23766,TR 4588,Bldg-New,Apartment,2021-11-08,17,NOAH,R3-1-O,2171.0,34.05204,-118.35234,POINT (-118.35234 34.05204)
23767,TR 14534,Bldg-New,Apartment,2019-02-12,17,NOAH,[Q]R3-1,1235.1,34.19567,-118.43078,POINT (-118.43078 34.19567)
23768,FROELICH TRACT,Bldg-New,Apartment,2022-05-12,17,NOAH,R3-1XL,1912.03,34.09422,-118.2948,POINT (-118.2948 34.09422)
23769,NEW SAN PEDRO,Bldg-New,Apartment,2018-09-07,17,AH,[Q]RD1.5-1XL-O-CUGU,2948.3,33.7759,-118.2636,POINT (-118.2636 33.7759)
23771,GRIDER AND HAMILTON'S VERNON PARK,Bldg-New,Apartment,2022-08-08,17,NOAH,C2-1VL-CPIO,2287.2,33.99952,-118.24799,POINT (-118.24799 33.99952)
23772,SUNNYSIDE PARK ADDITION,Bldg-New,Apartment,2019-08-12,17,AH,R3-1,2383.1,33.96438,-118.2885,POINT (-118.2885 33.96438)
23773,FIRTH'S BOULEVARD TRACT,Bldg-New,Apartment,2018-10-11,17,AH,R3-1,2423.0,33.94957,-118.2464,POINT (-118.2464 33.94957)
23774,WESTGATE,Bldg-New,Apartment,2021-12-09,17,NOAH,R3-1,2643.01,34.05304,-118.46343,POINT (-118.46343 34.05304)
23775,TR 7637,Bldg-New,Apartment,2021-12-10,17,NOAH,R3-1,1241.02,34.17383,-118.38134,POINT (-118.38134 34.17383)
23777,TR 5842,Bldg-New,Apartment,2020-01-29,17,NOAH,R3-1,2712.0,34.03253,-118.43959,POINT (-118.43959 34.03253)
23782,HIGHLAND PARK EXTENSION,Bldg-New,Apartment,2019-12-18,17,NOAH,RD2-1,1851.0,34.11214,-118.20784,POINT (-118.20784 34.11214)
23783,TR 4713,Bldg-New,Apartment,2017-09-21,17,NOAH,[Q]R3-1-O,2169.0,34.04875,-118.36605,POINT (-118.36605 34.04875)
23786,TR 3247,Bldg-New,Apartment,2021-02-26,18,NOAH,R3-1,2112.02,34.07534,-118.29403,POINT (-118.29403 34.07534)
23787,,Bldg-New,Apartment,2020-02-06,18,NOAH,R3-1XL,1916.2,34.08831,-118.30264,POINT (-118.30264 34.08831)
23788,GRIDER AND HAMILTON'S GRANT PLACE,Bldg-New,Apartment,2017-09-22,18,NOAH,[Q]R4-1VL,1910.0,34.10034,-118.31725,POINT (-118.31725 34.10034)
23789,TR 7803,Bldg-New,Apartment,2018-09-28,18,NOAH,[Q]RD1.5-1,2655.2,34.05089,-118.43536,POINT (-118.43536 34.05089)
23790,ST. ALBANS LAKE PLACE,Bldg-New,Apartment,2022-07-19,18,NOAH,R3-1VL,1873.0,34.09818,-118.25909,POINT (-118.25909 34.09818)
23792,TR 7578,Bldg-New,Apartment,2018-09-28,18,NOAH,R3-1-RIO,1435.0,34.14533,-118.39742,POINT (-118.39742 34.14533)
23793,LICENSED SURVEY,Bldg-New,Apartment,2016-02-10,18,NOAH,[Q]R3-1,1236.01,34.18419,-118.42235,POINT (-118.42235 34.18419)
23796,TR 7348,Bldg-New,Apartment,2017-09-19,18,NOAH,(Q)R3-1-RIO,1349.03,34.19402,-118.59264,POINT (-118.59264 34.19402)
23802,TR 4353,Bldg-New,Apartment,2021-01-21,18,NOAH,R3-1,2148.0,34.07371,-118.37406,POINT (-118.37406 34.07371)
23803,WALTERS' MAIN STREET AND MONETA AVENUE TRACT NO. 2,Bldg-New,Apartment,2022-08-10,18,NOAH,C2-1VL,2392.01,33.9831,-118.2781,POINT (-118.2781 33.9831)
23806,TR 4601,Bldg-New,Apartment,2016-01-22,18,NOAH,[Q]RD1.5-1,1281.01,34.18684,-118.43635,POINT (-118.43635 34.18684)
23807,TR 26757,Bldg-New,Apartment,2019-05-09,18,NOAH,R3-1,1174.07,34.23172,-118.47085,POINT (-118.47085 34.23172)
23809,COUNTRY CLUB PARK,Bldg-New,Apartment,2016-09-07,18,NOAH,R3-1,2126.2,34.05648,-118.31308,POINT (-118.31308 34.05648)
23810,TR 1338,Bldg-New,Apartment,2016-10-28,18,NOAH,R3-1,1321.02,34.20089,-118.50004,POINT (-118.50004 34.20089)
23811,TR 14429,Bldg-New,Apartment,2016-07-08,18,NOAH,R3-1,2761.0,33.97461,-118.37115,POINT (-118.37115 33.97461)
23814,TR 1784,Bldg-New,Apartment,2016-04-18,18,NOAH,[Q]R3-1,1289.1,34.16475,-118.45904,POINT (-118.45904 34.16475)
23816,THE PALMS,Bldg-New,Apartment,2016-12-29,18,NOAH,R3-1,2699.06,34.02532,-118.40161,POINT (-118.40161 34.02532)
23819,TR 1200,Bldg-New,Apartment,2019-06-25,18,AH,[Q]R3-1,1282.1,34.18644,-118.44306,POINT (-118.44306 34.18644)
23820,COUNTRY CLUB PARK,Bldg-New,Apartment,2016-07-13,18,NOAH,R3-1,2126.2,34.0573,-118.3141,POINT (-118.3141 34.0573)
23821,TR 1971,Bldg-New,Apartment,2019-01-23,18,NOAH,R3-1,2752.0,33.99845,-118.41773,POINT (-118.41773 33.99845)
23822,ELECTRIC RAILWAY HOMESTEAD ASSOCIATION,Bldg-New,Apartment,2020-02-05,19,NOAH,R4-1,2133.2,34.05403,-118.29462,POINT (-118.29462 34.05403)
23823,TR 4427,Bldg-New,Commercial,2017-07-17,19,NOAH,[Q]C2-1VL-SN,1919.02,34.08361,-118.33812,POINT (-118.33812 34.08361)
23826,KENSINGTON PLACE,Bldg-New,Apartment,2017-09-22,19,NOAH,R4-2,2118.02,34.06398,-118.30677,POINT (-118.30677 34.06398)
23828,TR 38195,Bldg-New,Apartment,2017-12-08,19,NOAH,(Q)R3-1-CUGU,1211.01,34.22264,-118.35972,POINT (-118.35972 34.22264)
23830,TR 7378,Bldg-New,Commercial,2018-01-30,19,NOAH,[Q]C2-1VL,1251.0,34.1647,-118.38801,POINT (-118.38801 34.1647)
23831,TR 12211,Bldg-New,Apartment,2019-07-16,19,NOAH,R3-1,2195.0,34.02355,-118.34505,POINT (-118.34505 34.02355)
23832,THE PALMS,Bldg-New,Apartment,2022-05-19,19,NOAH,R3-1,2699.06,34.02529,-118.40098,POINT (-118.40098 34.02529)
23835,OWENSMOUTH,Bldg-New,Apartment,2022-05-26,19,AH,(T)(Q)R3-1-RIO,1345.2,34.19583,-118.59532,POINT (-118.59532 34.19583)
23836,TR 5120,Bldg-New,Apartment,2022-02-28,19,NOAH,R3-1-RIO,1438.0,34.13849,-118.36779,POINT (-118.36779 34.13849)
23837,ELYSIAN GARDEN TRACT,Bldg-New,Commercial,2022-03-14,19,AH,[Q]CM-1XL-RIO,1872.0,34.10472,-118.24587,POINT (-118.24587 34.10472)
23839,ROSEBORO VILLA TRACT,Bldg-New,Apartment,2021-11-01,19,NOAH,R3-1,2722.01,34.0024,-118.43555,POINT (-118.43555 34.0024)
23840,TR 858,Bldg-New,Apartment,2018-03-07,19,NOAH,R3-1,1924.2,34.08091,-118.31263,POINT (-118.31263 34.08091)
23844,TR 7171,Bldg-New,Apartment,2018-02-12,19,AH,[Q]R3-1-O,2164.01,34.05786,-118.37754,POINT (-118.37754 34.05786)
23848,SUNNYSIDE PARK ADDITION,Bldg-New,Apartment,2019-10-18,19,AH,R3-1,2383.1,33.96442,-118.28461,POINT (-118.28461 33.96442)
23849,TR 7616,Bldg-New,Apartment,2016-12-29,19,NOAH,R3-1-O,2149.02,34.07126,-118.37768,POINT (-118.37768 34.07126)
23851,ARTESIAN TRACT,Bldg-New,Apartment,2018-09-17,20,NOAH,R3-1,2674.03,34.04504,-118.45688,POINT (-118.45688 34.04504)
23853,TR 53783-C,Bldg-New,Apartment,2019-03-04,20,NOAH,(T)C4-2D,1082.02,34.2779,-118.57107,POINT (-118.57107 34.2779)
23856,STRONG AND DICKENSON'S SOUTH HOLLYWOOD NO. 1,Bldg-New,Apartment,2016-02-08,20,NOAH,R3-1,1918.2,34.08426,-118.33116,POINT (-118.33116 34.08426)
23858,PELLISSIER TRACT,Bldg-New,Apartment,2016-05-24,20,NOAH,R4-1,2132.01,34.05106,-118.3065,POINT (-118.3065 34.05106)
23860,RINDGE TRACT,Bldg-Alter/Repair,Apartment,2022-01-28,20,NOAH,M1-2,2311.0,34.01524,-118.27792,POINT (-118.27792 34.01524)
23861,TR 8332,Bldg-New,Apartment,2019-12-23,20,NOAH,[Q]R3-1,1252.0,34.16955,-118.38246,POINT (-118.38246 34.16955)
23862,TR 53783-C,Bldg-New,Apartment,2019-03-04,20,NOAH,(T)C4-2D,1082.02,34.2779,-118.57107,POINT (-118.57107 34.2779)
23863,TR 53783-C,Bldg-New,Apartment,2019-03-04,20,NOAH,(T)C4-2D,1082.02,34.2779,-118.57107,POINT (-118.57107 34.2779)
23864,TR 53783-C,Bldg-New,Apartment,2019-03-04,20,NOAH,(T)C4-2D,1082.02,34.2779,-118.57107,POINT (-118.57107 34.2779)
23865,TR 5609,Bldg-New,Apartment,2021-05-24,20,NOAH,R3-1-O,2672.0,34.05003,-118.43281,POINT (-118.43281 34.05003)
23866,GRIDER AND DOW'S SUBDIVISION OF THE BRISWALTER TRACT,Bldg-New,Apartment,2022-02-14,20,AH,C2-2D-CPIO,2270.2,34.01938,-118.25374,POINT (-118.25374 34.01938)
23867,P M 1495,Bldg-New,Commercial,2017-11-17,20,NOAH,C2-2-O,2679.01,34.05712,-118.41481,POINT (-118.41481 34.05712)
23868,NORMANDIE ACRE TRACT,Bldg-New,Apartment,2022-06-08,20,NOAH,R4-1,2112.01,34.07436,-118.29954,POINT (-118.29954 34.07436)
23869,P M 3996,Bldg-New,Apartment,2016-04-29,20,NOAH,C2-1VL-RIO,1348.0,34.20085,-118.57317,POINT (-118.57317 34.20085)
23870,TR 1356,Bldg-New,Apartment,2017-08-30,20,NOAH,[Q]C2-1VL,2374.02,33.97475,-118.29859,POINT (-118.29859 33.97475)
23871,TR 6005,Bldg-New,Apartment,2022-06-14,20,NOAH,[Q]R3-1XL,1920.01,34.0858,-118.34731,POINT (-118.34731 34.0858)
23872,TR 1455,Bldg-New,Apartment,2022-04-07,20,AH,R4-1VL,1252.0,34.17118,-118.38104,POINT (-118.38104 34.17118)
23881,TR 6757,Bldg-New,Apartment,2019-11-20,20,NOAH,C2-1VL,2379.0,33.96893,-118.30879,POINT (-118.30879 33.96893)
23882,TR 4749,Bldg-New,Apartment,2019-12-13,20,NOAH,(T)(Q)R3-1-CUGU,1221.21,34.21399,-118.37272,POINT (-118.37272 34.21399)
23883,BOSSHARD TRACT,Bldg-New,Apartment,2022-02-28,20,AH,R3-1,2423.0,33.95234,-118.24588,POINT (-118.24588 33.95234)
23884,TR 4139,Bldg-New,Apartment,2019-10-04,20,NOAH,R3-1,2128.0,34.0501,-118.33335,POINT (-118.33335 34.0501)
23885,CITY CENTRE TRACT,Bldg-New,Apartment,2022-12-16,20,AH,R4-1,2100.1,34.04478,-118.27535,POINT (-118.27535 34.04478)
23886,GRIDER AND HAMILTONS HOLLYWOOD TRACT,Bldg-New,Apartment,2017-07-24,21,NOAH,[Q]R4-2,1909.02,34.09466,-118.31811,POINT (-118.31811 34.09466)
23887,TR 8090,Bldg-New,Apartment,2019-02-11,21,NOAH,R3-1VL,1254.02,34.15901,-118.37715,POINT (-118.37715 34.15901)
23888,TR 1000,Bldg-New,Apartment,2018-01-31,21,NOAH,[Q]R3-1,1278.04,34.20085,-118.45932,POINT (-118.45932 34.20085)
23889,TR 6380,Bldg-New,Apartment,2016-11-28,21,NOAH,R3-1-O,2691.0,34.0567,-118.39192,POINT (-118.39192 34.0567)
23890,TR 37143-C,Bldg-New,Apartment,2019-03-11,21,AH,RD1.5-1XL,1061.14,34.30638,-118.42945,POINT (-118.42945 34.30638)
23891,GRIDER AND HAMILTONS HOLLYWOOD TRACT,Bldg-New,Apartment,2022-04-26,21,NOAH,[Q]R4-2,1909.02,34.09478,-118.31997,POINT (-118.31997 34.09478)
23892,TR 8439,Bldg-New,Apartment,2016-12-06,21,NOAH,[Q]R3-1-O,2164.02,34.06048,-118.37752,POINT (-118.37752 34.06048)
23893,TR 9617,Bldg-New,Apartment,2019-01-11,21,NOAH,[Q]R4-1VL,2653.04,34.06778,-118.45006,POINT (-118.45006 34.06778)
23894,COUNTRY CLUB PARK,Bldg-New,Apartment,2016-03-21,21,NOAH,R3-1,2126.2,34.05556,-118.31236,POINT (-118.31236 34.05556)
23895,CHESTERFIELD SQUARE,Bldg-New,Apartment,2016-02-25,21,NOAH,C2-1VL,2325.0,33.99449,-118.30909,POINT (-118.30909 33.99449)
23896,TR 5498,Bldg-New,Commercial,2019-06-03,21,NOAH,[Q]C2-1VL-CDO,2712.0,34.03242,-118.44368,POINT (-118.44368 34.03242)
23897,EAST OCEAN PARK VILLA TRACT,Bldg-New,Apartment,2021-07-26,21,NOAH,R3-1,2719.02,34.01034,-118.42618,POINT (-118.42618 34.01034)
23898,BLIX TRACT,Bldg-New,Apartment,2022-05-05,21,NOAH,R3-1,1255.02,34.15656,-118.36622,POINT (-118.36622 34.15656)
23899,ROSE TRACT,Bldg-New,Apartment,2017-11-29,21,NOAH,C2-1VL,2286.0,34.00407,-118.25923,POINT (-118.25923 34.00407)
23900,GARVANZA ADDITION NO. 1,Bldg-New,Apartment,2018-01-08,21,NOAH,RD1.5-1,1832.2,34.11841,-118.18387,POINT (-118.18387 34.11841)
23901,TR 1200,Bldg-New,Apartment,2021-08-11,21,NOAH,[Q]R3-1,1283.03,34.18376,-118.45185,POINT (-118.45185 34.18376)
23902,MANSFIELD'S LINCOLN TRACT,Bldg-New,Apartment,2022-05-10,21,NOAH,R3-1,1909.02,34.09288,-118.31636,POINT (-118.31636 34.09288)
23903,TR 10074,Bldg-New,Apartment,2018-10-17,21,NOAH,R3-1-RIO,1436.02,34.14657,-118.393,POINT (-118.393 34.14657)
23905,TR 3354,Bldg-New,Commercial,2018-03-29,21,NOAH,[Q]C2-1,2403.0,33.95806,-118.29132,POINT (-118.29132 33.95806)
23906,GRIDER AND HAMILTONS HOLLYWOOD TRACT,Bldg-New,Apartment,2022-03-02,21,NOAH,[Q]R4-2,1909.02,34.09481,-118.31918,POINT (-118.31918 34.09481)
23907,CRENSHAW HEIGHTS TRACT,Bldg-New,Apartment,2022-06-06,21,NOAH,R3-1-O,2213.04,34.0442,-118.31468,POINT (-118.31468 34.0442)
23908,TR 3901,Bldg-New,Apartment,2022-03-21,21,NOAH,R3-1,2751.02,34.00045,-118.41432,POINT (-118.41432 34.00045)
23911,WILSHIRE BOULEVARD HEIGHTS,Bldg-New,Apartment,2019-06-27,21,NOAH,R4-2,2123.03,34.05944,-118.29437,POINT (-118.29437 34.05944)
23912,TR 10902,Bldg-New,Apartment,2017-03-29,21,NOAH,R3-1,1433.0,34.15666,-118.39234,POINT (-118.39234 34.15666)
23913,TR 7170,Bldg-New,Apartment,2018-09-18,21,NOAH,[Q]R3-1-O,2164.01,34.0587,-118.38154,POINT (-118.38154 34.0587)
23916,GRIDER AND HAMILTON HOLLYWOOD TRACT,Bldg-New,Apartment,2016-05-12,21,NOAH,[Q]R4-2,1909.02,34.09675,-118.3192,POINT (-118.3192 34.09675)
23918,GRIDER AND HAMILTON HOLLYWOOD TRACT,Bldg-New,Apartment,2018-06-05,21,NOAH,[Q]R4-2,1909.02,34.09661,-118.31892,POINT (-118.31892 34.09661)
23919,TR 3469,Bldg-New,Apartment,2019-09-19,21,NOAH,R3-1XL,1905.2,34.09893,-118.30586,POINT (-118.30586 34.09893)
23920,TR 3247,Bldg-New,Apartment,2017-04-28,21,NOAH,R3-1,2112.02,34.07425,-118.29398,POINT (-118.29398 34.07425)
23921,TR 325,Bldg-New,Apartment,2018-03-06,21,NOAH,[Q]R3-1,1252.0,34.17192,-118.38543,POINT (-118.38543 34.17192)
23922,AMENDED MAP OF GLEN VIEW TRACT,Bldg-New,Apartment,2022-11-08,21,NOAH,R3-1,1892.01,34.10432,-118.29344,POINT (-118.29344 34.10432)
23923,DENNIS AND COOK'S SUBDIVISION OF LOT 3 OF THE MATHEWS AND FICKETT TRACT,Bldg-New,Apartment,2020-01-13,22,AH,R3-1-CUGU,2042.0,34.04489,-118.20613,POINT (-118.20613 34.04489)
23924,TR 23958,Bldg-Alter/Repair,Apartment,2021-03-19,22,NOAH,C2-1L,1279.1,34.19407,-118.44695,POINT (-118.44695 34.19407)
23928,TR 2725,Bldg-New,Apartment,2019-06-19,22,NOAH,R3-1,2641.03,34.05775,-118.46588,POINT (-118.46588 34.05775)
23929,WEST BONNIE BRAE TRACT,Bldg-New,Apartment,2021-04-28,22,NOAH,R4-1,2095.1,34.0541,-118.28277,POINT (-118.28277 34.0541)
23933,TR 1200,Bldg-New,Apartment,2016-07-01,22,NOAH,[Q]R3-1,1283.03,34.1828,-118.4573,POINT (-118.4573 34.1828)
23935,,Bldg-New,Apartment,2018-03-28,22,NOAH,R3-1,2316.0,34.00489,-118.29359,POINT (-118.29359 34.00489)
23939,ROSEWOOD AVENUE TRACT,Bldg-New,Apartment,2016-07-06,22,NOAH,R3-1,1924.1,34.07928,-118.31463,POINT (-118.31463 34.07928)
23942,TR 6170,Bldg-New,Apartment,2017-02-03,22,NOAH,R3-1,1372.01,34.1654,-118.62272,POINT (-118.62272 34.1654)
23943,P M 2890,Bldg-New,Apartment,2019-12-13,22,NOAH,[Q]R3-1,1235.1,34.19877,-118.43106,POINT (-118.43106 34.19877)
23944,TR 2873,Bldg-New,Apartment,2017-03-01,22,NOAH,[Q]R3-1,1278.03,34.19496,-118.44984,POINT (-118.44984 34.19496)
23945,ROBERT F. JONES TRACT NO. 2,Bldg-New,Apartment,2022-10-21,22,AH,C2-1VL,1958.03,34.07822,-118.2784,POINT (-118.2784 34.07822)
23946,BLIX TRACT,Bldg-New,Apartment,2022-07-08,23,NOAH,R3-1,1255.02,34.15656,-118.36666,POINT (-118.36666 34.15656)
23947,TR 91,Bldg-New,Apartment,2018-02-23,23,NOAH,R4-1,2086.2,34.067,-118.27812,POINT (-118.27812 34.067)
23948,TR 4416,Bldg-New,Apartment,2021-10-22,23,NOAH,C2-1VL-O-CPIO,2186.0,34.0396,-118.34005,POINT (-118.34005 34.0396)
23949,TR 5609,Bldg-New,Commercial,2021-04-01,23,NOAH,C4-1VL-POD,2678.0,34.04174,-118.42968,POINT (-118.42968 34.04174)
23950,TR 14015,Bldg-New,Apartment,2018-07-10,23,NOAH,R3-1,2761.0,33.97499,-118.37468,POINT (-118.37468 33.97499)
23954,STRONG AND DICKENSON'S SOUTH HOLLYWOOD NO. 1,Bldg-New,Apartment,2018-09-14,23,NOAH,R3-1,1918.2,34.08399,-118.33192,POINT (-118.33192 34.08399)
23955,TR 1200,Bldg-New,Apartment,2021-08-19,23,NOAH,[Q]R3-1,1283.03,34.18282,-118.45627,POINT (-118.45627 34.18282)
23957,WEST NINTH STREET HEIGHTS,Bldg-New,Apartment,2022-08-29,23,NOAH,R4-1,2123.05,34.05469,-118.29857,POINT (-118.29857 34.05469)
23958,BROWN'S RESUBDIVISION OF PART OF LOT 7 OF THE HOLST TRACT,Bldg-New,Apartment,2022-03-31,23,NOAH,R4-1,2122.02,34.05511,-118.28639,POINT (-118.28639 34.05511)
23960,TR 2085,Bldg-New,Apartment,2022-04-04,23,NOAH,C2-1VL-CPIO,2965.0,33.74583,-118.29249,POINT (-118.29249 33.74583)
23961,STRONG AND DICKENSON'S SOUTH HOLLYWOOD NO. 1,Bldg-New,Apartment,2016-05-26,23,NOAH,R3-1,1918.2,34.08685,-118.33084,POINT (-118.33084 34.08685)
23964,TR 7578,Bldg-New,Apartment,2016-10-17,23,NOAH,R4-1-RIO,1435.0,34.14595,-118.39679,POINT (-118.39679 34.14595)
23967,TR 10200,Bldg-New,Apartment,2017-01-10,23,AH,R3-1,2751.02,33.99739,-118.41328,POINT (-118.41328 33.99739)
23969,COUNTRY CLUB PARK,Bldg-New,Apartment,2019-12-23,23,NOAH,R3-1,2126.2,34.05503,-118.31129,POINT (-118.31129 34.05503)
23970,TR 12597,Bldg-New,Apartment,2021-10-05,24,NOAH,[Q]RD1.5-1,1281.01,34.18683,-118.43526,POINT (-118.43526 34.18683)
23971,TR 3376,Bldg-New,Apartment,2018-07-03,24,NOAH,R3-1,1924.1,34.08019,-118.31434,POINT (-118.31434 34.08019)
23972,WILSHIRE HARVARD HEIGHTS,Bldg-New,Apartment,2019-08-13,24,NOAH,R4-1,2125.01,34.05521,-118.30434,POINT (-118.30434 34.05521)
23973,TR 1971,Bldg-New,Commercial,2019-11-12,24,NOAH,C2-1,2752.0,33.99528,-118.41796,POINT (-118.41796 33.99528)
23974,PRIESTER TRACT,Bldg-New,Commercial,2017-06-30,24,NOAH,C2-1D,1912.03,34.09414,-118.29194,POINT (-118.29194 34.09414)
23975,GRIDER AND HAMILTON'S GARFIELD PLACE,Bldg-Addition,Apartment,2017-10-30,24,NOAH,C4-1D,1903.01,34.10305,-118.30946,POINT (-118.30946 34.10305)
23976,RE-SUBDIVISION OF BLOCKS 10 AND 11 HOLLYWOOD OCEAN VIEW TRACT,Bldg-New,Apartment,2021-03-11,24,NOAH,[Q]R4-1VL,1896.0,34.10591,-118.33321,POINT (-118.33321 34.10591)
23978,SUPLIMENTAL MAP OF THE HYDE PARK TRACT,Bldg-New,Apartment,2021-07-21,24,NOAH,C2-2D-SP,2349.02,33.98009,-118.33113,POINT (-118.33113 33.98009)
23979,PEASLEE TRACT,Bldg-New,Apartment,2019-02-21,24,NOAH,C2-1VL,2677.0,34.04399,-118.44578,POINT (-118.44578 34.04399)
23980,TR 2899,Bldg-New,Apartment,2016-06-06,24,NOAH,R3-1,1174.08,34.22384,-118.47233,POINT (-118.47233 34.22384)
23982,TR 8835,Bldg-New,Apartment,2020-09-22,24,NOAH,R3-1,1254.02,34.15988,-118.37347,POINT (-118.37347 34.15988)
23984,TR 1200,Bldg-New,Apartment,2019-03-15,24,NOAH,[Q]R3-1-CDO,1282.1,34.18604,-118.44455,POINT (-118.44455 34.18604)
23985,TR 4849,Bldg-New,Commercial,2019-09-03,24,NOAH,C4-1XL,1920.02,34.08411,-118.35721,POINT (-118.35721 34.08411)
23986,MORTIMER'S EAST HOLLYWOOD VIEW TRACT,Bldg-New,Apartment,2019-09-03,24,AH,R4-1D,1912.04,34.09123,-118.29749,POINT (-118.29749 34.09123)
23987,TR 10812,Bldg-New,Apartment,2018-12-28,24,NOAH,R3-1,1274.0,34.20857,-118.47675,POINT (-118.47675 34.20857)
23993,TR 7691,Bldg-New,Apartment,2016-12-08,24,NOAH,(Q) R3-1-K-RIO,1331.0,34.18195,-118.53686,POINT (-118.53686 34.18195)
23994,TR 10389,Bldg-New,Apartment,2017-04-20,24,NOAH,R3-1,2148.0,34.07436,-118.373,POINT (-118.373 34.07436)
23995,TR 060110-01-C,Bldg-New,Commercial,2016-01-08,24,NOAH,C2(PV),2756.02,33.97607,-118.4166,POINT (-118.4166 33.97607)
23997,LICENSED SURVEY,Bldg-New,Apartment,2017-06-19,24,AH,R3-1VL,1253.2,34.16577,-118.36233,POINT (-118.36233 34.16577)
23999,EX MISSION DE SAN FERNANDO,Bldg-New,Apartment,2019-11-14,24,NOAH,RA-1,1154.01,34.22121,-118.51393,POINT (-118.51393 34.22121)
24000,TR 525,Bldg-New,Commercial,2017-06-22,24,NOAH,C2-1,1927.0,34.08347,-118.28631,POINT (-118.28631 34.08347)
24001,TR 16711,Bldg-New,Apartment,2020-05-12,24,NOAH,[Q]CR-1-CDO,1201.05,34.2301,-118.45005,POINT (-118.45005 34.2301)
24002,TR 91,Bldg-New,Apartment,2022-10-13,24,NOAH,R4-1,2086.2,34.06785,-118.27757,POINT (-118.27757 34.06785)
24003,LICENSED SURVEY,Bldg-New,Apartment,2017-03-20,25,NOAH,R3-1VL,1253.2,34.16637,-118.362,POINT (-118.362 34.16637)
24004,TR 4464,Bldg-New,Apartment,2016-12-06,25,NOAH,[Q]R4-1,2162.0,34.06127,-118.35077,POINT (-118.35077 34.06127)
24005,TR 9795,Bldg-New,Apartment,2021-10-08,25,NOAH,[Q]C2-1VL-RIO,1434.0,34.15075,-118.42232,POINT (-118.42232 34.15075)
24006,TR 7428,Bldg-New,Apartment,2019-02-01,25,NOAH,R3-1,2753.11,33.98739,-118.41667,POINT (-118.41667 33.98739)
24007,ALVARADO HEIGHTS,Bldg-Addition,Apartment,2017-05-02,25,NOAH,C1-1-HPOZ,2098.2,34.04875,-118.27767,POINT (-118.27767 34.04875)
24011,TR 177,Bldg-New,Apartment,2022-05-02,25,AH,R3-1-O,2189.0,34.03108,-118.32685,POINT (-118.32685 34.03108)
24013,TR 7862,Bldg-New,Apartment,2018-06-11,25,NOAH,[Q]R3-1-O,2691.0,34.0547,-118.39668,POINT (-118.39668 34.0547)
24014,FIRTH'S BOULEVARD TRACT,Bldg-New,Apartment,2020-09-14,25,NOAH,R3-1,2423.0,33.95067,-118.24745,POINT (-118.24745 33.95067)
24016,TR 510,Bldg-New,Apartment,2021-07-14,25,NOAH,R3-1,2126.1,34.05908,-118.31411,POINT (-118.31411 34.05908)
24017,ELYSIAN GARDEN TRACT,Bldg-New,Commercial,2022-05-19,25,AH,[Q]CM-1XL-RIO,1872.0,34.10543,-118.24504,POINT (-118.24504 34.10543)
