Geo_FIPS,Geo_QName,Geo_FILEID,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_PUMA5,Geo_PUMA1,Geo_GEOID,Geo_NAME,Geo_BTTR,Geo_BTBG,Geo_PLACESE,SE_A10060_001,SE_A10060_002,SE_A10060_003,PCT_SE_A10060_002,PCT_SE_A10060_003
"06037408722","Census Tract 4087.22, Los Angeles County, California","ACSSF","ca","140","00","0005573",,,,,"06","037",,,"408722",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037408722","Census Tract 4087.22",,,,1241,1038,203,83.64,16.36
"06037408724","Census Tract 4087.24, Los Angeles County, California","ACSSF","ca","140","00","0005574",,,,,"06","037",,,"408724",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037408724","Census Tract 4087.24",,,,1558,43,1515,2.76,97.24
"06037408725","Census Tract 4087.25, Los Angeles County, California","ACSSF","ca","140","00","0005575",,,,,"06","037",,,"408725",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037408725","Census Tract 4087.25",,,,1918,1100,818,57.35,42.65
"06037408800","Census Tract 4088, Los Angeles County, California","ACSSF","ca","140","00","0005576",,,,,"06","037",,,"408800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037408800","Census Tract 4088",,,,1691,217,1474,12.83,87.17
"06037408900","Census Tract 4089, Los Angeles County, California","ACSSF","ca","140","00","0005577",,,,,"06","037",,,"408900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037408900","Census Tract 4089",,,,2381,1618,763,67.95,32.05
"06037409000","Census Tract 4090, Los Angeles County, California","ACSSF","ca","140","00","0005578",,,,,"06","037",,,"409000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037409000","Census Tract 4090",,,,2193,1068,1125,48.7,51.3
"06037409100","Census Tract 4091, Los Angeles County, California","ACSSF","ca","140","00","0005579",,,,,"06","037",,,"409100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037409100","Census Tract 4091",,,,1385,958,427,69.17,30.83
"06037430003","Census Tract 4300.03, Los Angeles County, California","ACSSF","ca","140","00","0005580",,,,,"06","037",,,"430003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037430003","Census Tract 4300.03",,,,1688,1565,123,92.71,7.29
"06037430004","Census Tract 4300.04, Los Angeles County, California","ACSSF","ca","140","00","0005581",,,,,"06","037",,,"430004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037430004","Census Tract 4300.04",,,,1049,748,301,71.31,28.69
"06037430005","Census Tract 4300.05, Los Angeles County, California","ACSSF","ca","140","00","0005582",,,,,"06","037",,,"430005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037430005","Census Tract 4300.05",,,,1339,869,470,64.9,35.1
"06037430101","Census Tract 4301.01, Los Angeles County, California","ACSSF","ca","140","00","0005583",,,,,"06","037",,,"430101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037430101","Census Tract 4301.01",,,,1897,830,1067,43.75,56.25
"06037430102","Census Tract 4301.02, Los Angeles County, California","ACSSF","ca","140","00","0005584",,,,,"06","037",,,"430102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037430102","Census Tract 4301.02",,,,1310,718,592,54.81,45.19
"06037430200","Census Tract 4302, Los Angeles County, California","ACSSF","ca","140","00","0005585",,,,,"06","037",,,"430200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037430200","Census Tract 4302",,,,428,238,190,55.61,44.39
"06037430301","Census Tract 4303.01, Los Angeles County, California","ACSSF","ca","140","00","0005586",,,,,"06","037",,,"430301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037430301","Census Tract 4303.01",,,,1644,1271,373,77.31,22.69
"06037430302","Census Tract 4303.02, Los Angeles County, California","ACSSF","ca","140","00","0005587",,,,,"06","037",,,"430302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037430302","Census Tract 4303.02",,,,2189,1512,677,69.07,30.93
"06037430400","Census Tract 4304, Los Angeles County, California","ACSSF","ca","140","00","0005588",,,,,"06","037",,,"430400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037430400","Census Tract 4304",,,,1439,1213,226,84.29,15.71
"06037430501","Census Tract 4305.01, Los Angeles County, California","ACSSF","ca","140","00","0005589",,,,,"06","037",,,"430501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037430501","Census Tract 4305.01",,,,1859,1345,514,72.35,27.65
"06037430502","Census Tract 4305.02, Los Angeles County, California","ACSSF","ca","140","00","0005590",,,,,"06","037",,,"430502",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037430502","Census Tract 4305.02",,,,3102,1512,1590,48.74,51.26
"06037430600","Census Tract 4306, Los Angeles County, California","ACSSF","ca","140","00","0005591",,,,,"06","037",,,"430600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037430600","Census Tract 4306",,,,1400,1246,154,89,11
"06037430701","Census Tract 4307.01, Los Angeles County, California","ACSSF","ca","140","00","0005592",,,,,"06","037",,,"430701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037430701","Census Tract 4307.01",,,,1835,1005,830,54.77,45.23
"06037430721","Census Tract 4307.21, Los Angeles County, California","ACSSF","ca","140","00","0005593",,,,,"06","037",,,"430721",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037430721","Census Tract 4307.21",,,,1278,745,533,58.29,41.71
"06037430723","Census Tract 4307.23, Los Angeles County, California","ACSSF","ca","140","00","0005594",,,,,"06","037",,,"430723",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037430723","Census Tract 4307.23",,,,1873,730,1143,38.97,61.03
"06037430724","Census Tract 4307.24, Los Angeles County, California","ACSSF","ca","140","00","0005595",,,,,"06","037",,,"430724",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037430724","Census Tract 4307.24",,,,1900,428,1472,22.53,77.47
"06037430801","Census Tract 4308.01, Los Angeles County, California","ACSSF","ca","140","00","0005596",,,,,"06","037",,,"430801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037430801","Census Tract 4308.01",,,,2213,1035,1178,46.77,53.23
"06037430802","Census Tract 4308.02, Los Angeles County, California","ACSSF","ca","140","00","0005597",,,,,"06","037",,,"430802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037430802","Census Tract 4308.02",,,,1309,1039,270,79.37,20.63
"06037430803","Census Tract 4308.03, Los Angeles County, California","ACSSF","ca","140","00","0005598",,,,,"06","037",,,"430803",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037430803","Census Tract 4308.03",,,,1833,1366,467,74.52,25.48
"06037430901","Census Tract 4309.01, Los Angeles County, California","ACSSF","ca","140","00","0005599",,,,,"06","037",,,"430901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037430901","Census Tract 4309.01",,,,1552,496,1056,31.96,68.04
"06037430902","Census Tract 4309.02, Los Angeles County, California","ACSSF","ca","140","00","0005600",,,,,"06","037",,,"430902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037430902","Census Tract 4309.02",,,,1788,616,1172,34.45,65.55
"06037431002","Census Tract 4310.02, Los Angeles County, California","ACSSF","ca","140","00","0005601",,,,,"06","037",,,"431002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037431002","Census Tract 4310.02",,,,1208,733,475,60.68,39.32
"06037431003","Census Tract 4310.03, Los Angeles County, California","ACSSF","ca","140","00","0005602",,,,,"06","037",,,"431003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037431003","Census Tract 4310.03",,,,1493,454,1039,30.41,69.59
"06037431004","Census Tract 4310.04, Los Angeles County, California","ACSSF","ca","140","00","0005603",,,,,"06","037",,,"431004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037431004","Census Tract 4310.04",,,,1213,442,771,36.44,63.56
"06037431100","Census Tract 4311, Los Angeles County, California","ACSSF","ca","140","00","0005604",,,,,"06","037",,,"431100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037431100","Census Tract 4311",,,,2220,1006,1214,45.32,54.68
"06037431200","Census Tract 4312, Los Angeles County, California","ACSSF","ca","140","00","0005605",,,,,"06","037",,,"431200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037431200","Census Tract 4312",,,,1492,985,507,66.02,33.98
"06037431300","Census Tract 4313, Los Angeles County, California","ACSSF","ca","140","00","0005606",,,,,"06","037",,,"431300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037431300","Census Tract 4313",,,,848,554,294,65.33,34.67
"06037431400","Census Tract 4314, Los Angeles County, California","ACSSF","ca","140","00","0005607",,,,,"06","037",,,"431400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037431400","Census Tract 4314",,,,1284,902,382,70.25,29.75
"06037431501","Census Tract 4315.01, Los Angeles County, California","ACSSF","ca","140","00","0005608",,,,,"06","037",,,"431501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037431501","Census Tract 4315.01",,,,1563,894,669,57.2,42.8
"06037431502","Census Tract 4315.02, Los Angeles County, California","ACSSF","ca","140","00","0005609",,,,,"06","037",,,"431502",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037431502","Census Tract 4315.02",,,,1397,900,497,64.42,35.58
"06037431600","Census Tract 4316, Los Angeles County, California","ACSSF","ca","140","00","0005610",,,,,"06","037",,,"431600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037431600","Census Tract 4316",,,,1338,1009,329,75.41,24.59
"06037431701","Census Tract 4317.01, Los Angeles County, California","ACSSF","ca","140","00","0005611",,,,,"06","037",,,"431701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037431701","Census Tract 4317.01",,,,2051,1400,651,68.26,31.74
"06037431800","Census Tract 4318, Los Angeles County, California","ACSSF","ca","140","00","0005612",,,,,"06","037",,,"431800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037431800","Census Tract 4318",,,,1793,995,798,55.49,44.51
"06037431900","Census Tract 4319, Los Angeles County, California","ACSSF","ca","140","00","0005613",,,,,"06","037",,,"431900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037431900","Census Tract 4319",,,,1361,569,792,41.81,58.19
"06037432001","Census Tract 4320.01, Los Angeles County, California","ACSSF","ca","140","00","0005614",,,,,"06","037",,,"432001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037432001","Census Tract 4320.01",,,,616,431,185,69.97,30.03
"06037432002","Census Tract 4320.02, Los Angeles County, California","ACSSF","ca","140","00","0005615",,,,,"06","037",,,"432002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037432002","Census Tract 4320.02",,,,1868,1061,807,56.8,43.2
"06037432101","Census Tract 4321.01, Los Angeles County, California","ACSSF","ca","140","00","0005616",,,,,"06","037",,,"432101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037432101","Census Tract 4321.01",,,,1404,1025,379,73.01,26.99
"06037432102","Census Tract 4321.02, Los Angeles County, California","ACSSF","ca","140","00","0005617",,,,,"06","037",,,"432102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037432102","Census Tract 4321.02",,,,1737,1414,323,81.4,18.6
"06037432201","Census Tract 4322.01, Los Angeles County, California","ACSSF","ca","140","00","0005618",,,,,"06","037",,,"432201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037432201","Census Tract 4322.01",,,,1328,782,546,58.89,41.11
"06037432202","Census Tract 4322.02, Los Angeles County, California","ACSSF","ca","140","00","0005619",,,,,"06","037",,,"432202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037432202","Census Tract 4322.02",,,,1069,596,473,55.75,44.25
"06037432300","Census Tract 4323, Los Angeles County, California","ACSSF","ca","140","00","0005620",,,,,"06","037",,,"432300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037432300","Census Tract 4323",,,,1092,606,486,55.49,44.51
"06037432401","Census Tract 4324.01, Los Angeles County, California","ACSSF","ca","140","00","0005621",,,,,"06","037",,,"432401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037432401","Census Tract 4324.01",,,,1000,401,599,40.1,59.9
"06037432402","Census Tract 4324.02, Los Angeles County, California","ACSSF","ca","140","00","0005622",,,,,"06","037",,,"432402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037432402","Census Tract 4324.02",,,,1530,485,1045,31.7,68.3
"06037432501","Census Tract 4325.01, Los Angeles County, California","ACSSF","ca","140","00","0005623",,,,,"06","037",,,"432501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037432501","Census Tract 4325.01",,,,1379,720,659,52.21,47.79
"06037432502","Census Tract 4325.02, Los Angeles County, California","ACSSF","ca","140","00","0005624",,,,,"06","037",,,"432502",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037432502","Census Tract 4325.02",,,,901,632,269,70.14,29.86
"06037432601","Census Tract 4326.01, Los Angeles County, California","ACSSF","ca","140","00","0005625",,,,,"06","037",,,"432601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037432601","Census Tract 4326.01",,,,1826,843,983,46.17,53.83
"06037432602","Census Tract 4326.02, Los Angeles County, California","ACSSF","ca","140","00","0005626",,,,,"06","037",,,"432602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037432602","Census Tract 4326.02",,,,1093,631,462,57.73,42.27
"06037432700","Census Tract 4327, Los Angeles County, California","ACSSF","ca","140","00","0005627",,,,,"06","037",,,"432700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037432700","Census Tract 4327",,,,1416,663,753,46.82,53.18
"06037432801","Census Tract 4328.01, Los Angeles County, California","ACSSF","ca","140","00","0005628",,,,,"06","037",,,"432801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037432801","Census Tract 4328.01",,,,822,240,582,29.2,70.8
"06037432802","Census Tract 4328.02, Los Angeles County, California","ACSSF","ca","140","00","0005629",,,,,"06","037",,,"432802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037432802","Census Tract 4328.02",,,,1401,173,1228,12.35,87.65
"06037432901","Census Tract 4329.01, Los Angeles County, California","ACSSF","ca","140","00","0005630",,,,,"06","037",,,"432901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037432901","Census Tract 4329.01",,,,1129,529,600,46.86,53.14
"06037432902","Census Tract 4329.02, Los Angeles County, California","ACSSF","ca","140","00","0005631",,,,,"06","037",,,"432902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037432902","Census Tract 4329.02",,,,813,590,223,72.57,27.43
"06037433103","Census Tract 4331.03, Los Angeles County, California","ACSSF","ca","140","00","0005632",,,,,"06","037",,,"433103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037433103","Census Tract 4331.03",,,,1840,959,881,52.12,47.88
"06037433200","Census Tract 4332, Los Angeles County, California","ACSSF","ca","140","00","0005633",,,,,"06","037",,,"433200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037433200","Census Tract 4332",,,,1627,864,763,53.1,46.9
"06037433302","Census Tract 4333.02, Los Angeles County, California","ACSSF","ca","140","00","0005634",,,,,"06","037",,,"433302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037433302","Census Tract 4333.02",,,,457,82,375,17.94,82.06
"06037433304","Census Tract 4333.04, Los Angeles County, California","ACSSF","ca","140","00","0005635",,,,,"06","037",,,"433304",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037433304","Census Tract 4333.04",,,,1108,246,862,22.2,77.8
"06037433305","Census Tract 4333.05, Los Angeles County, California","ACSSF","ca","140","00","0005636",,,,,"06","037",,,"433305",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037433305","Census Tract 4333.05",,,,1256,194,1062,15.45,84.55
"06037433306","Census Tract 4333.06, Los Angeles County, California","ACSSF","ca","140","00","0005637",,,,,"06","037",,,"433306",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037433306","Census Tract 4333.06",,,,827,363,464,43.89,56.11
"06037433307","Census Tract 4333.07, Los Angeles County, California","ACSSF","ca","140","00","0005638",,,,,"06","037",,,"433307",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037433307","Census Tract 4333.07",,,,810,373,437,46.05,53.95
"06037433402","Census Tract 4334.02, Los Angeles County, California","ACSSF","ca","140","00","0005639",,,,,"06","037",,,"433402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037433402","Census Tract 4334.02",,,,1123,337,786,30.01,69.99
"06037433403","Census Tract 4334.03, Los Angeles County, California","ACSSF","ca","140","00","0005640",,,,,"06","037",,,"433403",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037433403","Census Tract 4334.03",,,,1239,357,882,28.81,71.19
"06037433505","Census Tract 4335.05, Los Angeles County, California","ACSSF","ca","140","00","0005641",,,,,"06","037",,,"433505",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037433505","Census Tract 4335.05",,,,1086,414,672,38.12,61.88
"06037433506","Census Tract 4335.06, Los Angeles County, California","ACSSF","ca","140","00","0005642",,,,,"06","037",,,"433506",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037433506","Census Tract 4335.06",,,,1036,199,837,19.21,80.79
"06037433601","Census Tract 4336.01, Los Angeles County, California","ACSSF","ca","140","00","0005643",,,,,"06","037",,,"433601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037433601","Census Tract 4336.01",,,,1283,570,713,44.43,55.57
"06037433602","Census Tract 4336.02, Los Angeles County, California","ACSSF","ca","140","00","0005644",,,,,"06","037",,,"433602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037433602","Census Tract 4336.02",,,,786,416,370,52.93,47.07
"06037433803","Census Tract 4338.03, Los Angeles County, California","ACSSF","ca","140","00","0005645",,,,,"06","037",,,"433803",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037433803","Census Tract 4338.03",,,,851,701,150,82.37,17.63
"06037433804","Census Tract 4338.04, Los Angeles County, California","ACSSF","ca","140","00","0005646",,,,,"06","037",,,"433804",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037433804","Census Tract 4338.04",,,,1048,461,587,43.99,56.01
"06037433901","Census Tract 4339.01, Los Angeles County, California","ACSSF","ca","140","00","0005647",,,,,"06","037",,,"433901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037433901","Census Tract 4339.01",,,,1339,380,959,28.38,71.62
"06037433903","Census Tract 4339.03, Los Angeles County, California","ACSSF","ca","140","00","0005648",,,,,"06","037",,,"433903",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037433903","Census Tract 4339.03",,,,1408,607,801,43.11,56.89
"06037434001","Census Tract 4340.01, Los Angeles County, California","ACSSF","ca","140","00","0005649",,,,,"06","037",,,"434001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037434001","Census Tract 4340.01",,,,972,659,313,67.8,32.2
"06037434003","Census Tract 4340.03, Los Angeles County, California","ACSSF","ca","140","00","0005650",,,,,"06","037",,,"434003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037434003","Census Tract 4340.03",,,,939,411,528,43.77,56.23
"06037434004","Census Tract 4340.04, Los Angeles County, California","ACSSF","ca","140","00","0005651",,,,,"06","037",,,"434004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037434004","Census Tract 4340.04",,,,705,443,262,62.84,37.16
"06037434100","Census Tract 4341, Los Angeles County, California","ACSSF","ca","140","00","0005652",,,,,"06","037",,,"434100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037434100","Census Tract 4341",,,,1544,855,689,55.38,44.62
"06037460001","Census Tract 4600.01, Los Angeles County, California","ACSSF","ca","140","00","0005653",,,,,"06","037",,,"460001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037460001","Census Tract 4600.01",,,,598,563,35,94.15,5.85
"06037460002","Census Tract 4600.02, Los Angeles County, California","ACSSF","ca","140","00","0005654",,,,,"06","037",,,"460002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037460002","Census Tract 4600.02",,,,1042,901,141,86.47,13.53
"06037460101","Census Tract 4601.01, Los Angeles County, California","ACSSF","ca","140","00","0005655",,,,,"06","037",,,"460101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037460101","Census Tract 4601.01",,,,2341,2091,250,89.32,10.68
"06037460200","Census Tract 4602, Los Angeles County, California","ACSSF","ca","140","00","0005656",,,,,"06","037",,,"460200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037460200","Census Tract 4602",,,,1775,1467,308,82.65,17.35
"06037460301","Census Tract 4603.01, Los Angeles County, California","ACSSF","ca","140","00","0005657",,,,,"06","037",,,"460301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037460301","Census Tract 4603.01",,,,1412,1153,259,81.66,18.34
"06037460302","Census Tract 4603.02, Los Angeles County, California","ACSSF","ca","140","00","0005658",,,,,"06","037",,,"460302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037460302","Census Tract 4603.02",,,,1592,1159,433,72.8,27.2
"06037460401","Census Tract 4604.01, Los Angeles County, California","ACSSF","ca","140","00","0005659",,,,,"06","037",,,"460401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037460401","Census Tract 4604.01",,,,349,193,156,55.3,44.7
"06037460501","Census Tract 4605.01, Los Angeles County, California","ACSSF","ca","140","00","0005660",,,,,"06","037",,,"460501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037460501","Census Tract 4605.01",,,,1716,1604,112,93.47,6.53
"06037460502","Census Tract 4605.02, Los Angeles County, California","ACSSF","ca","140","00","0005661",,,,,"06","037",,,"460502",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037460502","Census Tract 4605.02",,,,1455,1343,112,92.3,7.7
"06037460601","Census Tract 4606.01, Los Angeles County, California","ACSSF","ca","140","00","0005662",,,,,"06","037",,,"460601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037460601","Census Tract 4606.01",,,,1748,1393,355,79.69,20.31
"06037460700","Census Tract 4607, Los Angeles County, California","ACSSF","ca","140","00","0005663",,,,,"06","037",,,"460700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037460700","Census Tract 4607",,,,1525,1443,82,94.62,5.38
"06037460800","Census Tract 4608, Los Angeles County, California","ACSSF","ca","140","00","0005664",,,,,"06","037",,,"460800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037460800","Census Tract 4608",,,,1131,1115,16,98.59,1.41
"06037460900","Census Tract 4609, Los Angeles County, California","ACSSF","ca","140","00","0005665",,,,,"06","037",,,"460900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037460900","Census Tract 4609",,,,1910,1162,748,60.84,39.16
"06037461000","Census Tract 4610, Los Angeles County, California","ACSSF","ca","140","00","0005666",,,,,"06","037",,,"461000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037461000","Census Tract 4610",,,,1534,1118,416,72.88,27.12
"06037461100","Census Tract 4611, Los Angeles County, California","ACSSF","ca","140","00","0005667",,,,,"06","037",,,"461100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037461100","Census Tract 4611",,,,1792,1088,704,60.71,39.29
"06037461200","Census Tract 4612, Los Angeles County, California","ACSSF","ca","140","00","0005668",,,,,"06","037",,,"461200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037461200","Census Tract 4612",,,,1681,1440,241,85.66,14.34
"06037461300","Census Tract 4613, Los Angeles County, California","ACSSF","ca","140","00","0005669",,,,,"06","037",,,"461300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037461300","Census Tract 4613",,,,2439,1370,1069,56.17,43.83
"06037461400","Census Tract 4614, Los Angeles County, California","ACSSF","ca","140","00","0005670",,,,,"06","037",,,"461400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037461400","Census Tract 4614",,,,1199,477,722,39.78,60.22
"06037461501","Census Tract 4615.01, Los Angeles County, California","ACSSF","ca","140","00","0005671",,,,,"06","037",,,"461501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037461501","Census Tract 4615.01",,,,1282,686,596,53.51,46.49
"06037461502","Census Tract 4615.02, Los Angeles County, California","ACSSF","ca","140","00","0005672",,,,,"06","037",,,"461502",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037461502","Census Tract 4615.02",,,,1783,853,930,47.84,52.16
"06037461600","Census Tract 4616, Los Angeles County, California","ACSSF","ca","140","00","0005673",,,,,"06","037",,,"461600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037461600","Census Tract 4616",,,,1739,555,1184,31.91,68.09
"06037461700","Census Tract 4617, Los Angeles County, California","ACSSF","ca","140","00","0005674",,,,,"06","037",,,"461700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037461700","Census Tract 4617",,,,626,523,103,83.55,16.45
"06037461901","Census Tract 4619.01, Los Angeles County, California","ACSSF","ca","140","00","0005675",,,,,"06","037",,,"461901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037461901","Census Tract 4619.01",,,,1662,244,1418,14.68,85.32
