Geo_FIPS,Geo_QName,Geo_FILEID,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_PUMA5,Geo_PUMA1,Geo_GEOID,Geo_NAME,Geo_BTTR,Geo_BTBG,Geo_PLACESE,SE_A10060_001,SE_A10060_002,SE_A10060_003,PCT_SE_A10060_002,PCT_SE_A10060_003
"06037183103","Census Tract 1831.03, Los Angeles County, California","ACSSF","ca","140","00","0004597",,,,,"06","037",,,"183103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037183103","Census Tract 1831.03",,,,1647,362,1285,21.98,78.02
"06037183104","Census Tract 1831.04, Los Angeles County, California","ACSSF","ca","140","00","0004598",,,,,"06","037",,,"183104",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037183104","Census Tract 1831.04",,,,726,479,247,65.98,34.02
"06037183220","Census Tract 1832.20, Los Angeles County, California","ACSSF","ca","140","00","0004599",,,,,"06","037",,,"183220",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037183220","Census Tract 1832.20",,,,1051,565,486,53.76,46.24
"06037183221","Census Tract 1832.21, Los Angeles County, California","ACSSF","ca","140","00","0004600",,,,,"06","037",,,"183221",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037183221","Census Tract 1832.21",,,,1116,608,508,54.48,45.52
"06037183222","Census Tract 1832.22, Los Angeles County, California","ACSSF","ca","140","00","0004601",,,,,"06","037",,,"183222",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037183222","Census Tract 1832.22",,,,1553,924,629,59.5,40.5
"06037183300","Census Tract 1833, Los Angeles County, California","ACSSF","ca","140","00","0004602",,,,,"06","037",,,"183300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037183300","Census Tract 1833",,,,1107,457,650,41.28,58.72
"06037183401","Census Tract 1834.01, Los Angeles County, California","ACSSF","ca","140","00","0004603",,,,,"06","037",,,"183401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037183401","Census Tract 1834.01",,,,827,421,406,50.91,49.09
"06037183402","Census Tract 1834.02, Los Angeles County, California","ACSSF","ca","140","00","0004604",,,,,"06","037",,,"183402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037183402","Census Tract 1834.02",,,,1037,210,827,20.25,79.75
"06037183510","Census Tract 1835.10, Los Angeles County, California","ACSSF","ca","140","00","0004605",,,,,"06","037",,,"183510",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037183510","Census Tract 1835.10",,,,790,592,198,74.94,25.06
"06037183520","Census Tract 1835.20, Los Angeles County, California","ACSSF","ca","140","00","0004606",,,,,"06","037",,,"183520",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037183520","Census Tract 1835.20",,,,1215,431,784,35.47,64.53
"06037183610","Census Tract 1836.10, Los Angeles County, California","ACSSF","ca","140","00","0004607",,,,,"06","037",,,"183610",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037183610","Census Tract 1836.10",,,,963,296,667,30.74,69.26
"06037183620","Census Tract 1836.20, Los Angeles County, California","ACSSF","ca","140","00","0004608",,,,,"06","037",,,"183620",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037183620","Census Tract 1836.20",,,,1021,470,551,46.03,53.97
"06037183701","Census Tract 1837.01, Los Angeles County, California","ACSSF","ca","140","00","0004609",,,,,"06","037",,,"183701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037183701","Census Tract 1837.01",,,,1311,459,852,35.01,64.99
"06037183702","Census Tract 1837.02, Los Angeles County, California","ACSSF","ca","140","00","0004610",,,,,"06","037",,,"183702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037183702","Census Tract 1837.02",,,,1100,526,574,47.82,52.18
"06037183810","Census Tract 1838.10, Los Angeles County, California","ACSSF","ca","140","00","0004611",,,,,"06","037",,,"183810",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037183810","Census Tract 1838.10",,,,1459,263,1196,18.03,81.97
"06037183820","Census Tract 1838.20, Los Angeles County, California","ACSSF","ca","140","00","0004612",,,,,"06","037",,,"183820",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037183820","Census Tract 1838.20",,,,1208,167,1041,13.82,86.18
"06037185101","Census Tract 1851.01, Los Angeles County, California","ACSSF","ca","140","00","0004613",,,,,"06","037",,,"185101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037185101","Census Tract 1851.01",,,,951,259,692,27.23,72.77
"06037185102","Census Tract 1851.02, Los Angeles County, California","ACSSF","ca","140","00","0004614",,,,,"06","037",,,"185102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037185102","Census Tract 1851.02",,,,1386,1066,320,76.91,23.09
"06037185202","Census Tract 1852.02, Los Angeles County, California","ACSSF","ca","140","00","0004615",,,,,"06","037",,,"185202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037185202","Census Tract 1852.02",,,,1481,769,712,51.92,48.08
"06037185203","Census Tract 1852.03, Los Angeles County, California","ACSSF","ca","140","00","0004616",,,,,"06","037",,,"185203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037185203","Census Tract 1852.03",,,,884,316,568,35.75,64.25
"06037185204","Census Tract 1852.04, Los Angeles County, California","ACSSF","ca","140","00","0004617",,,,,"06","037",,,"185204",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037185204","Census Tract 1852.04",,,,726,520,206,71.63,28.37
"06037185310","Census Tract 1853.10, Los Angeles County, California","ACSSF","ca","140","00","0004618",,,,,"06","037",,,"185310",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037185310","Census Tract 1853.10",,,,889,323,566,36.33,63.67
"06037185320","Census Tract 1853.20, Los Angeles County, California","ACSSF","ca","140","00","0004619",,,,,"06","037",,,"185320",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037185320","Census Tract 1853.20",,,,902,370,532,41.02,58.98
"06037186100","Census Tract 1861, Los Angeles County, California","ACSSF","ca","140","00","0004620",,,,,"06","037",,,"186100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037186100","Census Tract 1861",,,,1862,1088,774,58.43,41.57
"06037186201","Census Tract 1862.01, Los Angeles County, California","ACSSF","ca","140","00","0004621",,,,,"06","037",,,"186201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037186201","Census Tract 1862.01",,,,1280,507,773,39.61,60.39
"06037186202","Census Tract 1862.02, Los Angeles County, California","ACSSF","ca","140","00","0004622",,,,,"06","037",,,"186202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037186202","Census Tract 1862.02",,,,695,314,381,45.18,54.82
"06037186203","Census Tract 1862.03, Los Angeles County, California","ACSSF","ca","140","00","0004623",,,,,"06","037",,,"186203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037186203","Census Tract 1862.03",,,,1071,843,228,78.71,21.29
"06037186301","Census Tract 1863.01, Los Angeles County, California","ACSSF","ca","140","00","0004624",,,,,"06","037",,,"186301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037186301","Census Tract 1863.01",,,,818,231,587,28.24,71.76
"06037186302","Census Tract 1863.02, Los Angeles County, California","ACSSF","ca","140","00","0004625",,,,,"06","037",,,"186302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037186302","Census Tract 1863.02",,,,1854,1154,700,62.24,37.76
"06037186401","Census Tract 1864.01, Los Angeles County, California","ACSSF","ca","140","00","0004626",,,,,"06","037",,,"186401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037186401","Census Tract 1864.01",,,,876,126,750,14.38,85.62
"06037186403","Census Tract 1864.03, Los Angeles County, California","ACSSF","ca","140","00","0004627",,,,,"06","037",,,"186403",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037186403","Census Tract 1864.03",,,,787,318,469,40.41,59.59
"06037186404","Census Tract 1864.04, Los Angeles County, California","ACSSF","ca","140","00","0004628",,,,,"06","037",,,"186404",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037186404","Census Tract 1864.04",,,,793,232,561,29.26,70.74
"06037187101","Census Tract 1871.01, Los Angeles County, California","ACSSF","ca","140","00","0004629",,,,,"06","037",,,"187101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037187101","Census Tract 1871.01",,,,1196,596,600,49.83,50.17
"06037187102","Census Tract 1871.02, Los Angeles County, California","ACSSF","ca","140","00","0004630",,,,,"06","037",,,"187102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037187102","Census Tract 1871.02",,,,1597,628,969,39.32,60.68
"06037187200","Census Tract 1872, Los Angeles County, California","ACSSF","ca","140","00","0004631",,,,,"06","037",,,"187200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037187200","Census Tract 1872",,,,1036,401,635,38.71,61.29
"06037187300","Census Tract 1873, Los Angeles County, California","ACSSF","ca","140","00","0004632",,,,,"06","037",,,"187300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037187300","Census Tract 1873",,,,1579,644,935,40.79,59.21
"06037188100","Census Tract 1881, Los Angeles County, California","ACSSF","ca","140","00","0004633",,,,,"06","037",,,"188100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037188100","Census Tract 1881",,,,1831,423,1408,23.1,76.9
"06037188201","Census Tract 1882.01, Los Angeles County, California","ACSSF","ca","140","00","0004634",,,,,"06","037",,,"188201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037188201","Census Tract 1882.01",,,,1554,325,1229,20.91,79.09
"06037188202","Census Tract 1882.02, Los Angeles County, California","ACSSF","ca","140","00","0004635",,,,,"06","037",,,"188202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037188202","Census Tract 1882.02",,,,1251,751,500,60.03,39.97
"06037188300","Census Tract 1883, Los Angeles County, California","ACSSF","ca","140","00","0004636",,,,,"06","037",,,"188300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037188300","Census Tract 1883",,,,1379,584,795,42.35,57.65
"06037189101","Census Tract 1891.01, Los Angeles County, California","ACSSF","ca","140","00","0004637",,,,,"06","037",,,"189101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037189101","Census Tract 1891.01",,,,1214,265,949,21.83,78.17
"06037189102","Census Tract 1891.02, Los Angeles County, California","ACSSF","ca","140","00","0004638",,,,,"06","037",,,"189102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037189102","Census Tract 1891.02",,,,1967,458,1509,23.28,76.72
"06037189201","Census Tract 1892.01, Los Angeles County, California","ACSSF","ca","140","00","0004639",,,,,"06","037",,,"189201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037189201","Census Tract 1892.01",,,,1748,156,1592,8.92,91.08
"06037189202","Census Tract 1892.02, Los Angeles County, California","ACSSF","ca","140","00","0004640",,,,,"06","037",,,"189202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037189202","Census Tract 1892.02",,,,1289,522,767,40.5,59.5
"06037189300","Census Tract 1893, Los Angeles County, California","ACSSF","ca","140","00","0004641",,,,,"06","037",,,"189300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037189300","Census Tract 1893",,,,1353,1285,68,94.97,5.03
"06037189400","Census Tract 1894, Los Angeles County, California","ACSSF","ca","140","00","0004642",,,,,"06","037",,,"189400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037189400","Census Tract 1894",,,,1548,838,710,54.13,45.87
"06037189501","Census Tract 1895.01, Los Angeles County, California","ACSSF","ca","140","00","0004643",,,,,"06","037",,,"189501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037189501","Census Tract 1895.01",,,,1474,295,1179,20.01,79.99
"06037189502","Census Tract 1895.02, Los Angeles County, California","ACSSF","ca","140","00","0004644",,,,,"06","037",,,"189502",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037189502","Census Tract 1895.02",,,,1311,134,1177,10.22,89.78
"06037189600","Census Tract 1896, Los Angeles County, California","ACSSF","ca","140","00","0004645",,,,,"06","037",,,"189600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037189600","Census Tract 1896",,,,1988,702,1286,35.31,64.69
"06037189702","Census Tract 1897.02, Los Angeles County, California","ACSSF","ca","140","00","0004646",,,,,"06","037",,,"189702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037189702","Census Tract 1897.02",,,,1268,531,737,41.88,58.12
"06037189703","Census Tract 1897.03, Los Angeles County, California","ACSSF","ca","140","00","0004647",,,,,"06","037",,,"189703",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037189703","Census Tract 1897.03",,,,998,603,395,60.42,39.58
"06037189704","Census Tract 1897.04, Los Angeles County, California","ACSSF","ca","140","00","0004648",,,,,"06","037",,,"189704",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037189704","Census Tract 1897.04",,,,686,391,295,57,43
"06037189801","Census Tract 1898.01, Los Angeles County, California","ACSSF","ca","140","00","0004649",,,,,"06","037",,,"189801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037189801","Census Tract 1898.01",,,,1290,325,965,25.19,74.81
"06037189802","Census Tract 1898.02, Los Angeles County, California","ACSSF","ca","140","00","0004650",,,,,"06","037",,,"189802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037189802","Census Tract 1898.02",,,,1065,339,726,31.83,68.17
"06037189903","Census Tract 1899.03, Los Angeles County, California","ACSSF","ca","140","00","0004651",,,,,"06","037",,,"189903",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037189903","Census Tract 1899.03",,,,1594,501,1093,31.43,68.57
"06037189904","Census Tract 1899.04, Los Angeles County, California","ACSSF","ca","140","00","0004652",,,,,"06","037",,,"189904",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037189904","Census Tract 1899.04",,,,1436,29,1407,2.02,97.98
"06037189905","Census Tract 1899.05, Los Angeles County, California","ACSSF","ca","140","00","0004653",,,,,"06","037",,,"189905",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037189905","Census Tract 1899.05",,,,1351,270,1081,19.99,80.01
"06037189906","Census Tract 1899.06, Los Angeles County, California","ACSSF","ca","140","00","0004654",,,,,"06","037",,,"189906",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037189906","Census Tract 1899.06",,,,1379,75,1304,5.44,94.56
"06037189907","Census Tract 1899.07, Los Angeles County, California","ACSSF","ca","140","00","0004655",,,,,"06","037",,,"189907",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037189907","Census Tract 1899.07",,,,1404,56,1348,3.99,96.01
"06037190101","Census Tract 1901.01, Los Angeles County, California","ACSSF","ca","140","00","0004656",,,,,"06","037",,,"190101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037190101","Census Tract 1901.01",,,,1197,0,1197,0,100
"06037190102","Census Tract 1901.02, Los Angeles County, California","ACSSF","ca","140","00","0004657",,,,,"06","037",,,"190102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037190102","Census Tract 1901.02",,,,1351,65,1286,4.81,95.19
"06037190201","Census Tract 1902.01, Los Angeles County, California","ACSSF","ca","140","00","0004658",,,,,"06","037",,,"190201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037190201","Census Tract 1902.01",,,,1415,4,1411,0.28,99.72
"06037190202","Census Tract 1902.02, Los Angeles County, California","ACSSF","ca","140","00","0004659",,,,,"06","037",,,"190202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037190202","Census Tract 1902.02",,,,2266,39,2227,1.72,98.28
"06037190302","Census Tract 1903.02, Los Angeles County, California","ACSSF","ca","140","00","0004660",,,,,"06","037",,,"190302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037190302","Census Tract 1903.02",,,,1172,164,1008,13.99,86.01
"06037190303","Census Tract 1903.03, Los Angeles County, California","ACSSF","ca","140","00","0004661",,,,,"06","037",,,"190303",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037190303","Census Tract 1903.03",,,,1704,16,1688,0.94,99.06
"06037190401","Census Tract 1904.01, Los Angeles County, California","ACSSF","ca","140","00","0004662",,,,,"06","037",,,"190401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037190401","Census Tract 1904.01",,,,1639,17,1622,1.04,98.96
"06037190402","Census Tract 1904.02, Los Angeles County, California","ACSSF","ca","140","00","0004663",,,,,"06","037",,,"190402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037190402","Census Tract 1904.02",,,,1229,3,1226,0.24,99.76
"06037190510","Census Tract 1905.10, Los Angeles County, California","ACSSF","ca","140","00","0004664",,,,,"06","037",,,"190510",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037190510","Census Tract 1905.10",,,,1595,0,1595,0,100
"06037190520","Census Tract 1905.20, Los Angeles County, California","ACSSF","ca","140","00","0004665",,,,,"06","037",,,"190520",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037190520","Census Tract 1905.20",,,,1531,144,1387,9.41,90.59
"06037190701","Census Tract 1907.01, Los Angeles County, California","ACSSF","ca","140","00","0004666",,,,,"06","037",,,"190701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037190701","Census Tract 1907.01",,,,835,77,758,9.22,90.78
"06037190702","Census Tract 1907.02, Los Angeles County, California","ACSSF","ca","140","00","0004667",,,,,"06","037",,,"190702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037190702","Census Tract 1907.02",,,,724,84,640,11.6,88.4
"06037190801","Census Tract 1908.01, Los Angeles County, California","ACSSF","ca","140","00","0004668",,,,,"06","037",,,"190801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037190801","Census Tract 1908.01",,,,1244,72,1172,5.79,94.21
"06037190802","Census Tract 1908.02, Los Angeles County, California","ACSSF","ca","140","00","0004669",,,,,"06","037",,,"190802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037190802","Census Tract 1908.02",,,,1423,158,1265,11.1,88.9
"06037190901","Census Tract 1909.01, Los Angeles County, California","ACSSF","ca","140","00","0004670",,,,,"06","037",,,"190901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037190901","Census Tract 1909.01",,,,1193,73,1120,6.12,93.88
"06037190902","Census Tract 1909.02, Los Angeles County, California","ACSSF","ca","140","00","0004671",,,,,"06","037",,,"190902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037190902","Census Tract 1909.02",,,,1536,89,1447,5.79,94.21
"06037191000","Census Tract 1910, Los Angeles County, California","ACSSF","ca","140","00","0004672",,,,,"06","037",,,"191000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037191000","Census Tract 1910",,,,2991,162,2829,5.42,94.58
"06037191110","Census Tract 1911.10, Los Angeles County, California","ACSSF","ca","140","00","0004673",,,,,"06","037",,,"191110",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037191110","Census Tract 1911.10",,,,1016,37,979,3.64,96.36
"06037191120","Census Tract 1911.20, Los Angeles County, California","ACSSF","ca","140","00","0004674",,,,,"06","037",,,"191120",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037191120","Census Tract 1911.20",,,,1600,132,1468,8.25,91.75
"06037191201","Census Tract 1912.01, Los Angeles County, California","ACSSF","ca","140","00","0004675",,,,,"06","037",,,"191201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037191201","Census Tract 1912.01",,,,1680,67,1613,3.99,96.01
"06037191203","Census Tract 1912.03, Los Angeles County, California","ACSSF","ca","140","00","0004676",,,,,"06","037",,,"191203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037191203","Census Tract 1912.03",,,,1038,48,990,4.62,95.38
"06037191204","Census Tract 1912.04, Los Angeles County, California","ACSSF","ca","140","00","0004677",,,,,"06","037",,,"191204",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037191204","Census Tract 1912.04",,,,698,50,648,7.16,92.84
"06037191301","Census Tract 1913.01, Los Angeles County, California","ACSSF","ca","140","00","0004678",,,,,"06","037",,,"191301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037191301","Census Tract 1913.01",,,,953,175,778,18.36,81.64
"06037191302","Census Tract 1913.02, Los Angeles County, California","ACSSF","ca","140","00","0004679",,,,,"06","037",,,"191302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037191302","Census Tract 1913.02",,,,809,91,718,11.25,88.75
"06037191410","Census Tract 1914.10, Los Angeles County, California","ACSSF","ca","140","00","0004680",,,,,"06","037",,,"191410",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037191410","Census Tract 1914.10",,,,1390,67,1323,4.82,95.18
"06037191420","Census Tract 1914.20, Los Angeles County, California","ACSSF","ca","140","00","0004681",,,,,"06","037",,,"191420",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037191420","Census Tract 1914.20",,,,1123,151,972,13.45,86.55
"06037191500","Census Tract 1915, Los Angeles County, California","ACSSF","ca","140","00","0004682",,,,,"06","037",,,"191500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037191500","Census Tract 1915",,,,1793,351,1442,19.58,80.42
"06037191610","Census Tract 1916.10, Los Angeles County, California","ACSSF","ca","140","00","0004683",,,,,"06","037",,,"191610",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037191610","Census Tract 1916.10",,,,1371,145,1226,10.58,89.42
"06037191620","Census Tract 1916.20, Los Angeles County, California","ACSSF","ca","140","00","0004684",,,,,"06","037",,,"191620",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037191620","Census Tract 1916.20",,,,1003,46,957,4.59,95.41
"06037191710","Census Tract 1917.10, Los Angeles County, California","ACSSF","ca","140","00","0004685",,,,,"06","037",,,"191710",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037191710","Census Tract 1917.10",,,,1187,55,1132,4.63,95.37
"06037191720","Census Tract 1917.20, Los Angeles County, California","ACSSF","ca","140","00","0004686",,,,,"06","037",,,"191720",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037191720","Census Tract 1917.20",,,,1339,64,1275,4.78,95.22
"06037191810","Census Tract 1918.10, Los Angeles County, California","ACSSF","ca","140","00","0004687",,,,,"06","037",,,"191810",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037191810","Census Tract 1918.10",,,,1226,52,1174,4.24,95.76
"06037191820","Census Tract 1918.20, Los Angeles County, California","ACSSF","ca","140","00","0004688",,,,,"06","037",,,"191820",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037191820","Census Tract 1918.20",,,,1810,118,1692,6.52,93.48
"06037191901","Census Tract 1919.01, Los Angeles County, California","ACSSF","ca","140","00","0004689",,,,,"06","037",,,"191901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037191901","Census Tract 1919.01",,,,1976,83,1893,4.2,95.8
"06037191902","Census Tract 1919.02, Los Angeles County, California","ACSSF","ca","140","00","0004690",,,,,"06","037",,,"191902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037191902","Census Tract 1919.02",,,,1485,669,816,45.05,54.95
"06037192001","Census Tract 1920.01, Los Angeles County, California","ACSSF","ca","140","00","0004691",,,,,"06","037",,,"192001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037192001","Census Tract 1920.01",,,,1015,205,810,20.2,79.8
"06037192002","Census Tract 1920.02, Los Angeles County, California","ACSSF","ca","140","00","0004692",,,,,"06","037",,,"192002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037192002","Census Tract 1920.02",,,,1326,772,554,58.22,41.78
"06037192300","Census Tract 1923, Los Angeles County, California","ACSSF","ca","140","00","0004693",,,,,"06","037",,,"192300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037192300","Census Tract 1923",,,,1369,474,895,34.62,65.38
"06037192410","Census Tract 1924.10, Los Angeles County, California","ACSSF","ca","140","00","0004694",,,,,"06","037",,,"192410",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037192410","Census Tract 1924.10",,,,1780,608,1172,34.16,65.84
"06037192420","Census Tract 1924.20, Los Angeles County, California","ACSSF","ca","140","00","0004695",,,,,"06","037",,,"192420",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037192420","Census Tract 1924.20",,,,1338,143,1195,10.69,89.31
"06037192510","Census Tract 1925.10, Los Angeles County, California","ACSSF","ca","140","00","0004696",,,,,"06","037",,,"192510",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037192510","Census Tract 1925.10",,,,1251,263,988,21.02,78.98
"06037192520","Census Tract 1925.20, Los Angeles County, California","ACSSF","ca","140","00","0004697",,,,,"06","037",,,"192520",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037192520","Census Tract 1925.20",,,,1570,125,1445,7.96,92.04
"06037192610","Census Tract 1926.10, Los Angeles County, California","ACSSF","ca","140","00","0004698",,,,,"06","037",,,"192610",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037192610","Census Tract 1926.10",,,,1420,69,1351,4.86,95.14
