X,Y,OBJECTID,FID_,Parcel_Num,Property_C,Property_S,Inventory,Zoned_As,Address1,County,City,Longitude,Latitude,Council_Di,Square_Foo,Business_I
-118.387268400048,33.9637810003826,1390,0,4107014909,OPLA,Owned,General Services,R1-1,LA TIJERA BLVD/83RD ST,Los Angeles,LOS ANGELES,-118.3872684,33.963781,11,499.9803501, 
-118.387508000498,33.9636060003073,1391,0,4107014910,OPLA,Owned,General Services,R1-1,LA TIJERA BLVD/83RD ST,Los Angeles,LOS ANGELES,-118.387508,33.963606,11,1000.52005, 
-118.385674999839,33.960680000134,1392,0,4107018903,OPLA,Owned,General Services,R2-1,AIRPORT BLVD/MANCHESTER AVE,Los Angeles,LOS ANGELES,-118.385675,33.96068,11,500.0284999, 
-118.399284000286,33.9573929998674,1393,0,4122011910,OPLA,Owned,General Services,R1-1,88TH ST/EL MONOR AVE,Los Angeles,LOS ANGELES,-118.399284,33.957393,11,502.2021999,None
-118.400685000227,33.9573969996202,1394,0,4122011911,OPLA,Owned,General Services,R1-1,88TH ST/EL MONOR AVE,Los Angeles,LOS ANGELES,-118.400685,33.957397,11,572.7192508,None
-118.385696000653,33.9591709996494,1395,0,4123015900,OPLA,Owned,General Services,R1-1,AIRPORT BLVD/INTERCEPTOR ST,Los Angeles,LOS ANGELES,-118.385696,33.959171,11,499.6565998, 
-118.370937100048,33.9499583502966,1396,0,4128005900,Not Classified,Owned,Airports,LAX,95TH ST/GLASCOW - BLOCKER LOT,LOS ANGELES,LOS ANGELES,-118.3709371,33.94995835,11,2259.682342,None
-118.458564399908,33.9914790000005,1397,0,4241028902,Commercial Improved,Owned,General Services,PF,685 VENICE BLVD,LOS ANGELES,LOS ANGELES,-118.4585644,33.991479,11,7237.201418,None
-118.443506200414,34.0088789298498,1398,0,4247019900,Not Classified,Owned,General Services,R1-1,WADE ST/PALMS BLVD,LOS ANGELES,UNKNOWN,-118.4435062,34.00887893,11,24.46720006,None
-118.443465799582,34.0088547500152,1399,0,4247019901,Not Classified,Owned,General Services,R1-1,WADE ST/PALMS BLVD,LOS ANGELES,UNKNOWN,-118.4434658,34.00885475,11,75.03960007,None
-118.420702100414,34.037308030492,1400,0,4255006901,Not Classified,Owned,General Services,R1-1,NORTHVALE RD/OVERLAND AVE,LOS ANGELES,UNKNOWN,-118.4207021,34.03730803,5,6968.805651, 
-118.419537499327,34.0370467600902,1401,0,4255006902,Not Classified,Owned,General Services,R1-1,NORTHVALE RD/OVERLAND AVE,LOS ANGELES,UNKNOWN,-118.4195375,34.03704676,5,2178.388487, 
-118.417482700132,34.0341888198492,1402,0,4255008900,Not Classified,Owned,General Services,R1-1,DUNLEER PL/COVENTRY PL,LOS ANGELES,UNKNOWN,-118.4174827,34.03418882,5,91.33789999,None
-118.438479699699,34.0348269795773,1403,0,4260039900,OPLA,Owned,General Services,M2-1VL,PICO BLVD/SAWTELLE BLVD,Los Angeles,LOS ANGELES,-118.4384797,34.03482698,11,182.1932503, 
-118.439531999698,34.0418883999683,1404,0,4323024901,Not Classified,Owned,General Services,[Q]P-1,SEPULVEDA BLVD/MISSISSIPPI AVE,LOS ANGELES,UNKNOWN,-118.439532,34.0418884,5,11211.779,None
-118.439643999851,34.0417076995712,1405,0,4323024902,Public Facility,Leased,General Services,M2-1VL,2055 S SEPULVEDA BLVD,LOS ANGELES,LOS ANGELES,-118.439644,34.0417077,5,36876.61095, 
-118.420382499599,34.1009663801541,1406,0,4355002900,Not Classified,Owned,General Services,RE20-1-H,FERRARI DR/SUMMITRIDGE DR,LOS ANGELES,BEVERLY HILLS,-118.4203825,34.10096638,5,337.7632945, 
-118.420315300225,34.10041709963,1407,0,4355002901,Not Classified,Owned,General Services,RE20-1-H,FERRARI DR/SUMMITRIDGE DR,LOS ANGELES,BEVERLY HILLS,-118.4203153,34.1004171,5,889.2377314, 
-118.430787600195,34.0896770901938,1408,0,4358013900,Not Classified,Owned,General Services,RE15-1,ANGELO DR/MAYBROOK DR,LOS ANGELES,UNKNOWN,-118.4307876,34.08967709,5,558.6867886, 
-118.445850300249,34.0992686598891,1409,0,4371011900,OPLA,Owned,General Services,RE15-1,10522 W SANDALL LN,Los Angeles,LOS ANGELES,-118.4458503,34.09926866,5,2885.07959, 
-118.42312999959,34.1113159700366,1410,0,4384027900,Not Classified,Owned,General Services,RE40-1-H,FLORIAN PL/APRICOT LN,LOS ANGELES,UNKNOWN,-118.42313,34.11131597,5,41.43434985,None
-118.423410999797,34.1117833897807,1411,0,4384027901,Not Classified,Owned,General Services,RE15-1-H,FLORIAN PL/APRICOT LN,LOS ANGELES,UNKNOWN,-118.423411,34.11178339,5,1338.534128, 
-118.484843999996,34.0557789994349,1412,0,4405027900,OPLA,Owned,General Services,RA-1,CANYON VIEW DR/SUNSET BLVD,Los Angeles,LOS ANGELES,-118.484844,34.055779,11,705.9886995,None
-118.484866999562,34.0562559998634,1413,0,4405027902,OPLA,Owned,General Services,RA-1,CANYON VIEW DR/SUNSET BLVD,Los Angeles,LOS ANGELES,-118.484867,34.056256,11,992.5357495,None
-118.482248799479,34.0767309594534,1414,0,4494004901,Not Classified,Owned,General Services,RS-1,TRAVIS ST/BUNDY DR,LOS ANGELES,UNKNOWN,-118.4822488,34.07673096,11,54.54434994, 
-118.482190199679,34.0767416903398,1415,0,4494004902,Not Classified,Owned,General Services,RS-1,TRAVIS ST/BUNDY DR,LOS ANGELES,UNKNOWN,-118.4821902,34.07674169,11,54.50564992, 
-118.330291899754,33.9900080003079,1416,0,5006009900,Public Facility,Owned,LAFD,[Q]C2-1,5730 S CRENSHAW BLVD,LOS ANGELES,LOS ANGELES,-118.3302919,33.990008,8,7614.724249, 
-118.290697199234,34.0077944599937,1417,0,5020033900,OPLA,Owned,General Services,R3-1,VERMONT AVE/MENLO AVE,Los Angeles,LOS ANGELES,-118.2906972,34.00779446,9,60.03689998,None
-118.290320099952,34.007801630409,1418,0,5020033901,OPLA,Owned,General Services,R3-1,VERMONT AVE/MENLO AVE,Los Angeles,LOS ANGELES,-118.2903201,34.00780163,9,333.5795499,None
-118.290558500252,34.0078177100391,1419,0,5020033902,OPLA,Owned,General Services,R3-1,VERMONT AVE/41ST ST,Los Angeles,LOS ANGELES,-118.2905585,34.00781771,9,330.6221504, 
-118.290835900012,34.0078124400194,1420,0,5020033903,OPLA,Owned,General Services,R3-1,VERMONT AVE/41ST ST,Los Angeles,LOS ANGELES,-118.2908359,34.00781244,9,330.2409002, 
-118.290175799975,34.0078249899188,1421,0,5020033905,OPLA,Owned,General Services,R3-1,MENLO AVE/42ND ST,Los Angeles,LOS ANGELES,-118.2901758,34.00782499,9,322.7311504,None
-118.29076989989,34.0077930801224,1422,0,5020033906,OPLA,Owned,General Services,R3-1,VERMONT AVE/41ST ST,Los Angeles,LOS ANGELES,-118.2907699,34.00779308,9,270.6048499,None
-118.325778300236,34.0110555797174,1423,0,5034004900,OPLA,Owned,General Services,R1-1,MARTIN LUTHER KING JR BLVD/WELLAND AV,LOS ANGELES,LOS ANGELES,-118.3257783,34.01105558,10,5443.043037, 
-118.324805099593,34.0110520702281,1424,0,5034007900,OPLA,Owned,General Services,R1-1,MARTIN LUTHER KING JR BLVD/HEPBURN AVE,LOS ANGELES,UNKNOWN,-118.3248051,34.01105207,10,5770.200956, 
-118.323834299248,34.0110466604168,1425,0,5034008900,OPLA,Owned,General Services,R1-1,LATONA DR,LOS ANGELES,LOS ANGELES,-118.3238343,34.01104666,10,5837.07662,None
-118.289977699895,34.0115349002702,1426,0,5037027921,Public Facility,Owned,RAP, ,3990 BILL ROBERTSON LN,LOS ANGELES,LOS ANGELES,-118.2899777,34.0115349,9,19881.3801, 
-118.360363299435,34.0253744796298,1427,0,5047001900,Not Classified,Owned,General Services,[Q]CM-1VL,CLOVERDALE AVE/JEFFERSON BLVD,LOS ANGELES,LOS ANGELES,-118.3603633,34.02537448,10,104.4553503,None
-118.325254400067,34.0517698400459,1428,0,5082026900,OPLA,Owned,General Services,R1-1-O,VICTORIA AVE/COUNTRY CLUB DR,Los Angeles,LOS ANGELES,-118.3252544,34.05176984,10,502.1364994,None
-118.324898899878,34.0550542196094,1429,0,5090022900,OPLA,Owned,General Services,R1-1-O,OLYMPIC BLVD/VICTORIA AVE,Los Angeles,LOS ANGELES,-118.3248989,34.05505422,4,128.7476001,None
-118.244776500499,33.9983164102128,1430,0,5106021900,OPLA,Owned,General Services,R2-1,640 MORGAN,Los Angeles,LOS ANGELES,-118.2447765,33.99831641,9,573.7258418,None
-118.273639199898,34.0073356794897,1431,0,5113031900,Maintenance Yard,Owned,General Services, ,4206 S MAIN ST,LOS ANGELES,LOS ANGELES,-118.2736392,34.00733568,9,41997.9914,None
-118.268811999412,34.011329100508,1432,0,5121013901,OPLA,Owned,General Services,[Q]C2-1VL,271 E MARTIN LUTHER KING JR BLVD,Los Angeles,LOS ANGELES,-118.268812,34.0113291,9,2066.37765,None
-118.261304099457,34.0275676899951,1433,0,5127017900,Not Classified,Owned,General Services,RD2-1,TRINITY ST/MAPLE AVE,LOS ANGELES,UNKNOWN,-118.2613041,34.02756769,9,59.99580037, 
-118.260615699793,34.0272672692144,1434,0,5127017901,Not Classified,Owned,General Services,RD2-1,TRINITY ST/21ST ST,LOS ANGELES,UNKNOWN,-118.2606157,34.02726727,9,196.1854476, 
-118.242915200214,34.0567894600522,1435,0,5161005905,OPLA,Owned,General Services,C4-2D,ALISO ST/N BROADWAY,Los Angeles,LOS ANGELES,-118.2429152,34.05678946,14,2579.312569,None
-118.230304299912,34.025538839999,1436,0,5167010900,Not Classified,Owned,General Services,M3-1-S-RIO,SANTA FE AVE/OLYMPIC BLVD,LOS ANGELES,UNKNOWN,-118.2303043,34.02553884,14,1398.2291, 
-118.223453000157,34.0382279999777,1437,0,5171006900,OPLA,Owned,General Services,M2-1,622 ANDERSON,Los Angeles,LOS ANGELES,-118.223453,34.038228,14,2303.459001, 
-118.188642999928,34.0832819997088,1438,0,5213024902,OPLA,Owned,General Services,RD1.5-1,ACROSS FROM 4477 HUNTINGTON DR,Los Angeles,LOS ANGELES,-118.188643,34.083282,14,249.0521995,None
-118.179523000432,34.0829998996257,1439,0,5213037901,OPLA,Owned,General Services,R1-1,4827 CONVERSE ST,Los Angeles,LOS ANGELES,-118.179523,34.0829999,14,2100.0372, 
-118.200138899621,34.0910449100428,1440,0,5304002901,OPLA,Owned,General Services,R1-1,Montecito Dr/Sinova St,Los Angeles,Los Angeles,-118.2001389,34.09104491,1,1667.381949,None
-118.182686200312,34.1110720506924,1441,0,5312001900,Maintenance Yard,Owned,General Services, ,6740 Marmion Way,LOS ANGELES,LOS ANGELES,-118.1826862,34.11107205,14,283987.4139, 
-118.181365700201,34.1085233499478,1442,0,5312028900,OPLA,Owned,General Services,R1-1,6308-13 Monterey Rd,Los Angeles,Los Angeles,-118.1813657,34.10852335,14,13.17255002,None
-118.181225100384,34.1083089501251,1443,0,5312028901,OPLA,Owned,General Services,R1-1,6308-13 Monterey Rd,Los Angeles,Los Angeles,-118.1812251,34.10830895,14,2676.513806,None
-118.240282399813,34.056083580041,1444,0,5408007902,Not Classified,Owned,General Services,PF-1VL,N MAIN ST/ARCADIA ST,LOS ANGELES,UNKNOWN,-118.2402824,34.05608358,14,1371.386201, 
-118.254610999311,34.079040999543,1445,0,5419025901,OPLA,Owned,General Services,R2-1VL,Scott Ave/Laveta Ter,Los Angeles,Los Angeles,-118.254611,34.079041,13,324.0904001,None
-118.254740000081,34.078783000601,1446,0,5419025902,OPLA,Owned,General Services,R2-1VL,Scott Ave/Laveta Ter,Los Angeles,Los Angeles,-118.25474,34.078783,13,324.0264999, 
-118.281796999521,34.0834349002796,1447,0,5427019900,Public Facility,Leased,General Services, ,3625 MARATHON ST,LOS ANGELES,Los Angeles,-118.281797,34.0834349,13,356793.7649,None
-118.247762000142,34.102122000208,1448,0,5442024902,OPLA,Owned,General Services,R2-1VL,RIVERSIDE DR/RIPPLE ST,Los Angeles,LOS ANGELES,-118.247762,34.102122,13,1342.2209, 
-118.373913299433,34.115796410481,1449,0,5565016900,OPLA,Owned,General Services,RE40-1-H,Willow Glen Rd/Laurel Canyon Blvd,Los Angeles,Los Angeles,-118.3739133,34.11579641,4,47.14500011,None
-118.377976799875,34.109052050277,1450,0,5567001900,Not Classified,Owned,General Services,R1-1,STANLEY HILLS PL/STANLEY HILLS DR,LOS ANGELES,UNKNOWN,-118.3779768,34.10905205,4,1047.4502,None
-118.378558899196,34.1083911801136,1451,0,5567001901,Not Classified,Owned,General Services,R1-1,STANLEY HILLS PL/STANLEY HILLS DR,LOS ANGELES,UNKNOWN,-118.3785589,34.10839118,4,2336.79505,None
-118.375885099685,34.1132724394742,1452,0,5567004906,OPLA,Owned,General Services,R1-1,STANLEY HILLS DR/LOOKOUT MOUNTAIN AVE,Los Angeles,LOS ANGELES,-118.3758851,34.11327244,4,1249.6761,None
-118.377277200016,34.1075054199334,1453,0,5567014901,OPLA,Owned,General Services,R1-1,Appian Way,Los Angeles,Los Angeles,-118.3772772,34.10750542,4,69.71534996,None
-118.372536100356,34.1084918298498,1454,0,5567021903,Not Classified,Owned,General Services,R1-1,UTICA DR/WEEPAH WAY,LOS ANGELES,UNKNOWN,-118.3725361,34.10849183,4,10820.4357,None
-118.375122500077,34.1234308701758,1455,0,5570030900,OPLA,Owned,General Services,RE11-1,Mulholland Dr/Laurel Canyon Blvd,Los Angeles,Los Angeles,-118.3751225,34.12343087,4,1229.0126,None
-118.318068300002,34.116736479711,1456,0,5580016900,OPLA,Owned,General Services,R1-1,Lambert Dr/Hollyridge Dr,Los Angeles,Los Angeles,-118.3180683,34.11673648,4,257.9122505, 
-118.271825900191,34.1448142401613,1457,0,5593012906,Not Classified,Owned,General Services,M3-1-RIO,ELECTRONICS PL/SAN FERNANDO RD,LOS ANGELES,UNKNOWN,-118.2718259,34.14481424,13,792.2460504, 
-118.201752400534,34.1326712806206,1458,0,5689030900,OPLA,Owned,General Services,[Q]A1-1XLD,2188 Yosemite DR,LOS ANGELES,Los Angeles,-118.2017524,34.13267128,14,1940.064904,None
-118.20270900031,34.1310280003736,1459,0,5689031908,OPLA,Owned,General Services,R1-1,OAK GROVE DR/TOWNSEND AVE,Los Angeles,LOS ANGELES,-118.202709,34.131028,14,465.3696502, 
-118.258171799825,33.9819556294409,1460,0,6007013903,Not Classified,Owned,General Services,OS-1XL,GAGE AVE/CENTRAL AVE,LOS ANGELES,UNKNOWN,-118.2581718,33.98195563,9,24215.89254, 
-118.290481500259,33.9603956600983,1461,0,6032013902,Commercial Improved,Leased,General Services, ,917 W Manchester Blvd,LOS ANGELES,Los Angeles,-118.2904815,33.96039566,8,16083.16545, 
-118.239824899516,33.9434623995085,1462,0,6048028935,Public Facility,Owned,General Services, ,1827 E 103rd St,LOS ANGELES,Los Angeles,-118.2398249,33.9434624,15,15418.3042,None
-118.276093900311,33.9501284498638,1463,0,6053008900,Not Classified,Owned,General Services,R2-1,95TH ST/MAIN ST,LOS ANGELES,UNKNOWN,-118.2760939,33.95012845,8,359.22075,None
-118.281275399938,33.9468987705838,1464,0,6054031902,OPLA,Owned,General Services,R1-1,Flower St/98th St,LOS ANGELES,Los Angeles,-118.2812754,33.94689877,8,299.9996001,None
-118.280615999688,33.9469008496984,1465,0,6054031903,OPLA,Owned,General Services,R1-1,Flower St/98th St,LOS ANGELES,Los Angeles,-118.280616,33.94690085,8,300.2370001,None
-118.25398050056,33.9377232999365,1466,0,6070001900,Public Facility,Leased,General Services, ,1212 E 108th ST,LOS ANGELES,Los Angeles,-118.2539805,33.9377233,15,15339.28335, 
-118.247306000032,33.9350639996156,1467,0,6070008900,OPLA,Owned,General Services,R2-1,1551 E 111th ST,Los Angeles,Los Angeles,-118.247306,33.935064,15,749.8297213, 
-118.262458999637,33.9338858401253,1468,0,6071022902,Commercial Improved,Leased,General Services,M1-1,710 E 111TH PL,LOS ANGELES,Los Angeles,-118.262459,33.93388584,8,149408.1304,None
-118.283619000309,33.8785439999781,1469,0,6121003901,OPLA,Owned,General Services,R1-1,169th St/Figueroa St,Los Angeles,Los Angeles,-118.283619,33.878544,15,13.5475988, 
-118.250026000796,33.7759449997235,1470,0,7424017905,OPLA,Owned,General Services,M2-1VL-O,E St/Alameda St,Los Angeles,Los Angeles,-118.250026,33.775945,15,4.929450014, 
-118.32140589971,33.7293985899007,1471,0,7562002900,Not Classified,Owned,General Services,R1-1XL,CUMBRE DR/MERMAID DR,LOS ANGELES,UNKNOWN,-118.3214059,33.72939859,15,700.3467017,None
-118.321939000424,33.7294549997629,1472,0,7562002901,OPLA,Owned,General Services,R1-1XL,Cumbre Dr/Mermaid Dr,Los Angeles,Los Angeles,-118.321939,33.729455,15,1863.193433, 
-118.241085499965,33.9459357095734,1473,0,0,Parking Facility,Owned,General Services, ,1773 E CENTURY BLVD,LOS ANGELES,LOS ANGELES,-118.2410855,33.94593571,15,0,None
-118.208640700098,34.0649167601108,1474,0,5210025909,Not Classified,Owned,General Services,OS-1XL,HANCOCK ST/N MAIN ST,LOS ANGELES,LOS ANGELES,-118.2086407,34.06491676,14,3136.985001,None
-118.330004299624,34.0253133601721,1475,0,5044008901,Commercial Improved,Owned,General Services,C2-1,3116 W Jefferson Blvd,LOS ANGELES,Los Angeles,-118.3300043,34.02531336,10,5715.19835,None
-118.627811399385,34.2193361999298,1476,0,2005002901,Public Safety Facility,Owned,LAPD,A1-1,23001 ROSCOE BLVD,LOS ANGELES,Los Angeles,-118.6278114,34.2193362,12,216247.1252, 
-118.628074400049,34.2190172001402,1477,0,2014008900,Public Safety Facility,Owned,LAFD,RS-1,23004 ROSCOE BLVD,LOS ANGELES,Los Angeles,-118.6280744,34.2190172,12,29039.47426, 
-118.623803699594,34.1857420996284,1478,0,2039007900,Public Safety Facility,Owned,LAFD,RA-1VL,6345 FALLBROOK AVE,LOS ANGELES,WOODLAND HILLS,-118.6238037,34.1857421,3,15474.60445, 
-118.536426700016,34.2054092003212,1479,0,2118014900,Public Safety Facility,Owned,LAFD,[Q]C2-1VL-CDO,7419 RESEDA BLVD,LOS ANGELES,Los Angeles,-118.5364267,34.2054092,3,11997.38515, 
-118.547483199567,34.1933582004479,1480,0,0,Public Safety Facility,Owned,LAPD,[Q]PF-1XL-RIO,19020 VANOWEN ST,LOS ANGELES,Los Angeles,-118.5474832,34.1933582,3,0, 
-118.588566800179,34.1939451000665,1481,0,2138029900,Public Safety Facility,Owned,LAFD,R1-1-RIO,6811 DE SOTO AVE,LOS ANGELES,Los Angeles,-118.5885668,34.1939451,3,28499.0027, 
-118.591620400205,34.172908000257,1482,0,2149016904,Public Safety Facility,Owned,LAFD,WC,21050 BURBANK BLVD,LOS ANGELES,Los Angeles,-118.5916204,34.172908,3,87125.82358, 
-118.549238399835,34.1729185004374,1483,0,2163020900,Public Safety Facility,Owned,LAFD,C2-1VLD,19059 VENTURA BLVD,LOS ANGELES,Los Angeles,-118.5492384,34.1729185,3,21413.6871, 
-118.444724500094,34.2131264998609,1484,0,2212028900,Public Safety Facility,Owned,LAFD,[Q]M2-1-CDO,14355 ARMINTA ST,LOS ANGELES,Los Angeles,-118.4447245,34.2131265,6,200784.873,None
-118.444664800755,34.2146296000177,1485,0,2212028901,Public Safety Facility,Owned,LAPD,[Q]M2-1-CDO,7870 NOLLAN PL,LOS ANGELES,Los Angeles,-118.4446648,34.2146296,6,68017.92597, 
-118.447423100293,34.2111021400343,1486,0,2215001912,Under Review,Owned,DOT, ,7702 VAN NUYS BLVD,LOS ANGELES,VAN NUYS,-118.4474231,34.21110214,2,128371.0297, 
-118.509967700078,34.1933876002133,1487,0,2229008900,Public Safety Facility,Owned,LAFD,[Q]PF-1XL-RIO,6751 LOUISE AVE,LOS ANGELES,Los Angeles,-118.5099677,34.1933876,6,34209.9987, 
-118.447143600272,34.1848979001724,1488,0,2240002900,Public Safety Facility,Owned,LAFD,[Q]C2-1L-CDO,14415 SYLVAN ST,LOS ANGELES,Los Angeles,-118.4471436,34.1848979,6,14018.08675,None
-118.444377600375,34.1819670006823,1489,0,2240009900,Industrial Improved,Owned,General Services,[Q]PF-1-CDO,6165 TYRONE AVE,LOS ANGELES,LOS ANGELES,-118.4443776,34.181967,6,44953.82807,None
-118.446350999629,34.1842136998899,1490,0,0,Public Safety Facility,Owned,LAPD,[Q]PF-1-CDO,6240 SYLMAR AVE,LOS ANGELES,Los Angeles,-118.446351,34.1842137,6,0, 
-118.500678100453,34.1611074001041,1491,0,2259005904,Public Safety Facility,Owned,LAFD,R1-1,4960 BALBOA BLVD,LOS ANGELES,Los Angeles,-118.5006781,34.1611074,5,8911.872895,None
-118.440382200317,34.1317331999106,1492,0,2272033901,Public Safety Facility,Owned,LAFD,[Q]PF-1XL,14145 MULHOLLAND DR,LOS ANGELES,LOS ANGELES,-118.4403822,34.1317332,4,18535.10242,None
-118.397068799711,34.1992072999152,1493,0,2321005906,Public Safety Facility,Owned,LAFD,PF-1VL,7063 LAUREL CANYON BLVD,LOS ANGELES,NORTH HOLLYWOOD,-118.3970688,34.1992073,2,131291.6155, 
-118.407236300406,34.2048153998686,1494,0,2324002900,Maintenance Yard,Owned,DOT, ,12544 SATICOY ST,LOS ANGELES,NORTH HOLLYWOOD,-118.4072363,34.2048154,2,156402.4431, 
-118.385788699604,34.1716785002315,1495,0,2350001901,Public Safety Facility,Owned,LAPD,PF-1VL,11640 BURBANK BLVD,LOS ANGELES,Los Angeles,-118.3857887,34.1716785,2,116805.2809, 
-118.374136299914,34.126162800544,1496,0,2380030901,Public Safety Facility,Owned,LAFD,[Q]PF-1XL,8021 MULHOLLAND DR,LOS ANGELES,Los Angeles,-118.3741363,34.1261628,2,25251.1472, 
-118.370743600241,34.1484693998629,1497,0,2423013900,Public Safety Facility,Owned,LAFD,PF-1XL-RIO,4305 VINELAND AVE,LOS ANGELES,Los Angeles,-118.3707436,34.1484694,4,33654.7397, 
-118.345691600092,34.1267283004059,1498,0,2429018901,Public Safety Facility,Owned,LAFD,C2-1VL,3111 CAHUENGA BLVD W,LOS ANGELES,Los Angeles,-118.3456916,34.1267283,4,14290.39817,None
-118.447347499875,34.309561799334,1499,0,0,Public Safety Facility,Owned,LAFD,OS-1XL,14430 POLK ST,LOS ANGELES,Los Angeles,-118.4473475,34.3095618,7,0, 
-118.366932799482,34.23629440064,1500,0,2544012902,Public Safety Facility,Owned,LAFD,RA-1-K,9224 SUNLAND BLVD,LOS ANGELES,Los Angeles,-118.3669328,34.2362944,7,67674.67036, 
-118.471038399655,34.2901936998673,1501,0,0,Industrial Improved,Owned,LAPD,PF-1,12001 BLUCHER AVE,LOS ANGELES,Los Angeles,-118.4710384,34.2901937,12,0, 
-118.47098940015,34.2890769002066,1502,0,0,Public Safety Facility,Owned,LAPD,PF-1VL,11997 BLUCHER AVE,LOS ANGELES,Los Angeles,-118.4709894,34.2890769,12,0, 
-118.501276000241,34.2897200000059,1503,0,2609027900,Public Safety Facility,Owned,LAFD,PF-1,12050 BALBOA BLVD,LOS ANGELES,Los Angeles,-118.501276,34.28972,12,24696.35143,None
-118.410472899832,34.2531061996569,1504,0,2624001900,Public Safety Facility,Owned,LAPD,PF-1VL,12760 OSBORNE ST,LOS ANGELES,Los Angeles,-118.4104729,34.2531062,7,92285.59565, 
-118.451577300035,34.2424198998095,1505,0,2650026900,Public Safety Facility,Owned,LAFD,(T)(Q)RD1.5-1,14630 PLUMMER ST,LOS ANGELES,Los Angeles,-118.4515773,34.2424199,6,16434.62525,None
-118.46676820046,34.272520300172,1506,0,2664007901,Public Safety Facility,Owned,LAFD,PF-1XL,15345 SAN FERNANDO MISSION BLVD,LOS ANGELES,Los Angeles,-118.4667682,34.2725203,7,22856.98369,None
-118.468152400108,34.2729432002311,1507,0,2664007902,Public Safety Facility,Owned,LAPD,QC2-1,11121 SEPULVEDA BLVD,LOS ANGELES,Los Angeles,-118.4681524,34.2729432,7,149861.972,None
-118.501857200348,34.2546379995914,1508,0,2685002902,Public Safety Facility,Owned,LAFD,C2-1VL,10124 BALBOA BLVD,LOS ANGELES,Los Angeles,-118.5018572,34.254638,12,85968.3,None
-118.559707699431,34.2773039997919,1509,0,0,Public Safety Facility,Owned,LAFD,RD2-1,11351 TAMPA AVE,LOS ANGELES,Los Angeles,-118.5597077,34.277304,12,0, 
-118.569678699946,34.2811493000442,1510,0,2701057900,Public Safety Facility,Owned,LAFD,PF-1XL,11641 CORBIN AVE,LOS ANGELES,Los Angeles,-118.5696787,34.2811493,12,41481.46083, 
-118.573660900159,34.2576271001981,1511,0,2707023900,Public Safety Facility,Owned,LAFD,RA-1,20225 DEVONSHIRE ST,LOS ANGELES,Los Angeles,-118.5736609,34.2576271,12,16999.67161, 
-118.531718099606,34.2569982999876,1512,0,2731020919,Public Safety Facility,Owned,LAPD,[Q]PF-1XL,10250 ETIWANDA AVE,LOS ANGELES,Los Angeles,-118.5317181,34.2569983,12,460015.2516, 
-118.603552399629,34.2472781003947,1513,0,2746016900,Public Safety Facility,Owned,LAFD,MR2-1,21800 MARILLA ST,LOS ANGELES,Los Angeles,-118.6035524,34.2472781,12,15767.55705, 
-118.598758700015,34.2515772001101,1514,0,2747010908,Public Facility,Owned,DOT, ,10038 OLD DEPOT PLAZA RD,LOS ANGELES,CHATSWORTH,-118.5987587,34.2515772,12,658913.0654, 
-118.536530300023,34.2497461999433,1515,0,2763037900,Public Safety Facility,Owned,LAFD,[Q]PF-1XL,9861 RESEDA BLVD,LOS ANGELES,Los Angeles,-118.5365303,34.2497462,12,26013.12186, 
-118.5288236002,34.2289927007099,1516,0,2769019903,Public Safety Facility,Owned,LAFD,[Q]CM-1VL,18143 PARTHENIA ST,LOS ANGELES,Los Angeles,-118.5288236,34.2289927,12,16955.04,None
-118.599616900132,34.221382600348,1517,0,2779022903,Public Safety Facility,Owned,LAPD,[Q]M2-1,21501 SCHOENBORN ST,LOS ANGELES,Los Angeles,-118.5996169,34.2213826,3,284396.7456,None
-118.571438399874,34.221638600522,1518,0,2781017900,Public Safety Facility,Owned,LAFD,OS-1XL,8349 WINNETKA AVE,LOS ANGELES,Los Angeles,-118.5714384,34.2216386,3,710520.9157, 
-118.40516299951,33.9601419995401,1519,0,4112029900,Public Safety Facility,Surplus-Undeclared,General Services,R1-1,6621 WEST MANCHESTER AVE,LOS ANGELES,Los Angeles,-118.405163,33.960142,11,19507.28975, 
-118.389670999971,33.9461249996108,1520,0,4124030901,Commercial Improved,Owned,General Services,C2-2,6033 W CENTURY BLVD,LOS ANGELES,LOS ANGELES,-118.389671,33.946125,11,68470.2204,None
-118.389662999575,33.9469140002831,1521,0,4124030902,Commercial Improved,Owned,General Services,C2-2,6053 W CENTURY BLVD,LOS ANGELES,LOS ANGELES,-118.389663,33.946914,11,71405.5442,None
-118.379658299661,33.9612242000909,1522,0,4125001901,Public Safety Facility,Owned,LAPD,PF-1,5651 W MANCHESTER AVE,LOS ANGELES,Los Angeles,-118.3796583,33.9612242,11,591829.6623, 
-118.419492299695,33.9405073003645,1523,0,4129026903,Public Safety Facility,Owned,LAFD,LAX,7250 WORLD WY,LOS ANGELES,Los Angeles,-118.4194923,33.9405073,11,16393711.77, 
-118.381186599861,33.9451889998692,1524,0,4129028900,Public Safety Facility,Owned,LAFD,PF-1XL,10010 INTERNATIONAL RD,LOS ANGELES,Los Angeles,-118.3811866,33.945189,11,26845934.39, 
-118.428311700439,34.0059246997211,1525,0,4214022904,Public Safety Facility,Owned,LAFD,C2-1,11970 VENICE BLVD,LOS ANGELES,Los Angeles,-118.4283117,34.0059247,11,11054.27443,None
