X,Y,OBJECTID,FID_,Parcel_Num,Property_C,Property_S,Inventory,Zoned_As,Address1,County,City,Longitude,Latitude,Council_Di,Square_Foo,Business_I
-118.34050380058,34.0328187003247,442,0,5050006900,Vacant Land,Surplus-Undeclared,General Services,R2-1,2508 S W BLVD,LOS ANGELES,LOS ANGELES,-118.3405038,34.0328187,10,4800.065999, 
-118.340370000112,34.0335600003111,443,0,5050006902,Vacant Land,Surplus-Undeclared,General Services,R2-1,W BLVD/ADAMS BLVD,LOS ANGELES,LOS ANGELES,-118.34037,34.03356,10,4799.94365, 
-118.34050380058,34.0328187003247,444,0,5050006903,Vacant Land,Surplus-Undeclared,General Services,R2-1,2500 S W BLVD,LOS ANGELES,LOS ANGELES,-118.3405038,34.0328187,10,4799.978001, 
-118.340043699661,34.0332553000856,445,0,5050006907,Vacant Land,Surplus-Undeclared,General Services,C2-1,2436 S BUCKINGHAM RD,LOS ANGELES,LOS ANGELES,-118.3400437,34.0332553,10,4799.759354, 
-118.329199400146,34.0225216997242,446,0,5044010901,Public Facility,Surplus-Undeclared,General Services,[Q]CM-1VL,3612 11TH AVE,LOS ANGELES,LOS ANGELES,-118.3291994,34.0225217,10,34800.2494, 
-118.300035800161,34.0535059999062,447,0,5078001914,Vacant Land,Surplus-Undeclared,General Services,R4-1,969 S NORMANDIE AVE,LOS ANGELES,LOS ANGELES,-118.3000358,34.053506,10,8529.082505, 
-118.300035800161,34.0535059999062,448,0,5078001916,Vacant Land,Surplus-Undeclared,General Services,R4-1,IROLO/SAN MARINO,LOS ANGELES,LOS ANGELES,0,0,10,5734.577081, 
-118.318017999736,34.0406989000538,449,0,5072030900,Commercial Improved,Surplus-Undeclared,General Services,RD1.5-1-O,1803 S ARLINGTON AVE,LOS ANGELES,LOS ANGELES,-118.318018,34.0406989,10,11735.76535, 
-118.443961000374,33.9598459992997,450,0,4115006900,Residential Improved,Surplus-Undeclared,General Services,R1-1,8163 ZITOLA TERR,LOS ANGELES,PLAYA DEL REY,-118.443961,33.959846,11,6777.176589, 
-118.443656899989,33.9602082995366,451,0,4115007900,Residential Improved,Surplus-Undeclared,General Services,R1-1,8156 ZITOLA TERR,LOS ANGELES,PLAYA DEL REY,-118.4436569,33.9602083,11,6816.186824, 
-118.443619999892,33.9602019998359,452,0,4115007903,Residential Improved,Surplus-Undeclared,General Services,R1-1,8152 ZITOLA TERRACE,LOS ANGELES,PLAYA DEL REY,-118.44362,33.960202,11,6963.669633, 
-118.442769999597,33.9608530004731,453,0,4115009900,Residential Improved,Surplus-Undeclared,General Services,R1-1,8271 REES ST,LOS ANGELES,PLAYA DEL REY,-118.44277,33.960853,11,7554.463447, 
-118.452229099639,33.9881612000226,454,0,4229017900,Vacant Land,Surplus-Undeclared,General Services,C2-1,818 W WASHINGTON BLVD,LOS ANGELES,LOS ANGELES,-118.4522291,33.9881612,11,5000.32925, 
-118.468918999914,33.9854800001158,455,0,4238024903,Residential Improved,Surplus-Undeclared,General Services,OS-1XL-O,206 N VENICE BLVD,LOS ANGELES,LOS ANGELES,-118.468919,33.98548,11,6319.554852, 
-118.559599999513,34.0402699998023,456,0,4416010900,Vacant Land,Surplus-Undeclared,General Services,R1-1,CASTELLAMMARE DR/STRETTO WAY,LOS ANGELES,LOS ANGELES,-118.5596,34.04027,11,3712.708306, 
-118.559780000337,34.040299999956,457,0,4416010902,Vacant Land,Surplus-Undeclared,General Services,R1-1,CASTELLAMMARE DR/STRETTO WAY,LOS ANGELES,LOS ANGELES,-118.55978,34.0403,11,3675.56445, 
-118.558523400086,34.0405935999775,458,0,4416011900,Vacant Land,Surplus-Undeclared,General Services,R1-1,17550 W REVELLO DR,LOS ANGELES,PACIFIC PALISADES,-118.5585234,34.0405936,11,3748.461353, 
-118.56096709973,34.0407027001142,459,0,4416012900,Vacant Land,Surplus-Undeclared,General Services,R1-1,17637 W CASTELLAMMARE DR,LOS ANGELES,PACIFIC PALISADES,-118.5609671,34.0407027,11,3677.262515, 
-118.558766699798,34.0416759000251,460,0,4416021900,Vacant Land,Surplus-Undeclared,General Services,R1-1,17600 W TRAMONTO DR,LOS ANGELES,PACIFIC PALISADES,-118.5587667,34.0416759,11,8349.792395, 
-118.540403099808,34.0454744999773,461,0,4414017901,Vacant Land,Surplus-Undeclared,General Services,R1-1,545 N BIENVENEDA AVE,LOS ANGELES,PACIFIC PALISADES,-118.5404031,34.0454745,11,8952.095544, 
-118.540403099808,34.0454744999773,462,0,4493029900,Vacant Land,Surplus-Undeclared,General Services,RE15-1-H,BUNDY DR/CHALON RD,LOS ANGELES,LOS ANGELES,0,0,11,16786.98995, 
-118.436623999511,34.0073624005797,463,0,4246008900,Public Safety Facility,Surplus-Undeclared,General Services,[Q]RD1.5-1,3631 CENTINELA AVE,LOS ANGELES,MAR VISTA,-118.436624,34.0073624,11,15001.61455, 
-118.456504799219,34.0352745999335,464,0,4259020900,Public Facility,Surplus-Undeclared,General Services,M2-1,11950 MISSOURI AVE,LOS ANGELES,LOS ANGELES,-118.4565048,34.0352746,11,32629.34916, 
-118.520140000472,34.2283899999532,465,0,2787031901,Vacant Land,Surplus-Undeclared,General Services,RA-1,PARTHENIA ST/WHITE OAK AVE,LOS ANGELES,LOS ANGELES,-118.52014,34.22839,12,25258.55017, 
-118.614484000118,34.2246479999173,466,0,2004018901,Vacant Land,Surplus-Undeclared,General Services,RE11-1,22330 NAPA ST,LOS ANGELES,LOS ANGELES,-118.614484,34.224648,12,11312.85405, 
-118.312259900275,34.0939637999962,467,0,5536002911,Public Facility,Surplus-Undeclared,General Services,R3-1,5637 W LA MIRADA AVE,LOS ANGELES,LOS ANGELES,-118.3122599,34.0939638,13,3998.420044, 
-118.311659999938,34.0946400001936,468,0,5536002916,Open Space,Surplus-Undeclared,General Services,R3-1,5636 FOUNTAIN AVE,LOS ANGELES,LOS ANGELES,-118.31166,34.09464,13,16870.5291, 
-118.267079999934,34.1165600003619,469,0,5435034900,Vacant Land,Surplus-Undeclared,General Services,R1-1,SUNNYNOOK DR/LEGION LN,LOS ANGELES,LOS ANGELES,-118.26708,34.11656,13,2040.364409, 
-118.284359999926,34.0764600000285,470,0,5501003900,Vacant Land,Surplus-Undeclared,General Services,C2-1,TEMPLE ST/HOOVER ST,LOS ANGELES,LOS ANGELES,-118.28436,34.07646,13,1572.176, 
-118.284119999726,34.0762699995583,471,0,5501004900,Vacant Land,Surplus-Undeclared,General Services,C2-1,TEMPLE ST/HOOVER ST/SILVERLAKE,LOS ANGELES,LOS ANGELES,-118.28412,34.07627,13,4832.031284, 
-118.334743599959,34.101582200056,472,0,5547004904,Commercial Improved,Owned,DOT,C4-2D-SN,1718 N CHEROKEE AVE,LOS ANGELES,LOS ANGELES,-118.3347436,34.1015822,13,18907.0373, 
-118.168769999394,34.0926600003155,473,0,5309004905,Vacant Land,Surplus-Undeclared,General Services,R1-1,GUARDIA AVE/WADENA ST,LOS ANGELES,LOS ANGELES,-118.16877,34.09266,14,6223.5368, 
-118.201520199507,34.1391957997852,474,0,5476003901,Vacant Land,Surplus-Undeclared,General Services,R1-1,5079 N TOWNSEND AVE,LOS ANGELES,LOS ANGELES,-118.2015202,34.1391958,14,8849.48969, 
-118.203110000168,34.1286700006996,475,0,5476003902,Vacant Land,Surplus-Undeclared,General Services,R1-1,TOWNSEND AVE/AVE 51,LOS ANGELES,LOS ANGELES,-118.20311,34.12867,14,5027.994657, 
-118.202950000334,34.1286399998637,476,0,5476003903,Vacant Land,Surplus-Undeclared,General Services,R1-1,TOWNSEND AVE/AVE 51,LOS ANGELES,LOS ANGELES,-118.20295,34.12864,14,4998.850201, 
-118.202790000501,34.1286100005044,477,0,5476003904,Vacant Land,Surplus-Undeclared,General Services,R1-1,TOWNSEND AVE/AVE 51,LOS ANGELES,LOS ANGELES,-118.20279,34.12861,14,4999.5641, 
-118.188070000541,34.0824700001248,478,0,5213024901,Vacant Land,Surplus-Undeclared,General Services,R1-1,KENNETH DR/HUNTINGTON DR S,LOS ANGELES,LOS ANGELES,-118.18807,34.08247,14,1609.368351, 
-118.185730000617,34.0999699995844,479,0,5301016900,Vacant Land,Surplus-Undeclared,General Services,R1-1,PULLMAN ST/EBEY AVE,LOS ANGELES,LOS ANGELES,-118.18573,34.09997,14,1171.80735, 
-118.178674399712,34.0973821002744,480,0,5306001900,Vacant Land,Surplus-Undeclared,General Services,R1-1,3757 N HARRIMAN AVE,LOS ANGELES,LOS ANGELES,-118.1786744,34.0973821,14,7514.171399, 
-118.196579999942,34.1286199997963,481,0,5480028900,Vacant Land,Surplus-Undeclared,General Services,RE11-1,AVE 56/WILDWOOD DR,LOS ANGELES,LOS ANGELES,-118.19658,34.12862,14,9972.886003, 
-118.216163099761,34.1365073994947,482,0,5686021901,Parking Facility,Surplus-Undeclared,General Services,PF-1,2231 FAIR PARK AVE,LOS ANGELES,LOS ANGELES,-118.2161631,34.1365074,14,22204.62887, 
-118.202980000472,34.1303599998578,483,0,5689031905,Vacant Land,Surplus-Undeclared,General Services,R1-1,TOWNSEND AVE/SILVER OAK TER,LOS ANGELES,LOS ANGELES,-118.20298,34.13036,14,3808.097935, 
-118.202980000472,34.1303599998578,484,0,5689031907,Vacant Land,Surplus-Undeclared,General Services,PF-1,SILVER OAK TERR/TOWNSEND AVE,LOS ANGELES,LOS ANGELES,0,0,14,6607.213068, 
-118.256136800398,33.7870570999372,485,0,7423026900,Vacant Land,Surplus-Undeclared,General Services,R1-1XL-O,564 E L ST,LOS ANGELES,LOS ANGELES,-118.2561368,33.7870571,15,59179.21218, 
-118.231546700493,33.9430959999722,486,0,6066015900,Vacant Land,Surplus-Undeclared,General Services,RD2-1,2254 E 103RD ST,LOS ANGELES,LOS ANGELES,-118.2315467,33.943096,15,5250.505899, 
-118.261627699572,33.775668600124,487,0,7418006900,Vacant Land,Surplus-Undeclared,General Services,[Q]C2-1VL-O,121 E E ST,LOS ANGELES,LOS ANGELES,-118.2616277,33.7756686,15,4720.420832, 
-118.242717999347,33.9393278993015,488,0,6065034908,Vacant Land,Surplus-Undeclared,General Services,OS-1XL,10620 S GRAHAM AVE,LOS ANGELES,LOS ANGELES,-118.242718,33.9393279,15,3130.876799, 
-118.244987699812,33.9358439997222,489,0,6069009900,Vacant Land,Surplus-Undeclared,General Services,R2-1,1631 E 110TH ST,LOS ANGELES,LOS ANGELES,-118.2449877,33.935844,15,1931.61965, 
-118.246839999877,33.9355200004308,490,0,6070008901,Vacant Land,Surplus-Undeclared,General Services,PF-1,110TH ST/COMPTON AVE,LOS ANGELES,LOS ANGELES,-118.24684,33.93552,15,1328.278926, 
-118.256346999886,33.9380200001822,491,0,6071018900,Vacant Land,Surplus-Undeclared,General Services,M1-1,1102 E 108TH ST,LOS ANGELES,LOS ANGELES,-118.256347,33.93802,15,3951.864937, 
-118.275350399784,34.0358467003825,492,0,6120021900,Vacant Land,Surplus-Undeclared,General Services,R2-1,1615 BONSALLO,LOS ANGELES,LOS ANGELES,-118.2753504,34.0358467,1,5693.018304, 
-118.250129999655,33.7758600003128,493,0,7424017903,Vacant Land,Surplus-Undeclared,General Services,M2-1VL-O,E ST/ALAMEDA ST,LOS ANGELES,LOS ANGELES,-118.25013,33.77586,15,2228.4498, 
-118.247543599933,33.9432912000679,494,0,6048012913,Public Facility,Surplus-Undeclared,General Services,PF-1,1525 E 103RD ST,LOS ANGELES,LOS ANGELES,-118.2475436,33.9432912,15,22564, 
-118.285692600344,33.7469183002071,495,0,7449002900,Residential Improved,Surplus-Undeclared,Harbor,R2-1XL,501 N MESA ST,LOS ANGELES,LOS ANGELES,-118.2856926,33.7469183,15,16211.70405, 
-118.285376500264,33.7466952998757,496,0,7449009900,Commercial Improved,Surplus-Undeclared,General Services,R2-1XL,438 N MESA ST,LOS ANGELES,LOS ANGELES,-118.2853765,33.7466953,15,8991.010199,None
-118.495604299845,34.1360150002946,497,0,0,Vacant Land,Surplus-Undeclared,General Services,RE15-1-H,16654 W CALNEVA DR,LOS ANGELES,LOS ANGELES,-118.4956043,34.136015,5,15115.24, 
-118.412999300177,34.2158159999023,498,0,0,Residential Improved,Surplus-Undeclared,General Services,R1,7960 BELLAIRE AVE,LOS ANGELES,NORTH HOLLYWOOD,-118.4129993,34.215816,2,6010,None
-118.214980000566,34.08580999972,499,0,5205003900,Open Space,Surplus-Undeclared,General Services,OS,LACY ST/ARTESIAN,LOS ANGELES,LOS ANGELES,-118.21498,34.08581,1,93178.25316, 
-118.213249999839,34.0861599995557,500,0,5205004900,Open Space,Surplus-Undeclared,General Services,M1,PASADENA/AVE 35,LOS ANGELES,LOS ANGELES,-118.21325,34.08616,1,38206.89721, 
-118.209377300665,34.0647328002175,501,0,5210024900,Industrial Improved,Surplus-Undeclared,General Services,M1-1VL,3031 E ALHAMBRA AVE,LOS ANGELES,LOS ANGELES,-118.2093773,34.0647328,1,2207.709824, 
-118.197239999368,34.0842699999203,502,0,5305015900,OPLA,Owned,General Services,R1-1,MERCURY AVE/REYNOLDS AVE,Los Angeles,LOS ANGELES,-118.19724,34.08427,1,273.7773001, 
-118.220469999627,34.0859200006532,503,0,5446009901,Residential Vacant Land,Surplus-Undeclared,General Services,RD2,RIVER ST/FIGUEROA ST ALLEY,LOS ANGELES,LOS ANGELES,-118.22047,34.08592,1,249.7814, 
-118.220209999336,34.0861199994139,504,0,5446009902,Residential Vacant Land,Surplus-Undeclared,General Services,RD2,RIVER ST/FIGUEROA ST ALLEY,LOS ANGELES,LOS ANGELES,-118.22021,34.08612,1,249.6314998, 
-118.220119999823,34.0861799999915,505,0,5446009903,Residential Vacant Land,Surplus-Undeclared,General Services,RD2,RIVER ST/FIGUEROA ST ALLEY,LOS ANGELES,LOS ANGELES,-118.22012,34.08618,1,249.9829, 
-118.220189999245,34.0861100003055,506,0,5446009904,Industrial Improved,Surplus-Undeclared,General Services,UC(CA),RIVER ST/FIGUEROA ST ALLEY,LOS ANGELES,LOS ANGELES,-118.22019,34.08611,1,249.7814003, 
-118.227850000148,34.0928099997636,507,0,5453003905,Residential Vacant Land,Surplus-Undeclared,General Services,RD3,ROSEVIEW/LOOSMORE ALLEY,LOS ANGELES,LOS ANGELES,-118.22785,34.09281,1,1057.18045, 
-118.200940000123,34.1012799996989,508,0,5467011901,Residential Vacant Land,Surplus-Undeclared,General Services,OS,AVE 49/FIGUEROA ST,LOS ANGELES,LOS ANGELES,-118.20094,34.10128,1,30237.7878, 
-118.20082999962,34.1013399999453,509,0,5467012900,Residential Vacant Land,Surplus-Undeclared,General Services,R3,AVE 49/OAK TERRACE DR,LOS ANGELES,LOS ANGELES,-118.20083,34.10134,1,2720.669006, 
-118.200860000656,34.1014800001067,510,0,5467012901,Residential Vacant Land,Surplus-Undeclared,General Services,R3,AVE 49/OAK TERRACE DR,LOS ANGELES,LOS ANGELES,-118.20086,34.10148,1,27871.87294, 
-118.196682199476,34.1032086000455,511,0,5468009901,Residential Vacant Land,Surplus-Undeclared,General Services,OS,280 S AVE 52,LOS ANGELES,LOS ANGELES,-118.1966822,34.1032086,1,42507.10819, 
-118.195119999552,34.1041100002076,512,0,5468013900,Residential Vacant Land,Surplus-Undeclared,General Services,RD2,AVE 54/GLEN ELLEN PL ALLEY,LOS ANGELES,LOS ANGELES,-118.19512,34.10411,1,559.7183938, 
-118.20691999963,34.0844999997371,513,0,5207026900,Vacant Land,Surplus-Undeclared,General Services,[Q]RE20-1D,VON KEITHIAN AVE/ELRENO ST,LOS ANGELES,LOS ANGELES,-118.20692,34.0845,1,1082.09305, 
-118.220717899612,34.0956222001064,514,0,5452001900,Vacant Land,Surplus-Undeclared,General Services,RE20-1,3644 E MACEO ST,LOS ANGELES,LOS ANGELES,-118.2207179,34.0956222,1,4782.27485, 
-118.221834599833,34.09736550054,515,0,5454016901,Vacant Land,Surplus-Undeclared,General Services,RE20-1,3649 E LOOSMORE ST,LOS ANGELES,LOS ANGELES,-118.2218346,34.0973655,1,14182.74655, 
-118.222409299731,34.0982876999307,516,0,5454016902,Vacant Land,Surplus-Undeclared,General Services,RE20-1,3642 E ROSEVIEW AVE,LOS ANGELES,LOS ANGELES,-118.2224093,34.0982877,1,25081.62463, 
-118.217237099464,34.0944052996414,517,0,5454018900,Vacant Land,Surplus-Undeclared,General Services,RE20-1,1049 W ANDALUSIA AVE,LOS ANGELES,LOS ANGELES,-118.2172371,34.0944053,1,4799.9897, 
-118.217237099464,34.0944052996414,518,0,5454018902,Vacant Land,Surplus-Undeclared,General Services,RE20-1,1085 W ANDALUSIA AVE,LOS ANGELES,LOS ANGELES,-118.2172371,34.0944053,1,9777.86475, 
-118.220730699706,34.0956533999155,519,0,5454020900,Vacant Land,Surplus-Undeclared,General Services,RE20-1,3633 E MACEO ST,LOS ANGELES,LOS ANGELES,-118.2207307,34.0956534,1,4760.561399, 
-118.220730699706,34.0956533999155,520,0,5454020901,Vacant Land,Surplus-Undeclared,General Services,RE20-1,3640 E RIVER VIEW ST,LOS ANGELES,LOS ANGELES,0,0,1,4789.4495, 
-118.22795100043,34.1094093002899,521,0,5454020904,Vacant Land,Surplus-Undeclared,General Services,RE20-1,ALTAMONT ST/DEL RIO AVE,LOS ANGELES,LOS ANGELES,-118.227951,34.1094093,1,4766.097798, 
-118.221009999403,34.0983699999123,522,0,5454021900,Vacant Land,Surplus-Undeclared,General Services,RE20-1,ANDALUSIA AVE/LOOSMORE ST,LOS ANGELES,LOS ANGELES,-118.22101,34.09837,1,3291.0163, 
-118.207011999691,34.1059306997082,523,0,5467023900,Vacant Land,Surplus-Undeclared,General Services,RE40-1,313 N FURNESS AVE,LOS ANGELES,LOS ANGELES,-118.207012,34.1059307,1,7363.6987, 
-118.333793600105,34.0943713997275,524,0,5532001900,Open Space,Surplus-Undeclared,General Services,R3-1XL,6614 W FOUNTAIN AVE,LOS ANGELES,LOS ANGELES,-118.3337936,34.0943714,4,5495.340548, 
-118.340662800588,34.0943524999803,525,0,5532008904,Vacant Land,Surplus-Undeclared,General Services,R3-1XL,6910 W FOUNTAIN AVE,LOS ANGELES,LOS ANGELES,-118.3406628,34.0943525,4,6104.02568, 
-118.340662800588,34.0943524999803,526,0,4371001900,Vacant Land,Surplus-Undeclared,General Services,RE40-1,10535 W FORUM LN,LOS ANGELES,LOS ANGELES,0,0,5,3316.026201, 
-118.446019999192,34.1010361005133,527,0,4371006900,Vacant Land,Surplus-Undeclared,General Services,RE40-1,LARNED LN,LOS ANGELES,LOS ANGELES,-118.44602,34.1010361,5,10081.42315, 
-118.446819999259,34.1005399004284,528,0,4371007900,Vacant Land,Surplus-Undeclared,General Services,RE15-1,10533 E LISBON LN,LOS ANGELES,LOS ANGELES,-118.44682,34.1005399,5,7500.6318, 
-118.446819999259,34.1005399004284,529,0,4371008900,Vacant Land,Surplus-Undeclared,General Services,RE15-1,10465 W LISBON LN,LOS ANGELES,LOS ANGELES,-118.44682,34.1005399,5,5232.64281, 
-118.443828299444,34.0993525002049,530,0,4371009900,Vacant Land,Surplus-Undeclared,General Services,RE15-1,1540 N CARTER LN,LOS ANGELES,LOS ANGELES,-118.4438283,34.0993525,5,5185.3401, 
-118.440784900686,34.0953080998641,531,0,4371016900,Vacant Land,Surplus-Undeclared,General Services,RE15-1,1207 N BEVERLY GLEN BLVD,LOS ANGELES,LOS ANGELES,-118.4407849,34.0953081,5,3079.097449, 
-118.440218999786,34.0967946001069,532,0,4371028901,Vacant Land,Surplus-Undeclared,General Services,RE40-1,1215 N ARIMO LN,LOS ANGELES,LOS ANGELES,-118.440219,34.0967946,5,2670.449501, 
-118.440218999786,34.0967946001069,533,0,4371030900,Vacant Land,Surplus-Undeclared,General Services,RE15-1,1401 N ARIMO LN,LOS ANGELES,LOS ANGELES,-118.440219,34.0967946,5,2541.90795, 
-118.444305499794,34.1084899993958,534,0,4371031902,Vacant Land,Surplus-Undeclared,General Services,RE15-1,1243 N BASIL LN,LOS ANGELES,LOS ANGELES,-118.4443055,34.10849,5,2551.371601, 
-118.444305499794,34.1084899993958,535,0,4371031903,Vacant Land,Surplus-Undeclared,General Services,RE15-1,1307 N BASIL LN,LOS ANGELES,LOS ANGELES,-118.4443055,34.10849,5,2552.0821, 
-118.444305499794,34.1084899993958,536,0,4371031904,Vacant Land,Surplus-Undeclared,General Services,RE15-1,1313 N BASIL LN,LOS ANGELES,LOS ANGELES,-118.4443055,34.10849,5,5105.257099, 
-118.439509999957,34.0957500001527,537,0,4371031905,Vacant Land,Surplus-Undeclared,General Services,RE15-1,BEVERLY GLEN BLVD/FERNBUSH LN,LOS ANGELES,LOS ANGELES,-118.43951,34.09575,5,2571.63635, 
-118.444305499794,34.1084899993958,538,0,4371032900,Vacant Land,Surplus-Undeclared,General Services,RE15-1,1319 N BASIL LN,LOS ANGELES,LOS ANGELES,-118.4443055,34.10849,5,7655.764851, 
-118.441449999848,34.0983400002292,539,0,4371032903,Vacant Land,Surplus-Undeclared,General Services,RE15-1,ARIMO LN/BEVERLY GLEN BLVD,LOS ANGELES,LOS ANGELES,-118.44145,34.09834,5,2379.379949, 
-118.441920000201,34.0985999993603,540,0,4371032907,Vacant Land,Surplus-Undeclared,General Services,RE15-1,ARIMO LN/BEVERLY GLEN BLVD,LOS ANGELES,LOS ANGELES,-118.44192,34.0986,5,2757.421201, 
-118.444305499794,34.1084899993958,541,0,4371033900,Vacant Land,Surplus-Undeclared,General Services,RE40-1,1423 N BASIL LN,LOS ANGELES,LOS ANGELES,-118.4443055,34.10849,5,35900.40445, 
-118.582313100175,34.2904620996582,542,0,4371033902,Vacant Land,Surplus-Undeclared,General Services,RE40-1,1517 N MIRABEL LN,LOS ANGELES,LOS ANGELES,-118.5823131,34.2904621,12,26193.92515, 
-118.441996700156,34.0987795995194,543,0,4371033903,Vacant Land,Surplus-Undeclared,General Services,RE40-1,1446 N LANGTRY LN,LOS ANGELES,LOS ANGELES,-118.4419967,34.0987796,5,10887.59564, 
-118.441996700156,34.0987795995194,544,0,4371034900,Vacant Land,Surplus-Undeclared,General Services,RE40-1,1553 N CULEBRA LN,LOS ANGELES,LOS ANGELES,0,0,5,5040.0567, 
-118.091155800493,34.5591630000216,545,0,4371034903,Vacant Land,Surplus-Undeclared,General Services,RE40-1,1600 N DESSERY LN,LOS ANGELES,LOS ANGELES,-118.0911558,34.559163,99,7446.865351, 
-118.582313100175,34.2904620996582,546,0,4371035901,Vacant Land,Surplus-Undeclared,General Services,RE40-1,1628 N MIRABEL LN,LOS ANGELES,LOS ANGELES,-118.5823131,34.2904621,12,6198.14525, 
-118.091155800493,34.5591630000216,547,0,4371035902,Vacant Land,Surplus-Undeclared,General Services,RE40-1,1611 N DESSERY LN,LOS ANGELES,LOS ANGELES,-118.0911558,34.559163,99,15794.61815, 
-118.455513000755,34.1049805001159,548,0,4371035903,Vacant Land,Surplus-Undeclared,General Services,RE40-1,1559 N DESSERY LN,LOS ANGELES,LOS ANGELES,-118.455513,34.1049805,5,2554.12045, 
-118.441996700156,34.0987795995194,549,0,4371037900,Vacant Land,Surplus-Undeclared,General Services,RE15-1,1529 N LANGTRY LN,LOS ANGELES,LOS ANGELES,-118.4419967,34.0987796,5,5514.8292, 
-118.443391700249,34.10069959989,550,0,4371038901,Vacant Land,Surplus-Undeclared,General Services,RE40-1,1707 N CRATER LN,LOS ANGELES,LOS ANGELES,-118.4433917,34.1006996,5,20460.55995, 
-118.443373999845,34.1007632000504,551,0,4371038902,Vacant Land,Surplus-Undeclared,General Services,RE40-1,1721 N CRATER LN,LOS ANGELES,LOS ANGELES,-118.443374,34.1007632,5,12824.70605, 
-118.448423299801,34.1275181000131,552,0,4371039900,Vacant Land,Surplus-Undeclared,General Services,RE40-1,1729 N ELM TREE LN,LOS ANGELES,LOS ANGELES,-118.4484233,34.1275181,5,5320.466199, 
-118.448423299801,34.1275181000131,553,0,4371039902,Vacant Land,Surplus-Undeclared,General Services,RE40-1,1737 N ELM TREE LN,LOS ANGELES,LOS ANGELES,-118.4484233,34.1275181,5,35606.64278, 
-118.442675399811,34.1011169993851,554,0,4371039903,Vacant Land,Surplus-Undeclared,General Services,RE40-1,10201 W LELIA LN,LOS ANGELES,LOS ANGELES,-118.4426754,34.101117,5,6660.80435, 
-118.442675399811,34.1011169993851,555,0,4371041900,Vacant Land,Surplus-Undeclared,General Services,RE40-1,1753 N WILD ROSE LN,LOS ANGELES,LOS ANGELES,0,0,5,7561.525299, 
-118.448392100413,34.1275354002675,556,0,4371041901,Vacant Land,Surplus-Undeclared,General Services,RE40-1,1814 N ELM TREE LN,LOS ANGELES,LOS ANGELES,-118.4483921,34.1275354,5,5117.881949, 
-118.443229999905,34.1027900006484,557,0,4371041903,Vacant Land,Surplus-Undeclared,General Services,RE40-1,ELM TREE LN/CALGARY LN,LOS ANGELES,LOS ANGELES,-118.44323,34.10279,5,2543.985749, 
-118.445408900457,34.1056031003852,558,0,4371041905,Vacant Land,Surplus-Undeclared,General Services,RE40-1,1734 N CALGARY LN,LOS ANGELES,LOS ANGELES,-118.4454089,34.1056031,5,7581.95225, 
-118.445408900457,34.1056031003852,559,0,4371041906,Vacant Land,Surplus-Undeclared,General Services,RE40-1,1722 N CALGARY LN,LOS ANGELES,LOS ANGELES,-118.4454089,34.1056031,5,7771.971251, 
-118.444255600177,34.1048536995657,560,0,4371046900,Vacant Land,Surplus-Undeclared,General Services,RE40-1,10328 W CARIBOU LN,LOS ANGELES,LOS ANGELES,-118.4442556,34.1048537,5,2519.62185, 
-118.448067699899,34.1111067999858,561,0,4380003900,Vacant Land,Surplus-Undeclared,General Services,RE15-1,2312 N DELLWOOD LN,LOS ANGELES,LOS ANGELES,-118.4480677,34.1111068,5,2642.770376, 
-118.2396209002,34.1414324998705,562,0,4380006900,Vacant Land,Surplus-Undeclared,General Services,RE40-1,2247 N ELK LN,LOS ANGELES,LOS ANGELES,-118.2396209,34.1414325,99,2690.864001, 
-118.449153400159,34.1094990004365,563,0,4380009900,Vacant Land,Surplus-Undeclared,General Services,RE15-1,10587 W SCENARIO LN,LOS ANGELES,LOS ANGELES,-118.4491534,34.109499,5,2515.032249, 
-118.447081099986,34.1078261005898,564,0,4380016900,Vacant Land,Surplus-Undeclared,General Services,RE15-1,2038 N DELLWOOD LN,LOS ANGELES,LOS ANGELES,-118.4470811,34.1078261,5,8123.172649, 
-118.447081099986,34.1078261005898,565,0,4380019900,Vacant Land,Surplus-Undeclared,General Services,RE15-1,1910 N DELLWOOD LN,LOS ANGELES,LOS ANGELES,-118.4470811,34.1078261,5,2668.5125, 
-118.444603700044,34.1048758995127,566,0,4380021900,Vacant Land,Surplus-Undeclared,General Services,RE40-1,1948 N SPRUCEWOOD LN,LOS ANGELES,LOS ANGELES,-118.4446037,34.1048759,5,45390.76111, 
-118.444603700044,34.1048758995127,567,0,4380022900,Vacant Land,Surplus-Undeclared,General Services,RE15-1,1917 N SPRUCEWOOD LN,LOS ANGELES,LOS ANGELES,-118.4446037,34.1048759,5,2709.394649, 
-118.446253600692,34.1101636001332,568,0,4380028900,Vacant Land,Surplus-Undeclared,General Services,RE40-1,2164 N POINTER LN,LOS ANGELES,LOS ANGELES,-118.4462536,34.1101636,5,2629.9443, 
-118.445100000374,34.1100499996168,569,0,4380031901,Vacant Land,Surplus-Undeclared,General Services,RE40-1,2329 N LATIMER LN,LOS ANGELES,LOS ANGELES,-118.4451,34.11005,5,15600.32835, 
-118.447976299913,34.1185003999271,570,0,4380032900,Vacant Land,Surplus-Undeclared,General Services,RE40-1,2353 N BASIL LN,LOS ANGELES,LOS ANGELES,-118.4479763,34.1185004,5,41494.74647, 
